LipidProbe,gene_name,logFC,pvalue,hit_annotation,CellLine
1-10 FA,KIAA1429,0.309304362,0.231265749,no hit,Huh7
1-10 FA,RTL1,-0.49601338699999997,0.233577003,no hit,Huh7
1-10 FA,CRLF3,-0.171214565,0.234183005,no hit,Huh7
1-10 FA,IMP3,0.27517181,0.236159632,no hit,Huh7
1-10 FA,STRBP,0.175975661,0.236163689,no hit,Huh7
1-10 FA,NUP93,0.194845656,0.236181992,no hit,Huh7
1-10 FA,ALDH2,0.162638951,0.23623355,no hit,Huh7
1-10 FA,GARS,-0.344626722,0.237886069,no hit,Huh7
1-10 FA,UTRN,0.224958094,0.238037014,no hit,Huh7
1-10 FA,LAP3,0.148482672,0.238663807,no hit,Huh7
1-10 FA,DCD,0.608348553,0.239033611,no hit,Huh7
1-10 FA,LSS,0.412375895,0.239948681,no hit,Huh7
1-10 FA,EFHD2,-0.23356351,0.240069669,no hit,Huh7
1-10 FA,EIF1AY|EIF1AX,-0.19305477099999999,0.241338742,no hit,Huh7
1-10 FA,MCM2,-0.283185933,0.241573223,no hit,Huh7
1-10 FA,DPP7,0.201523226,0.243873369,no hit,Huh7
1-10 FA,XRCC5,-0.14480403,0.247600993,no hit,Huh7
1-10 FA,EIF2S3|EIF2S3L,-0.313509805,0.249193937,no hit,Huh7
1-10 FA,DDB1,-0.131492473,0.24967803,no hit,Huh7
1-10 FA,BOP1,0.184052397,0.249848941,no hit,Huh7
1-10 FA,HMGN1,0.213868663,0.251790215,no hit,Huh7
1-10 FA,HNRNPR,0.296881571,0.253660224,no hit,Huh7
1-10 FA,RPL9,-0.237337781,0.256420624,no hit,Huh7
1-10 FA,SND1,0.237527676,0.261121488,no hit,Huh7
1-10 FA,NUP54,0.15201738,0.261620396,no hit,Huh7
1-10 FA,ACSL4,0.227122489,0.261669504,no hit,Huh7
1-10 FA,XRCC6,-0.136642444,0.262690613,no hit,Huh7
1-10 FA,ARCN1,-0.135829569,0.263146934,no hit,Huh7
1-10 FA,MYH9,-0.226711611,0.263223859,no hit,Huh7
1-10 FA,OGDHL,0.138119073,0.263751192,no hit,Huh7
1-10 FA,KHSRP,0.124221145,0.26451721500000003,no hit,Huh7
1-10 FA,VCP,-0.169082575,0.264744815,no hit,Huh7
1-10 FA,NACA,-0.284924854,0.266279264,no hit,Huh7
1-10 FA,DDX1,-0.126616405,0.26762866,no hit,Huh7
1-10 FA,MCM4,-0.247011529,0.27130116,no hit,Huh7
1-10 FA,SPTAN1,0.142343465,0.271610984,no hit,Huh7
1-10 FA,SCIN,0.199056134,0.272194835,no hit,Huh7
1-10 FA,ALDH1B1,0.187404767,0.273040844,no hit,Huh7
1-10 FA,PRKCSH,0.472833882,0.275287084,no hit,Huh7
1-10 FA,GPX4,-0.205410743,0.279997273,no hit,Huh7
1-10 FA,TRMT10C,0.259597287,0.28290977,no hit,Huh7
1-10 FA,RIF1,0.282075496,0.286301993,no hit,Huh7
1-10 FA,USP39,-0.146742059,0.287598364,no hit,Huh7
1-10 FA,TSFM,0.142123262,0.288764618,no hit,Huh7
1-10 FA,RBBP7,0.150004962,0.288788909,no hit,Huh7
1-10 FA,NAPA,-0.153053708,0.288953865,no hit,Huh7
1-10 FA,PTPN1,0.212621778,0.289003289,no hit,Huh7
1-10 FA,TNKS1BP1,0.121499385,0.290466626,no hit,Huh7
1-10 FA,PMPCA,0.115711178,0.290853035,no hit,Huh7
1-10 FA,ATXN2L,-0.191020428,0.291688068,no hit,Huh7
1-10 FA,SRRT,0.144324952,0.291710509,no hit,Huh7
1-10 FA,MPHOSPH8,0.191131964,0.292319061,no hit,Huh7
1-10 FA,ALDH9A1,-0.130631197,0.293541967,no hit,Huh7
1-10 FA,KDELC1,0.457726428,0.294264669,no hit,Huh7
1-10 FA,ILF2,0.225313509,0.294798589,no hit,Huh7
1-10 FA,RRAS2,0.207612735,0.295265195,no hit,Huh7
1-10 FA,KDM1A,0.145359964,0.296461119,no hit,Huh7
1-10 FA,PPP1CB,-0.190001003,0.297153143,no hit,Huh7
1-10 FA,SYNCRIP,0.148110295,0.297850138,no hit,Huh7
1-10 FA,9-Sep,-0.158840784,0.300113613,no hit,Huh7
1-10 FA,SYNE2,0.363251508,0.300670818,no hit,Huh7
1-10 FA,RAD50,-0.128196284,0.300724667,no hit,Huh7
1-10 FA,RPL7,-0.23545047,0.30259727,no hit,Huh7
1-10 FA,RFC3,0.142384506,0.304610864,no hit,Huh7
1-10 FA,LSM6,-0.174114724,0.305543913,no hit,Huh7
1-10 FA,PSMD5,-0.1544333,0.306319373,no hit,Huh7
1-10 FA,TBCD,-0.287113277,0.306347347,no hit,Huh7
1-10 FA,PRKACB|PRKACA,0.137775799,0.306450506,no hit,Huh7
1-10 FA,HSD17B4,0.17259858,0.306879645,no hit,Huh7
1-10 FA,GLYR1,0.199173776,0.307077706,no hit,Huh7
1-10 FA,PPP1CA,0.129904345,0.307190544,no hit,Huh7
1-10 FA,GPS1,-0.134601851,0.309594694,no hit,Huh7
1-10 FA,GLA,0.349603408,0.31222648,no hit,Huh7
1-10 FA,CTSL,0.116760876,0.313369069,no hit,Huh7
1-10 FA,CWC22,0.176773844,0.315503046,no hit,Huh7
1-10 FA,TOP2A,0.250803751,0.320811372,no hit,Huh7
1-10 FA,ALDH6A1,0.141651006,0.321988549,no hit,Huh7
1-10 FA,KPRP,0.494868734,0.325027637,no hit,Huh7
1-10 FA,RPL3,-0.150702288,0.326135029,no hit,Huh7
1-10 FA,HSPE1-MOB4,0.143076903,0.327039261,no hit,Huh7
1-10 FA,RAB18,0.138158961,0.330744933,no hit,Huh7
1-10 FA,SMARCA5,0.222947235,0.330780935,no hit,Huh7
1-10 FA,GGH,0.253657848,0.331704437,no hit,Huh7
1-10 FA,SNX1,0.118110534,0.333505514,no hit,Huh7
1-10 FA,PCK2,0.134800959,0.33436703,no hit,Huh7
1-10 FA,TPM3,-0.230823687,0.336575791,no hit,Huh7
1-10 FA,FXN,0.150701441,0.337169397,no hit,Huh7
1-10 FA,PITRM1,0.181858123,0.337435938,no hit,Huh7
1-10 FA,IGF2BP3,-0.155013198,0.33876833,no hit,Huh7
1-10 FA,PKP1,0.295647232,0.339309881,no hit,Huh7
1-10 FA,COL4A3BP,-0.126290616,0.341985913,no hit,Huh7
1-10 FA,TEAD1,0.389248662,0.345191321,no hit,Huh7
1-10 FA,FLII,0.144232013,0.34667601,no hit,Huh7
1-10 FA,MAPK14,-0.177565067,0.346855177,no hit,Huh7
1-10 FA,DCTN2,-0.135259168,0.349662344,no hit,Huh7
1-10 FA,RCN1,0.244865207,0.352336143,no hit,Huh7
1-10 FA,EZR,-0.118448748,0.353160147,no hit,Huh7
1-10 FA,EML2,-0.258670458,0.353368529,no hit,Huh7
1-10 FA,DSG1,0.534904201,0.354482009,no hit,Huh7
1-10 FA,PRPF8,0.126067427,0.356168141,no hit,Huh7
1-10 FA,SEC23A,-0.135733069,0.356911157,no hit,Huh7
1-10 FA,KPNA3,-0.162933215,0.35739299,no hit,Huh7
1-10 FA,HSPA1B|HSPA1A,-0.164359579,0.357630935,no hit,Huh7
1-10 FA,EIF3I,-0.127685325,0.358360139,no hit,Huh7
1-10 FA,PPA2,0.132253026,0.360337506,no hit,Huh7
1-10 FA,RSF1,0.245456459,0.362612999,no hit,Huh7
1-10 FA,FN1,0.281903717,0.367392066,no hit,Huh7
1-10 FA,AP2B1,0.132997051,0.36843101,no hit,Huh7
1-10 FA,FKBP8,0.133862534,0.372387558,no hit,Huh7
1-10 FA,LEO1,0.114411021,0.374133202,no hit,Huh7
1-10 FA,SF3B2,0.163627875,0.376132782,no hit,Huh7
1-10 FA,LAS1L,0.175739808,0.37688852900000003,no hit,Huh7
1-10 FA,CYP3A5,0.166670637,0.380966925,no hit,Huh7
1-10 FA,OSBPL6,-0.1272046,0.381069158,no hit,Huh7
1-10 FA,TIMM44,0.232927615,0.381456777,no hit,Huh7
1-10 FA,CHD8|CHD9|CHD7,0.252537949,0.381625075,no hit,Huh7
1-10 FA,KHDRBS1,0.206776566,0.384088938,no hit,Huh7
1-10 FA,EPS15L1,-0.161331126,0.384933045,no hit,Huh7
1-10 FA,ARG1,0.407498845,0.387148822,no hit,Huh7
1-10 FA,COL6A1,0.376898277,0.388415503,no hit,Huh7
1-10 FA,VBP1,-0.191866668,0.392034563,no hit,Huh7
1-10 FA,TNPO1,-0.127086257,0.392038033,no hit,Huh7
1-10 FA,RAB5C,0.105806615,0.399734168,no hit,Huh7
1-10 FA,ARPC1B,-0.133500372,0.401878915,no hit,Huh7
1-10 FA,CDH6,0.327338895,0.402241791,no hit,Huh7
1-10 FA,GSN,-0.326574913,0.403047572,no hit,Huh7
1-10 FA,IQGAP2,-0.212987606,0.405103614,no hit,Huh7
1-10 FA,C14orf166,0.097321466,0.406033694,no hit,Huh7
1-10 FA,NUP160,0.208888173,0.406967223,no hit,Huh7
1-10 FA,LSM8,0.11698068,0.410024477,no hit,Huh7
1-10 FA,SMC1A,0.151124578,0.415384316,no hit,Huh7
1-10 FA,FSCN1,-0.322962369,0.417112141,no hit,Huh7
1-10 FA,EWSR1,-0.16314218,0.418134831,no hit,Huh7
1-10 FA,NFU1,0.119352246,0.418162524,no hit,Huh7
1-10 FA,EIF3A,-0.152847933,0.423874821,no hit,Huh7
1-10 FA,GNPDA1,-0.207216691,0.424578602,no hit,Huh7
1-10 FA,FUS,0.135229531,0.425053049,no hit,Huh7
1-10 FA,CNOT1,-0.128884893,0.427681858,no hit,Huh7
1-10 FA,HOGA1,0.140379907,0.430249902,no hit,Huh7
1-10 FA,NPC2,0.196239871,0.432611579,no hit,Huh7
1-10 FA,RAB11A|RAB11B,0.103177516,0.433336262,no hit,Huh7
1-10 FA,DSC1,0.49290061,0.433464474,no hit,Huh7
1-10 FA,HNRNPH3,0.080347108,0.436500162,no hit,Huh7
1-10 FA,TRNT1,0.105194133,0.437255589,no hit,Huh7
1-10 FA,G3BP1,0.092595633,0.438482778,no hit,Huh7
1-10 FA,7-Sep,-0.114506388,0.439305086,no hit,Huh7
1-10 FA,MYL12A|MYL12B,-0.199635356,0.439556186,no hit,Huh7
1-10 FA,DSP,0.432380086,0.440008681,no hit,Huh7
1-10 FA,MKI67,0.192662635,0.441896858,no hit,Huh7
1-10 FA,XRN2,0.123059313,0.442729254,no hit,Huh7
1-10 FA,CCT2,0.143083174,0.444709268,no hit,Huh7
1-10 FA,HNRNPUL1,0.073826721,0.445919682,no hit,Huh7
1-10 FA,FAHD1,0.178376539,0.44631624,no hit,Huh7
1-10 FA,OAT,-0.172844581,0.447673322,no hit,Huh7
1-10 FA,CD2BP2,0.102875217,0.450151817,no hit,Huh7
1-10 FA,MCM3,-0.192671755,0.451586984,no hit,Huh7
1-10 FA,EIF3D,-0.079733179,0.452584249,no hit,Huh7
1-10 FA,PABPC1,-0.0843843,0.458439704,no hit,Huh7
1-10 FA,CTBP1,-0.09492531,0.458510608,no hit,Huh7
1-10 FA,HDLBP,-0.085906539,0.460289983,no hit,Huh7
1-10 FA,FAHD2A,0.105568619,0.463052558,no hit,Huh7
1-10 FA,HEXB,0.164737272,0.463536643,no hit,Huh7
1-10 FA,EXOSC7,0.134601514,0.464549879,no hit,Huh7
1-10 FA,ATPAF1,0.131040334,0.468146112,no hit,Huh7
1-10 FA,EIF3L,-0.118758914,0.468853737,no hit,Huh7
1-10 FA,RAB1A,0.089899571,0.470341809,no hit,Huh7
1-10 FA,ECI1,0.151213231,0.480011913,no hit,Huh7
1-10 FA,CTNNB1,0.213463532,0.482326097,no hit,Huh7
1-10 FA,CSNK2A1,-0.118950445,0.482443707,no hit,Huh7
1-10 FA,CCT4,-0.09880801,0.490722086,no hit,Huh7
1-10 FA,EPB41L2,0.121622386,0.490885044,no hit,Huh7
1-10 FA,NUB1,0.12228983,0.493787839,no hit,Huh7
1-10 FA,NUP37,0.08950513,0.50063161,no hit,Huh7
1-10 FA,MYO1E,-0.121581078,0.503791554,no hit,Huh7
1-10 FA,JUP,0.271917876,0.504134849,no hit,Huh7
1-10 FA,AP2M1,0.103448417,0.50807074,no hit,Huh7
1-10 FA,NUP98,0.158595976,0.508368799,no hit,Huh7
1-10 FA,RAE1,0.087048873,0.5106898,no hit,Huh7
1-10 FA,ACTL6A,0.144613976,0.511682085,no hit,Huh7
1-10 FA,INTS3,0.123370199,0.516006793,no hit,Huh7
1-10 FA,ANLN,-0.237419145,0.517218694,no hit,Huh7
1-10 FA,ANK2,0.196925212,0.518551203,no hit,Huh7
1-10 FA,PSMD8,-0.083732279,0.521446783,no hit,Huh7
1-10 FA,PPIL4,0.098172074,0.52549803,no hit,Huh7
1-10 FA,FXR1,-0.070672733,0.526983962,no hit,Huh7
1-10 FA,TCP1,-0.078974469,0.527895114,no hit,Huh7
1-10 FA,RTCB,-0.081205321,0.540692715,no hit,Huh7
1-10 FA,RUVBL1,-0.069316119,0.542286477,no hit,Huh7
1-10 FA,RPL30,-0.065018312,0.543888412,no hit,Huh7
1-10 FA,NXF1,-0.175704884,0.546892664,no hit,Huh7
1-10 FA,CTSD,0.237304124,0.550853752,no hit,Huh7
1-10 FA,GBAS,0.145351277,0.551476605,no hit,Huh7
1-10 FA,WDR82,-0.089076685,0.556925228,no hit,Huh7
1-10 FA,EIF3E,-0.112570785,0.557392761,no hit,Huh7
1-10 FA,ABR,0.075520662,0.560370604,no hit,Huh7
1-10 FA,IGF2BP2,0.069849835,0.562768546,no hit,Huh7
1-10 FA,GEMIN5,0.098235853,0.563300327,no hit,Huh7
1-10 FA,FLNB,-0.06418124,0.563474374,no hit,Huh7
1-10 FA,THOC3,0.060658006,0.565263237,no hit,Huh7
1-10 FA,ASNA1,-0.05811839,0.566634188,no hit,Huh7
1-10 FA,UBE2I,-0.084614022,0.56907698,no hit,Huh7
1-10 FA,C7orf55-LUC7L2|LUC7L2|C7orf55,-0.125031635,0.569150656,no hit,Huh7
1-10 FA,NUP88,0.085466751999999993,0.569730344,no hit,Huh7
1-10 FA,KPNA2,-0.167810948,0.571510977,no hit,Huh7
1-10 FA,RELN,0.207150402,0.580888456,no hit,Huh7
1-10 FA,LIMA1,0.10425974,0.581179049,no hit,Huh7
1-10 FA,SNRPB|SNRPN,0.159475954,0.586226291,no hit,Huh7
1-10 FA,CAPZA2,0.074260779,0.592655187,no hit,Huh7
1-10 FA,EDC4,0.070412407,0.597275937,no hit,Huh7
1-10 FA,GPC4,0.414265161,0.597487479,no hit,Huh7
1-10 FA,XP32,0.317647713,0.598270979,no hit,Huh7
1-10 FA,CCT7,-0.10174627,0.598908609,no hit,Huh7
1-10 FA,DDX42,0.068424884,0.601105873,no hit,Huh7
1-10 FA,RBBP4,-0.126368949,0.601840827,no hit,Huh7
1-10 FA,IARS2,0.072756767,0.605030661,no hit,Huh7
1-10 FA,TPM4,-0.145058706,0.606488152,no hit,Huh7
1-10 FA,INTS1,0.181532385,0.612346538,no hit,Huh7
1-10 FA,CLTB,0.105135728,0.618272064,no hit,Huh7
1-10 FA,MACF1,0.06252491,0.619447554,no hit,Huh7
1-10 FA,RPL18A,-0.084893172,0.619644195,no hit,Huh7
1-10 FA,PREPL,-0.103727602,0.625520618,no hit,Huh7
1-10 FA,TIAL1,0.066148617,0.625707819,no hit,Huh7
1-10 FA,SF3B1,-0.087867979,0.627568262,no hit,Huh7
1-10 FA,DHX30,0.059809281,0.634117178,no hit,Huh7
1-10 FA,ESF1,0.069700773,0.634385834,no hit,Huh7
1-10 FA,LGALS1,-0.169508921,0.635972239,no hit,Huh7
1-10 FA,FNTA,-0.074768062,0.636935481,no hit,Huh7
1-10 FA,HCFC1,0.074655298,0.639467296,no hit,Huh7
1-10 FA,SERPINB12,0.239810142,0.640214708,no hit,Huh7
1-10 FA,ACTR2,-0.048426403,0.640579657,no hit,Huh7
1-10 FA,LETM1,0.06391324,0.642525734,no hit,Huh7
1-10 FA,RAB7A,-0.047373028,0.64523926,no hit,Huh7
1-10 FA,SUCLG1,0.052836493,0.653541278,no hit,Huh7
1-10 FA,LACTB2,0.06323679,0.654622678,no hit,Huh7
1-10 FA,CAPRIN1,-0.07345631,0.654953586,no hit,Huh7
1-10 FA,RPS4X,-0.072325223,0.669061667,no hit,Huh7
1-10 FA,MORC3,-0.055479763,0.673358514,no hit,Huh7
1-10 FA,HDAC1,-0.079591869,0.67426839,no hit,Huh7
1-10 FA,EIF3F,-0.055019665,0.674754123,no hit,Huh7
1-10 FA,NLN,0.057403496,0.675761658,no hit,Huh7
1-10 FA,ZNF90|RPS16,-0.060800667,0.677941452,no hit,Huh7
1-10 FA,GBF1,0.076728056,0.68076769,no hit,Huh7
1-10 FA,NEU1,0.231764428,0.680946488,no hit,Huh7
1-10 FA,MCM6,-0.094770905,0.68098948,no hit,Huh7
1-10 FA,CCT5,-0.053470455,0.68724155,no hit,Huh7
1-10 FA,HEATR3,-0.078327113,0.689312373,no hit,Huh7
1-10 FA,LSM2,0.056486171,0.690600177,no hit,Huh7
1-10 FA,MSN,-0.046798678,0.697392056,no hit,Huh7
1-10 FA,TPM1,-0.09052337,0.698931561,no hit,Huh7
1-10 FA,ESYT1,0.105717494,0.705889073,no hit,Huh7
1-10 FA,ACADVL,0.100331434,0.710251793,no hit,Huh7
1-10 FA,CLTA,-0.065484034,0.712916655,no hit,Huh7
1-10 FA,VCL,-0.05752492699999999,0.716612384,no hit,Huh7
1-10 FA,DHX15,0.048284325,0.716990526,no hit,Huh7
1-10 FA,EIF3CL|EIF3C,-0.051881038,0.722430239,no hit,Huh7
1-10 FA,HNRNPK,-0.046662592,0.722829959,no hit,Huh7
1-10 FA,USP7,0.051177981,0.723055604,no hit,Huh7
1-10 FA,LARP1,-0.053264272,0.730919128,no hit,Huh7
1-10 FA,PRDX5,-0.083508948,0.73177761,no hit,Huh7
1-10 FA,MTA1,-0.106472756,0.734707777,no hit,Huh7
1-10 FA,DDX39B,0.072626776,0.736402512,no hit,Huh7
1-10 FA,BLVRB,-0.048812647,0.745957121,no hit,Huh7
1-10 FA,RPS14,0.03741451,0.749436395,no hit,Huh7
1-10 FA,STAG1,-0.104668778,0.751716405,no hit,Huh7
1-10 FA,DDX3X,0.03862024,0.752337995,no hit,Huh7
1-10 FA,FTCD,-0.055189764,0.756374458,no hit,Huh7
1-10 FA,DNAJC13,0.058394687,0.756895209,no hit,Huh7
1-10 FA,RNMT,0.041470406,0.757188833,no hit,Huh7
1-10 FA,BCAT2,0.053024141,0.76223886,no hit,Huh7
1-10 FA,POLR2B,0.063385064,0.765314563,no hit,Huh7
1-10 FA,FUBP1,-0.034696678,0.767226614,no hit,Huh7
1-10 FA,PRKDC,0.066771141,0.767361028,no hit,Huh7
1-10 FA,TPP2,-0.058969527,0.769611981,no hit,Huh7
1-10 FA,ELAC2,0.042869471,0.774818479,no hit,Huh7
1-10 FA,EIF3K,-0.032996584,0.776378652,no hit,Huh7
1-10 FA,AIM1,0.093862332,0.779129002,no hit,Huh7
1-10 FA,RPS5,-0.03944905,0.783451033,no hit,Huh7
1-10 FA,GAA,0.069577826,0.784773001,no hit,Huh7
1-10 FA,API5,-0.029519888,0.787476573,no hit,Huh7
1-10 FA,CCT3,-0.046683871,0.789146708,no hit,Huh7
1-10 FA,PSAP,-0.172931778,0.79045721,no hit,Huh7
1-10 FA,FYCO1,0.033289123,0.797418396,no hit,Huh7
1-10 FA,RPL11,0.038801983,0.797964228,no hit,Huh7
1-10 FA,SNX4,0.026583776,0.799001142,no hit,Huh7
1-10 FA,RUVBL2,0.030849608,0.800330851,no hit,Huh7
1-10 FA,GSR,0.038028635,0.803372744,no hit,Huh7
1-10 FA,CLPX,0.047618201,0.803541595,no hit,Huh7
1-10 FA,FUCA1,-0.03598859,0.80459802,no hit,Huh7
1-10 FA,CLTC,0.043850132,0.806118357,no hit,Huh7
1-10 FA,PRC1,0.04589582,0.823409131,no hit,Huh7
1-10 FA,DDX46,0.02974945,0.826760782,no hit,Huh7
1-10 FA,PRPF4,0.054800562,0.833450908,no hit,Huh7
1-10 FA,CHD1,0.034308265,0.846360777,no hit,Huh7
1-10 FA,RPL13A,0.028131659,0.848301108,no hit,Huh7
1-10 FA,AASS,0.021292441,0.849110795,no hit,Huh7
1-10 FA,MYL6,-0.035949367,0.85827761,no hit,Huh7
1-10 FA,hCG_2039566|A0A0U1RRH7|HIST1H2AB|HIST1H2AG|HIST1H2AD|HIST2H2AC|HIST2H2AA3|HIST3H2A|HIST1H2AC|HIST1H2AH|HIST1H2AJ|H2AFJ,0.029510863,0.859008315,no hit,Huh7
1-10 FA,DIABLO,0.038436651,0.865300505,no hit,Huh7
1-10 FA,CPQ,0.049739346,0.866425221,no hit,Huh7
1-10 FA,RBM17,-0.027802782,0.868650531,no hit,Huh7
1-10 FA,NCBP1,-0.030738544,0.87309481,no hit,Huh7
1-10 FA,SEC23IP,-0.019273372,0.875425437,no hit,Huh7
1-10 FA,CMAS,0.016302181,0.886204954,no hit,Huh7
1-10 FA,CAPZB,0.015730993,0.887407375,no hit,Huh7
1-10 FA,OSBP,0.023916881,0.889360306,no hit,Huh7
1-10 FA,SRSF11,0.03885481,0.892790849,no hit,Huh7
1-10 FA,ARPC2,0.013577056,0.898997142,no hit,Huh7
1-10 FA,RPL6,-0.02443448,0.902035538,no hit,Huh7
1-10 FA,EFTUD2,-0.012026816,0.90805747,no hit,Huh7
1-10 FA,PCM1,-0.021665708,0.909462814,no hit,Huh7
1-10 FA,CALM1,-0.01866456,0.9130022,no hit,Huh7
1-10 FA,RPS2,0.035659763,0.914776514,no hit,Huh7
1-10 FA,CAPZA1,-0.014757285,0.916825487,no hit,Huh7
1-10 FA,POLR2G,0.014742761,0.923716732,no hit,Huh7
1-10 FA,RPL18,-0.017769036,0.923757986,no hit,Huh7
1-10 FA,PABPC4,-0.014504749,0.924570458,no hit,Huh7
1-10 FA,ACTN1,0.009945736,0.936189171,no hit,Huh7
1-10 FA,LSM7,-0.009698806,0.940716839,no hit,Huh7
1-10 FA,BYSL,0.009916061,0.941894428,no hit,Huh7
1-10 FA,SNRPA,-0.017469194,0.942289535,no hit,Huh7
1-10 FA,HEXA,0.013693493,0.94451063,no hit,Huh7
1-10 FA,TXNDC12,0.008067518,0.945637436,no hit,Huh7
1-10 FA,PDE12,-0.008066968,0.94732583,no hit,Huh7
1-10 FA,RPS25,0.009866024,0.957698409,no hit,Huh7
1-10 FA,ACBD3,-0.007081521,0.958771413,no hit,Huh7
1-10 FA,DLD,0.007772115,0.959362102,no hit,Huh7
1-10 FA,PDS5A,-0.013457458,0.961122598,no hit,Huh7
1-10 FA,CCT8,0.005638663,0.96603121,no hit,Huh7
1-10 FA,OGT,0.005608582,0.967924221,no hit,Huh7
1-10 FA,CSDE1,-0.004538688,0.968689088,no hit,Huh7
1-10 FA,RUFY1,-0.00400635,0.973128131,no hit,Huh7
1-10 FA,CCT6A,-0.003491112,0.976470791,no hit,Huh7
1-10 FA,PLRG1,-0.00535141,0.977879089,no hit,Huh7
1-10 FA,KYAT3,0.003236662,0.978528787,no hit,Huh7
1-10 FA,MYH10,0.005438098,0.979274648,no hit,Huh7
1-10 FA,SSRP1,0.003426889,0.980559136,no hit,Huh7
1-10 FA,NENF,-0.004721457,0.987693423,no hit,Huh7
1-10 FA,RFC4,-0.002816419,0.990403457,no hit,Huh7
1-10 FA,RANGAP1,-0.002205446,0.990701827,no hit,Huh7
1-10 FA,DUT,-0.002239531,0.992772212,no hit,Huh7
1-10 FA,KPNA4,-7.65e-4,0.99388546,no hit,Huh7
1-10 FA,SUPT6H,-0.001138975,0.994362185,no hit,Huh7
BF-NAPE,BSG,2.4,1e-17,enriched hit,HeLa
BF-NAPE,SSBP1,0.991,4.93e-4,enriched hit,HeLa
BF-NAPE,RFC2,0.823,5.86e-4,enriched hit,HeLa
BF-NAPE,RPL36,0.532,0.00994,enriched hit,HeLa
BF-NAPE,UBE2K,0.524,0.00769,enriched hit,HeLa
BF-NAPE,BZW2,0.197,0.00206,enriched hit,HeLa
BF-NAPE,PPP2CA,1.12,4.5e-4,enriched candidate,HeLa
BF-NAPE,LGALS3BP,0.748,0.00161,enriched candidate,HeLa
BF-NAPE,SSRP1,0.294,0.00241,enriched candidate,HeLa
BF-NAPE,PMVK,2.77,1e-17,no hit,HeLa
BF-NAPE,BLMH,1.7,3.53e-14,no hit,HeLa
BF-NAPE,LOC100605420; LOC101841064; LOC109045122; LOC109900071; LOC110502952; LOC111158085; LOC112259300; LOC113080025; LOC113938310; LOC118890498; rpl38; Rpl38; RPL38,1.63,1e-17,no hit,HeLa
BF-NAPE,RCN2,1.27,2.09e-5,no hit,HeLa
BF-NAPE,SEL1L,0.95,0.0041,no hit,HeLa
BF-NAPE,EIF3CL,0.891,0.00903,no hit,HeLa
BF-NAPE,DYNC1LI2,0.86,0.0161,no hit,HeLa
BF-NAPE,PSMD14,0.846,0.0159,no hit,HeLa
BF-NAPE,EIF5B,0.826,0.225,no hit,HeLa
BF-NAPE,FDFT1,0.811,0.348,no hit,HeLa
BF-NAPE,RALA,0.761,0.221,no hit,HeLa
BF-NAPE,RPS11,0.757,0.184,no hit,HeLa
BF-NAPE,PRKAR2A,0.747,0.365,no hit,HeLa
BF-NAPE,GCLM,0.745,0.049,no hit,HeLa
BF-NAPE,THOP1,0.657,0.00644,no hit,HeLa
BF-NAPE,GBE1,0.642,0.00305,no hit,HeLa
BF-NAPE,EEF1E1,0.631,0.142,no hit,HeLa
BF-NAPE,RRBP1,0.628,0.415,no hit,HeLa
BF-NAPE,RAB6A,0.627,0.147,no hit,HeLa
BF-NAPE,PIR,0.611,0.168,no hit,HeLa
BF-NAPE,RPA1,0.6,0.00239,no hit,HeLa
BF-NAPE,AP1B1,0.587,0.198,no hit,HeLa
BF-NAPE,STAG2,0.584,0.0254,no hit,HeLa
BF-NAPE,PABPN1,0.581,0.0861,no hit,HeLa
BF-NAPE,TOMM40,0.578,1.13e-4,no hit,HeLa
BF-NAPE,TOMM20,0.574,0.224,no hit,HeLa
BF-NAPE,H3C1; H3C10; H3C11; H3C12; H3C2; H3C3; H3C4; H3C6; H3C7; H3C8,0.572,0.227,no hit,HeLa
BF-NAPE,RCC2,0.57,0.0395,no hit,HeLa
BF-NAPE,XPOT,0.564,0.0703,no hit,HeLa
BF-NAPE,USP14,0.559,0.00808,no hit,HeLa
BF-NAPE,HINT1; LOC117799002,0.557,0.0124,no hit,HeLa
BF-NAPE,RPL31,0.553,0.0605,no hit,HeLa
BF-NAPE,YBX3,0.553,0.261,no hit,HeLa
BF-NAPE,BYSL,0.535,0.297,no hit,HeLa
BF-NAPE,U2SURP,0.532,0.302,no hit,HeLa
BF-NAPE,FKBP1A,0.522,0.124,no hit,HeLa
BF-NAPE,ITPA,0.513,0.343,no hit,HeLa
BF-NAPE,SMC4,0.506,0.22,no hit,HeLa
BF-NAPE,RPLP2,0.505,0.404,no hit,HeLa
BF-NAPE,ANXA4,0.505,0.0803,no hit,HeLa
BF-NAPE,DPP3,0.499,0.385,no hit,HeLa
BF-NAPE,CPNE5,0.499,0.375,no hit,HeLa
BF-NAPE,PPIC,0.494,0.386,no hit,HeLa
BF-NAPE,AIMP2; JTV1,0.493,0.0383,no hit,HeLa
BF-NAPE,DDT,0.493,0.0337,no hit,HeLa
BF-NAPE,SNRPF,0.491,0.117,no hit,HeLa
BF-NAPE,ACAA1,0.489,0.346,no hit,HeLa
BF-NAPE,DUT,0.48,0.016,no hit,HeLa
BF-NAPE,TMED9,0.477,0.429,no hit,HeLa
BF-NAPE,PXDN,0.476,0.0274,no hit,HeLa
BF-NAPE,GNB1,0.476,0.272,no hit,HeLa
BF-NAPE,CTSZ,0.467,0.017,no hit,HeLa
BF-NAPE,NXF1,0.455,0.0272,no hit,HeLa
