gene_name,protein_id,Protein.Description,LipidProbe,sample,logFC,AveExpr,pvalue,hit_annotation
SYNGR2,O43760,Synaptogyrin-2,PE,membrane,-0.606400671,23.70597856,0.036964442,no hit
SEC24B,O95487,Protein transport protein Sec24B,PE,membrane,-0.673274551,17.93002556,0.037284781,no hit
PTP4A2,Q12974,Protein tyrosine phosphatase type IVA 2,PE,membrane,0.523926056,19.12474323,0.037405585,no hit
RPS24,P62847,40S ribosomal protein S24,PE,membrane,-1.25836124,22.32844508,0.037406593,no hit
SEPTIN7,Q16181,Septin-7,PE,membrane,-1.039185316,21.67045755,0.037871689,no hit
PRKACB,P22694,cAMP-dependent protein kinase catalytic subunit beta,PE,membrane,-0.328511111,19.02193626,0.038166303,no hit
ABHD14B,Q96IU4,Putative protein-lysine deacylase ABHD14B,PE,membrane,-0.454370882,17.96796735,0.03834627,no hit
EEF1A1,P68104,Elongation factor 1-alpha 1,PE,membrane,-1.423376468,24.13774704,0.038448664,no hit
NNMT,P40261,Nicotinamide N-methyltransferase,PE,membrane,-0.986492245,20.01688719,0.038692947,no hit
PUF60,Q9UHX1,Poly(U)-binding-splicing factor PUF60,PE,membrane,-0.371738783,20.93721131,0.039324796,no hit
COLGALT1,Q8NBJ5,Procollagen galactosyltransferase 1,PE,membrane,0.559797744,21.2924859,0.039923276,no hit
B4GALT1,P15291,"Beta-1,4-galactosyltransferase 1",PE,membrane,-0.52983457,20.09930729,0.040323204,no hit
PTPRJ,Q12913,Receptor-type tyrosine-protein phosphatase eta,PE,membrane,0.418284517,21.41858815,0.040333115,no hit
RAB31,Q13636,Ras-related protein Rab-31,PE,membrane,0.378107096,21.63766888,0.04056415,no hit
PPP2R1A,P30153,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform,PE,membrane,-0.681899867,22.37568788,0.040959856,no hit
TNKS1BP1,Q9C0C2,182 kDa tankyrase-1-binding protein,PE,membrane,-0.811849326,18.27041984,0.040990763,no hit
IARS2,Q9NSE4,"Isoleucine--tRNA ligase, mitochondrial",PE,membrane,0.373598677,18.73382278,0.041744339,no hit
HSPA4L,O95757,Heat shock 70 kDa protein 4L,PE,membrane,-0.321588269,19.54853584,0.041823512,no hit
ANP32B,Q92688,Acidic leucine-rich nuclear phosphoprotein 32 family member B,PE,membrane,-0.756735978,18.87144801,0.042217407,no hit
RPLP1,P05386,60S acidic ribosomal protein P1,PE,membrane,-1.183805118,19.24566518,0.042359139,no hit
SEC61A1,P61619,Protein transport protein Sec61 subunit alpha isoform 1,PE,membrane,0.413142586,20.54090705,0.042394473,no hit
SGTA,O43765,Small glutamine-rich tetratricopeptide repeat-containing protein alpha,PE,membrane,-0.65374497,20.54362523,0.042870231,no hit
EIF5,P55010,Eukaryotic translation initiation factor 5,PE,membrane,-0.766397054,19.22066273,0.04287729,no hit
RPL14,P50914,60S ribosomal protein L14,PE,membrane,-1.294676575,22.25312641,0.042975457,no hit
PGK1,P00558,Phosphoglycerate kinase 1,PE,membrane,-0.698221035,24.02077641,0.043029963,no hit
YWHAE,P62258,14-3-3 protein epsilon,PE,membrane,-0.638943108,23.90955175,0.043205183,no hit
KPNB1,Q14974,Importin subunit beta-1,PE,membrane,-0.561966362,23.28785656,0.043602888,no hit
ELOB,Q15370,Elongin-B,PE,membrane,-0.585811376,19.49697668,0.044078442,no hit
PTGES,O14684,Prostaglandin E synthase,PE,membrane,0.399090374,20.02369584,0.04440507,no hit
SKP1,P63208,S-phase kinase-associated protein 1,PE,membrane,-0.562909462,20.55017996,0.044575596,no hit
CERS2,Q96G23,Ceramide synthase 2,PE,membrane,0.518470747,19.52845186,0.04530388,no hit
VAPA,Q9P0L0,Vesicle-associated membrane protein-associated protein A,PE,membrane,0.565478446,20.9733874,0.045397793,no hit
UQCRC2,P22695,"Cytochrome b-c1 complex subunit 2, mitochondrial",PE,membrane,0.40696469,21.37058922,0.045407226,no hit
PABPC1,P11940,Polyadenylate-binding protein 1,PE,membrane,-0.978361578,24.21336036,0.045572643,no hit
OLR1,P78380,Oxidized low-density lipoprotein receptor 1,PE,membrane,0.506477347,20.72890154,0.045749593,no hit
SEC11A,P67812,Signal peptidase complex catalytic subunit SEC11A,PE,membrane,0.277657934,18.95777345,0.046425476,no hit
PSME2,Q9UL46,Proteasome activator complex subunit 2,PE,membrane,-0.605794989,21.83323762,0.046558292,no hit
CLUH,O75153,Clustered mitochondria protein homolog,PE,membrane,-0.770676878,20.27636457,0.047122066,no hit
ICAM1,P05362,Intercellular adhesion molecule 1,PE,membrane,0.440033531,22.36689845,0.047204906,no hit
LRRC57,Q8N9N7,Leucine-rich repeat-containing protein 57,PE,membrane,0.350597566,18.58931593,0.048052058,no hit
NASP,P49321,Nuclear autoantigenic sperm protein,PE,membrane,-0.584369399,22.02833914,0.0483877,no hit
GDPD3,Q7L5L3,Lysophospholipase D GDPD3,PE,membrane,0.425268853,18.87696265,0.048542828,no hit
ACTR1A,P61163,Alpha-centractin,PE,membrane,-0.710291669,19.39826571,0.048859887,no hit
CAPRIN1,Q14444,Caprin-1,PE,membrane,-1.307109057,22.51499439,0.048983899,no hit
EIF4A3,P38919,Eukaryotic initiation factor 4A-III,PE,membrane,-0.676657074,20.35993692,0.049176552,no hit
COMT,P21964,Catechol O-methyltransferase,PE,membrane,0.478885021,22.0958137,0.049437526,no hit
RPSA,P08865,40S ribosomal protein SA,PE,membrane,-0.927275549,24.34735474,0.04947703,no hit
SLC16A1,P53985,Monocarboxylate transporter 1,PE,membrane,0.411171717,22.972979809999998,0.049793614,no hit
SEC23IP,Q9Y6Y8,SEC23-interacting protein,PE,membrane,-0.79499556,20.95768986,0.049999601,no hit
FAM120A,Q9NZB2,Constitutive coactivator of PPAR-gamma-like protein 1,PE,membrane,-0.725261967,20.07479675,0.050879628,no hit
USP14,P54578,Ubiquitin carboxyl-terminal hydrolase 14,PE,membrane,-0.524305603,20.86712568,0.051664226,no hit
GEMIN4,P57678,Gem-associated protein 4,PE,membrane,-0.602602317,20.49428291,0.05192467,no hit
APEH,P13798,Acylamino-acid-releasing enzyme,PE,membrane,-0.391828927,19.29005666,0.052416348,no hit
PGD,P52209,"6-phosphogluconate dehydrogenase, decarboxylating",PE,membrane,-0.642043537,19.75942883,0.052459848,no hit
TXNL1,O43396,Thioredoxin-like protein 1,PE,membrane,-0.659886297,19.07641128,0.052571127,no hit
DEGS1,O15121,Sphingolipid delta(4)-desaturase DES1,PE,membrane,0.309205453,19.95853694,0.053213953,no hit
NPM1,P06748,Nucleophosmin,PE,membrane,0.520169986,23.4320719,0.053434405,no hit
EIF3G,O75821,Eukaryotic translation initiation factor 3 subunit G,PE,membrane,-1.02410344,20.97038447,0.053807559,no hit
NPEPPS,P55786,Puromycin-sensitive aminopeptidase,PE,membrane,-0.311764109,21.77458066,0.053911217,no hit
ABCC4,O15439,ATP-binding cassette sub-family C member 4,PE,membrane,0.409960855,18.55421216,0.054310737,no hit
NUBP1,P53384,Cytosolic Fe-S cluster assembly factor NUBP1,PE,membrane,-0.685004717,17.65888399,0.054366157,no hit
YIPF5,Q969M3,Protein YIPF5,PE,membrane,-0.559185715,19.36653322,0.054703304,no hit
ANXA3,P12429,Annexin A3,PE,membrane,-0.600677091,19.99368559,0.055509876,no hit
AP2A1,O95782,AP-2 complex subunit alpha-1,PE,membrane,0.323517267,20.75117356,0.055531153,no hit
TXNRD1,Q16881,"Thioredoxin reductase 1, cytoplasmic",PE,membrane,-0.426220714,21.25515829,0.055803482,no hit
SPCS3,P61009,Signal peptidase complex subunit 3,PE,membrane,0.372428197,19.80335358,0.056322621,no hit
TRIP10,Q15642,Cdc42-interacting protein 4,PE,membrane,-0.512685643,19.13915314,0.056762132,no hit
AP2S1,P53680,AP-2 complex subunit sigma,PE,membrane,0.376006826,18.03522827,0.056905922,no hit
SDCBP,O00560,Syntenin-1,PE,membrane,0.479218004,19.86760217,0.05756235,no hit
UQCRFS1,P47985,"Cytochrome b-c1 complex subunit Rieske, mitochondrial",PE,membrane,0.32937569,17.89907727,0.057655407,no hit
WLS,Q5T9L3,Protein wntless homolog,PE,membrane,0.398737384,21.06043891,0.057797682,no hit
ALDOA,P04075,Fructose-bisphosphate aldolase A,PE,membrane,-0.480314042,24.58225981,0.058246589,no hit
GNB1,P62873,Guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1,PE,membrane,0.381226064,21.07107931,0.059479783,no hit
METAP2,P50579,Methionine aminopeptidase 2,PE,membrane,-0.934650836,19.73187351,0.059590811,no hit
PLP2,Q04941,Proteolipid protein 2,PE,membrane,-0.544879837,18.34675807,0.0599003,no hit
GLRX3,O76003,Glutaredoxin-3,PE,membrane,-0.469624608,18.59470693,0.060684331,no hit
PRPS1,P60891,Ribose-phosphate pyrophosphokinase 1,PE,membrane,-0.367784503,17.57924334,0.060965637,no hit
SCAMP1,O15126,Secretory carrier-associated membrane protein 1,PE,membrane,-0.527115545,22.36589434,0.061302315,no hit
GOLT1B,Q9Y3E0,Vesicle transport protein GOT1B,PE,membrane,-0.465854623,20.66837266,0.061832084,no hit
ERBIN,Q96RT1,Erbin,PE,membrane,0.336911394,19.10746774,0.062825973,no hit
CAPZA1,P52907,F-actin-capping protein subunit alpha-1,PE,membrane,-0.392696705,20.98396886,0.063149694,no hit
MTDH,Q86UE4,Protein LYRIC,PE,membrane,0.575084024,17.76888124,0.063535266,no hit
SEC24D,O94855,Protein transport protein Sec24D,PE,membrane,-0.498292849,18.22452602,0.06386655,no hit
RAB8A,P61006,Ras-related protein Rab-8A,PE,membrane,0.355413921,23.87166636,0.063891234,no hit
EWSR1,Q01844,RNA-binding protein EWS,PE,membrane,-0.395342673,19.18135506,0.064038727,no hit
HMOX2,P30519,Heme oxygenase 2,PE,membrane,0.467911193,21.65515009,0.064188291,no hit
PPP1R18,Q6NYC8,Phostensin,PE,membrane,0.507372437,17.76532683,0.064452084,no hit
KHSRP,Q92945,Far upstream element-binding protein 2,PE,membrane,-0.281563862,20.53575849,0.065137072,no hit
EFNB1,P98172,Ephrin-B1,PE,membrane,0.450037157,17.76371385,0.065746721,no hit
PAK2,Q13177,Serine/threonine-protein kinase PAK 2,PE,membrane,-0.45706957,20.03983199,0.065751366,no hit
RAB21,Q9UL25,Ras-related protein Rab-21,PE,membrane,0.306835621,19.63329417,0.066680835,no hit
ANXA11,P50995,Annexin A11,PE,membrane,-0.50098375,20.33126084,0.066796335,no hit
NUP210,Q8TEM1,Nuclear pore membrane glycoprotein 210,PE,membrane,0.432498123,17.54822019,0.066828275,no hit
ABHD16A,O95870,Phosphatidylserine lipase ABHD16A,PE,membrane,0.268721624,18.31443469,0.067342185,no hit
MDH1,P40925,"Malate dehydrogenase, cytoplasmic",PE,membrane,-0.5576864,20.59332843,0.06804089,no hit
DYNC1H1,Q14204,Cytoplasmic dynein 1 heavy chain 1,PE,membrane,-0.839704753,22.64482579,0.068093266,no hit
ARF5,P84085,ADP-ribosylation factor 5,PE,membrane,-0.517064579,18.69824154,0.068348178,no hit
SEPTIN10,Q9P0V9,Septin-10,PE,membrane,-0.884014722,20.00361216,0.0685664,no hit
ITGA6,P23229,Integrin alpha-6,PE,membrane,0.503317015,23.62991905,0.068835735,no hit
P4HA1,P13674,Prolyl 4-hydroxylase subunit alpha-1,PE,membrane,0.545360564,22.62230855,0.068847647,no hit
API5,Q9BZZ5,Apoptosis inhibitor 5,PE,membrane,-0.460979865,21.10702583,0.069038668,no hit
EIF3M,Q7L2H7,Eukaryotic translation initiation factor 3 subunit M,PE,membrane,-0.999990891,19.89538069,0.069768449,no hit
RAP1B,P61224,Ras-related protein Rap-1b,PE,membrane,0.433095163,24.04002261,0.070803168,no hit
CSDE1,O75534,Cold shock domain-containing protein E1,PE,membrane,-1.049610294,21.92949546,0.070868862,no hit
CPM,P14384,Carboxypeptidase M,PE,membrane,0.453908662,22.28765006,0.071777998,no hit
EIF2A,Q9BY44,Eukaryotic translation initiation factor 2A,PE,membrane,-0.837684045,21.0898583,0.072979057,no hit
UBXN4,Q92575,UBX domain-containing protein 4,PE,membrane,0.326271578,18.12272981,0.073923219,no hit
SKIC8,Q9GZS3,SKI8 subunit of superkiller complex protein,PE,membrane,-0.566178175,19.08300886,0.074879125,no hit
TAP1,Q03518,Antigen peptide transporter 1,PE,membrane,0.346452205,18.99062441,0.075004152,no hit
RPL5,P46777,60S ribosomal protein L5,PE,membrane,-0.87881459,23.98272342,0.075034391,no hit
CDH10,Q9Y6N8,Cadherin-10,PE,membrane,0.397776253,19.10254549,0.075425099,no hit
FKBP3,Q00688,Peptidyl-prolyl cis-trans isomerase FKBP3,PE,membrane,-0.79419648,20.59004709,0.076286674,no hit
PEF1,Q9UBV8,Peflin,PE,membrane,-0.45666444,19.18757056,0.076487988,no hit
PNP,P00491,Purine nucleoside phosphorylase,PE,membrane,-0.606543119,19.96113367,0.076735422,no hit
ABCF1,Q8NE71,ATP-binding cassette sub-family F member 1,PE,membrane,-0.913452553,20.75658584,0.077257762,no hit
CALM1,P0DP23,Calmodulin-1,PE,membrane,0.450265165,21.72273714,0.077521211,no hit
RHOA,P61586,Transforming protein RhoA,PE,membrane,0.351049754,23.34508855,0.078138088,no hit
CMPK1,P30085,UMP-CMP kinase,PE,membrane,-0.596084812,19.65386179,0.078605408,no hit
UGDH,O60701,UDP-glucose 6-dehydrogenase,PE,membrane,-0.393556808,19.57518516,0.078605819,no hit
CNOT1,A5YKK6,CCR4-NOT transcription complex subunit 1,PE,membrane,-0.713215416,20.74959795,0.079534556,no hit
DMD,P11532,Dystrophin,PE,membrane,0.46820058,19.23087737,0.079962301,no hit
KARS1,Q15046,Lysine--tRNA ligase,PE,membrane,0.528442221,19.78084712,0.080492152,no hit
C4BPA,P04003,C4b-binding protein alpha chain,PE,membrane,0.547976493,18.85171762,0.080600428,no hit
LGALS1,P09382,Galectin-1,PE,membrane,0.374051534,24.46809639,0.081087689,no hit
AP1M1,Q9BXS5,AP-1 complex subunit mu-1,PE,membrane,-0.637810522,18.72687985,0.08130707,no hit
PLAA,Q9Y263,Phospholipase A-2-activating protein,PE,membrane,-0.383197837,19.41412819,0.081584395,no hit
PABPC4,Q13310,Polyadenylate-binding protein 4,PE,membrane,-0.79686899,22.97088429,0.082246328,no hit
KDSR,Q06136,3-ketodihydrosphingosine reductase,PE,membrane,0.412759457,21.4578221,0.082624982,no hit
SERPINB1,P30740,Leukocyte elastase inhibitor,PE,membrane,-0.577775748,19.83269659,0.082697347,no hit
LRPAP1,P30533,Alpha-2-macroglobulin receptor-associated protein,PE,membrane,0.575557546,18.76621326,0.083067271,no hit
HSPH1,Q92598,Heat shock protein 105 kDa,PE,membrane,-0.338334271,21.43735215,0.084012316,no hit
HDGF,P51858,Hepatoma-derived growth factor,PE,membrane,-0.616858346,19.87568728,0.084068952,no hit
CLTC,Q00610,Clathrin heavy chain 1,PE,membrane,-0.801272922,23.97824767,0.084133069,no hit
GRB2,P62993,Growth factor receptor-bound protein 2,PE,membrane,-0.470487871,20.00772096,0.084218052,no hit
QARS1,P47897,Glutamine--tRNA ligase,PE,membrane,0.358660313,20.27250349,0.084270246,no hit
ASPH,Q12797,Aspartyl/asparaginyl beta-hydroxylase,PE,membrane,0.895820309,21.29020236,0.084669915,no hit
SNTB2,Q13425,Beta-2-syntrophin,PE,membrane,0.407994843,18.98277481,0.085125742,no hit
PI4K2A,Q9BTU6,Phosphatidylinositol 4-kinase type 2-alpha,PE,membrane,0.282515542,18.57865213,0.086211305,no hit
CLPP,Q16740,"ATP-dependent Clp protease proteolytic subunit, mitochondrial",PE,membrane,0.48274191,20.06466728,0.086223156,no hit
FKBP10,Q96AY3,Peptidyl-prolyl cis-trans isomerase FKBP10,PE,membrane,0.470263859,22.95086542,0.086476437,no hit
PGRMC1,O00264,Membrane-associated progesterone receptor component 1,PE,membrane,0.421695484,23.07725856,0.086581991,no hit
HSPA4,P34932,Heat shock 70 kDa protein 4,PE,membrane,-0.406751586,22.7410395,0.086890767,no hit
CFL1,P23528,Cofilin-1,PE,membrane,0.449348585,23.43714274,0.08733921,no hit
ESYT1,Q9BSJ8,Extended synaptotagmin-1,PE,membrane,0.614202994,20.97716176,0.087354394,no hit
ABCF2,Q9UG63,ATP-binding cassette sub-family F member 2,PE,membrane,-0.841563588,22.09361721,0.087388191,no hit
POFUT1,Q9H488,GDP-fucose protein O-fucosyltransferase 1,PE,membrane,0.371680808,19.23200345,0.087754237,no hit
EIF3I,Q13347,Eukaryotic translation initiation factor 3 subunit I,PE,membrane,-0.49675627,21.51409615,0.087898495,no hit
MBOAT7,Q96N66,Lysophospholipid acyltransferase 7,PE,membrane,0.621201864,21.15090251,0.088311133,no hit
DYNLL1,P63167,"Dynein light chain 1, cytoplasmic",PE,membrane,-0.526947818,20.68198747,0.088449356,no hit
SSB,P05455,Lupus La protein,PE,membrane,-0.667699831,21.61758484,0.088611552,no hit
POGLUT3,Q7Z4H8,Protein O-glucosyltransferase 3,PE,membrane,0.395378649,19.61180653,0.088819601,no hit
VKORC1,Q9BQB6,Vitamin K epoxide reductase complex subunit 1,PE,membrane,0.69608704,19.93238498,0.088898042,no hit
VDAC1,P21796,Voltage-dependent anion-selective channel protein 1,PE,membrane,0.596202671,23.17871334,0.089566574,no hit
FUBP1,Q96AE4,Far upstream element-binding protein 1,PE,membrane,-0.383878224,23.56013824,0.089611037,no hit
ZMPSTE24,O75844,CAAX prenyl protease 1 homolog,PE,membrane,0.569228174,22.96269997,0.09049822,no hit
STT3B,Q8TCJ2,Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit STT3B,PE,membrane,1.075332541,17.67731107,0.090610477,no hit
CCDC47,Q96A33,PAT complex subunit CCDC47,PE,membrane,0.826932256,20.48248134,0.091722091,no hit
RPS15,P62841,40S ribosomal protein S15,PE,membrane,-0.848562548,21.19761878,0.091935357,no hit
RPL7,P18124,60S ribosomal protein L7,PE,membrane,-0.960007858,23.09357298,0.093117593,no hit
VMP1,Q96GC9,Vacuole membrane protein 1,PE,membrane,0.465578916,19.954471560000002,0.093791868,no hit
COPB1,P53618,Coatomer subunit beta,PE,membrane,-0.473647387,19.41765526,0.094922135,no hit
ACSL4,O60488,Long-chain-fatty-acid--CoA ligase 4,PE,membrane,0.70038255,21.38888515,0.095073692,no hit
ANP32A,P39687,Acidic leucine-rich nuclear phosphoprotein 32 family member A,PE,membrane,-0.616059077,22.0384119,0.095635315,no hit
MIA3,Q5JRA6,Transport and Golgi organization protein 1 homolog,PE,membrane,0.81915903,16.94988849,0.096146078,no hit
CAT,P04040,Catalase,PE,membrane,0.54084732,21.74368313,0.097195008,no hit
GET3,O43681,ATPase GET3,PE,membrane,-0.352895076,20.21539006,0.097236886,no hit
DDX3X,O00571,ATP-dependent RNA helicase DDX3X,PE,membrane,-0.786977863,22.6417999,0.097960902,no hit
RPLP2,P05387,60S acidic ribosomal protein P2,PE,membrane,-0.96315516,22.2140978,0.098062345,no hit
SEC61B,P60468,Protein transport protein Sec61 subunit beta,PE,membrane,0.340072817,19.65892802,0.098112454,no hit
PDHA1,P08559,"Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial",PE,membrane,0.691223443,19.34709266,0.098390267,no hit
CTNND1,O60716,Catenin delta-1,PE,membrane,0.559453596,17.8583185,0.098748382,no hit
ADAM9,Q13443,Disintegrin and metalloproteinase domain-containing protein 9,PE,membrane,0.416299796,20.43586199,0.098905794,no hit
FXR1,P51114,RNA-binding protein FXR1,PE,membrane,-0.828117393,20.78111201,0.099275596,no hit
PTGFRN,Q9P2B2,Prostaglandin F2 receptor negative regulator,PE,membrane,0.419661031,24.1518171,0.099557587,no hit
LTA4H,P09960,Leukotriene A-4 hydrolase,PE,membrane,-0.598381335,19.85731156,0.099829059,no hit
ST13,P50502,Hsc70-interacting protein,PE,membrane,-0.57277411,20.25841761,0.100055047,no hit
SCP2,P22307,Sterol carrier protein 2,PE,membrane,0.728914139,20.52820033,0.100541077,no hit
MSN,P26038,Moesin,PE,membrane,1.079796843,25.33407919,0.100713556,no hit
CYBA,P13498,Cytochrome b-245 light chain,PE,membrane,0.525368282,20.76696294,0.100916287,no hit
GPD2,P43304,"Glycerol-3-phosphate dehydrogenase, mitochondrial",PE,membrane,0.375879637,20.601406,0.100928978,no hit
F11R,Q9Y624,Junctional adhesion molecule A,PE,membrane,0.450596094,22.29702609,0.101090504,no hit
NCEH1,Q6PIU2,Neutral cholesterol ester hydrolase 1,PE,membrane,0.482064788,22.49043783,0.101125494,no hit
RAB5B,P61020,Ras-related protein Rab-5B,PE,membrane,0.358286982,19.67886309,0.102839473,no hit
RPS20,P60866,40S ribosomal protein S20,PE,membrane,-1.042775502,21.99730975,0.102857425,no hit
BTN2A1,Q7KYR7,Butyrophilin subfamily 2 member A1,PE,membrane,0.292035737,18.36929773,0.102931842,no hit
MARCKS,P29966,Myristoylated alanine-rich C-kinase substrate,PE,membrane,0.686869017,19.77903547,0.103292587,no hit
HMGB1,P09429,High mobility group protein B1,PE,membrane,-0.66475508,20.54597003,0.103435168,no hit
FLOT2,Q14254,Flotillin-2,PE,membrane,0.488564105,20.90409988,0.103556442,no hit
YBX1,P67809,Y-box-binding protein 1,PE,membrane,-1.026493125,21.25605276,0.103969579,no hit
TARDBP,Q13148,TAR DNA-binding protein 43,PE,membrane,-0.726145887,19.41400504,0.105020119,no hit
IGF2BP1,Q9NZI8,Insulin-like growth factor 2 mRNA-binding protein 1,PE,membrane,-0.762422621,21.9065519,0.106285421,no hit
BUB3,O43684,Mitotic checkpoint protein BUB3,PE,membrane,-0.296420838,20.07637819,0.107436434,no hit
S100A13,Q99584,Protein S100-A13,PE,membrane,-0.737328906,20.38796997,0.107477104,no hit
GEMIN5,Q8TEQ6,Gem-associated protein 5,PE,membrane,-0.71423898,20.85778129,0.107574441,no hit
CTTN,Q14247,Src substrate cortactin,PE,membrane,0.530442446,19.81546467,0.107760614,no hit
FARSA,Q9Y285,Phenylalanine--tRNA ligase alpha subunit,PE,membrane,-0.618244355,19.40567158,0.108587843,no hit
JAK1,P23458,Tyrosine-protein kinase JAK1,PE,membrane,0.578711182,19.61936012,0.108620639,no hit
TMEM115,Q12893,Transmembrane protein 115,PE,membrane,-0.481684284,15.73600823,0.108740389,no hit
PALS2,Q9NZW5,Protein PALS2,PE,membrane,0.421888615,20.16170953,0.109292214,no hit
FAF2,Q96CS3,FAS-associated factor 2,PE,membrane,0.452121606,17.52832792,0.109464091,no hit
S100P,P25815,Protein S100-P,PE,membrane,-1.003281379,19.25636406,0.109691435,no hit
SCFD1,Q8WVM8,Sec1 family domain-containing protein 1,PE,membrane,-0.344246354,18.23246069,0.109706488,no hit
LIFR,P42702,Leukemia inhibitory factor receptor,PE,membrane,0.272573958,19.2555063,0.109811395,no hit
ENO1,P06733,Alpha-enolase,PE,membrane,-0.525122057,23.54466325,0.110201791,no hit
TUFM,P49411,"Elongation factor Tu, mitochondrial",PE,membrane,0.737665037,22.61435003,0.110456611,no hit
RPS25,P62851,40S ribosomal protein S25,PE,membrane,-1.143588127,23.73419303,0.110751216,no hit
MOV10,Q9HCE1,Helicase MOV-10,PE,membrane,-0.473270831,19.96157106,0.110900673,no hit
ADPGK,Q9BRR6,ADP-dependent glucokinase,PE,membrane,0.284884727,19.57929901,0.111016964,no hit
RPL22,P35268,60S ribosomal protein L22,PE,membrane,-1.217732346,21.59820832,0.111259665,no hit
NCL,P19338,Nucleolin,PE,membrane,0.444238935,23.79135251,0.111358056,no hit
TBL2,Q9Y4P3,Transducin beta-like protein 2,PE,membrane,0.873937917,18.26915441,0.111690758,no hit
RPS11,P62280,40S ribosomal protein S11,PE,membrane,-1.021558113,23.03124588,0.113738064,no hit
PLA2G4A,P47712,Cytosolic phospholipase A2,PE,membrane,-0.205154689,18.88509397,0.114170048,no hit
TKT,P29401,Transketolase,PE,membrane,-0.340939054,21.92008871,0.115960857,no hit
RPL36,Q9Y3U8,60S ribosomal protein L36,PE,membrane,-1.229478661,21.91470485,0.116406635,no hit
RBMS1,P29558,"RNA-binding motif, single-stranded-interacting protein 1",PE,membrane,-0.868676423,18.52473423,0.11662549999999999,no hit
ATL3,Q6DD88,Atlastin-3,PE,membrane,0.244854563,22.31377479,0.116724705,no hit
RPS26,P62854,40S ribosomal protein S26,PE,membrane,-0.938332323,21.3752046,0.116743906,no hit
SPTBN1,Q01082,"Spectrin beta chain, non-erythrocytic 1",PE,membrane,0.34745275,21.03785271,0.117172807,no hit
EEF2,P13639,Elongation factor 2,PE,membrane,-0.843334092,23.90103498,0.118188719,no hit
PSAT1,Q9Y617,Phosphoserine aminotransferase,PE,membrane,-0.240394855,19.41139001,0.118558844,no hit
RUVBL1,Q9Y265,RuvB-like 1,PE,membrane,-0.717067647,19.42941765,0.118774612,no hit
RPS14,P62263,40S ribosomal protein S14,PE,membrane,-0.89694321,22.44805796,0.119006142,no hit
RPS18,P62269,40S ribosomal protein S18,PE,membrane,-1.0336952,23.64983913,0.119271251,no hit
BZW2,Q9Y6E2,eIF5-mimic protein 1,PE,membrane,-0.398202342,21.84975941,0.120386083,no hit
EPB41L2,O43491,Band 4.1-like protein 2,PE,membrane,0.64686858,21.85371868,0.122247522,no hit
ADRM1,Q16186,Proteasomal ubiquitin receptor ADRM1,PE,membrane,-0.439490836,17.0744901,0.122629068,no hit
IGF2BP3,O00425,Insulin-like growth factor 2 mRNA-binding protein 3,PE,membrane,-0.752919833,21.17656811,0.122879108,no hit
MTHFD1,P11586,"C-1-tetrahydrofolate synthase, cytoplasmic",PE,membrane,-0.713128959,21.11017508,0.123125256,no hit
MCAM,P43121,Cell surface glycoprotein MUC18,PE,membrane,0.550378693,23.50246047,0.123268107,no hit
FARP1,Q9Y4F1,"FERM, ARHGEF and pleckstrin domain-containing protein 1",PE,membrane,0.403733048,19.699451410000002,0.123378836,no hit
RPL4,P36578,60S ribosomal protein L4,PE,membrane,-1.085198621,24.37096079,0.124818099,no hit
RPS16,P62249,40S ribosomal protein S16,PE,membrane,-1.015993452,23.87190411,0.124860749,no hit
RPLP0,P05388,60S acidic ribosomal protein P0,PE,membrane,-0.768896591,22.30264549,0.12532026,no hit
POTEKP,Q9BYX7,Putative beta-actin-like protein 3,PE,membrane,0.358345798,20.57308651,0.125546094,no hit
GSPT1,P15170,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,PE,membrane,-0.585809856,20.89527198,0.12584204,no hit
CLPTM1,O96005,Putative lipid scramblase CLPTM1,PE,membrane,0.424248831,21.91416527,0.126364931,no hit
SUPT16H,Q9Y5B9,FACT complex subunit SPT16,PE,membrane,0.349644412,18.88565205,0.126449128,no hit
NRDC,O43847,Nardilysin,PE,membrane,-0.287800216,17.60520901,0.126506582,no hit
EIF1AX,P47813,"Eukaryotic translation initiation factor 1A, X-chromosomal",PE,membrane,-1.058935283,20.76714892,0.126987202,no hit
STXBP3,O00186,Syntaxin-binding protein 3,PE,membrane,0.518653867,20.4516435,0.127025606,no hit
RPS15A,P62244,40S ribosomal protein S15a,PE,membrane,-0.82843897,22.85824235,0.127119767,no hit
TMEM230,Q96A57,Transmembrane protein 230,PE,membrane,-0.539927632,18.06322385,0.127135783,no hit
LIMA1,Q9UHB6,LIM domain and actin-binding protein 1,PE,membrane,0.834056535,21.66864015,0.127378859,no hit
YKT6,O15498,Synaptobrevin homolog YKT6,PE,membrane,-0.265853821,18.72060647,0.127720615,no hit
RPS6,P62753,40S ribosomal protein S6,PE,membrane,-1.071975498,23.07830141,0.127907801,no hit
RPS3,P23396,40S ribosomal protein S3,PE,membrane,-0.962346159,23.81079942,0.128364477,no hit
PURA,Q00577,Transcriptional activator protein Pur-alpha,PE,membrane,-0.798834676,19.52289946,0.12855474,no hit
