"","...1","gene_name","AveExpr","logFC","pvalue","fdr","hit_annotation","LipidProbe"
"846",846,"DYNC1H1",26.63970633,-0.067019451,0.574774641,0.765569921,"no hit","8-3 FA"
"847",847,"CNP",24.09638928,0.098577663,0.575014486,0.765569921,"no hit","8-3 FA"
"848",848,"HNRNPR",25.39766612,0.141871235,0.576103011,0.765569921,"no hit","8-3 FA"
"849",849,"FTCD",23.29061864,0.099910953,0.57638997,0.765569921,"no hit","8-3 FA"
"850",850,"PUF60",25.35996268,-0.057546119,0.576436594,0.765569921,"no hit","8-3 FA"
"851",851,"ACTN4",27.48339493,0.05992499,0.577059347,0.765569921,"no hit","8-3 FA"
"852",852,"COPS4",22.84800008,-0.117503865,0.580330433,0.767528721,"no hit","8-3 FA"
"853",853,"HDAC1",23.80363008,0.104871342,0.580917788,0.767528721,"no hit","8-3 FA"
"854",854,"HYOU1",25.26850883,0.081182966,0.581142854,0.767528721,"no hit","8-3 FA"
"855",855,"TFRC",24.04391755,-0.089172529,0.58174338,0.767528721,"no hit","8-3 FA"
"856",856,"hCG_2039566|A0A0U1RRH7|HIST1H2AB|HIST1H2AG|HIST1H2AD|HIST2H2AC|HIST2H2AA3|HIST3H2A|HIST1H2AC|HIST1H2AH|HIST1H2AJ|H2AFJ",24.64457084,0.091924833,0.582553983,0.767528721,"no hit","8-3 FA"
"857",857,"TNPO1",26.01409648,-0.080734274,0.582614804,0.767528721,"no hit","8-3 FA"
"858",858,"CBX3",24.47506846,0.181902694,0.583315054,0.76755559,"no hit","8-3 FA"
"859",859,"SUCLG1",23.56254255,0.064557753,0.584309959,0.767969667,"no hit","8-3 FA"
"860",860,"HLA-C",23.57709682,-0.085024215,0.585258493,0.768321906,"no hit","8-3 FA"
"861",861,"DRG1",22.57560785,-0.068810708,0.588242999,0.770655876,"no hit","8-3 FA"
"862",862,"TSN",24.11027704,-0.083690479,0.588401563,0.770655876,"no hit","8-3 FA"
"863",863,"PLRG1",22.2539114,-0.104896438,0.58944143,0.771123261,"no hit","8-3 FA"
"864",864,"RPL4",22.4992695,-0.115347821,0.591324737,0.771826153,"no hit","8-3 FA"
"865",865,"CCT8",27.21219158,-0.071589096,0.59134599,0.771826153,"no hit","8-3 FA"
"866",866,"RRAS2",24.33893343,0.103658271,0.593898211,0.774262218,"no hit","8-3 FA"
"867",867,"LSM7",24.15985501,0.068885882,0.59978268,0.781031887,"no hit","8-3 FA"
"868",868,"FHL2",24.90066073,-0.088017518,0.602565023,0.78375105,"no hit","8-3 FA"
"869",869,"NQO1",22.54004978,-0.203144856,0.604951706,0.785936817,"no hit","8-3 FA"
"870",870,"FXN",24.06723039,-0.079704992,0.605910191,0.785936817,"no hit","8-3 FA"
"871",871,"LMNA",27.10057535,0.082726915,0.606333895,0.785936817,"no hit","8-3 FA"
"872",872,"SIN3A",23.02077356,0.112836878,0.610399109,0.790298847,"no hit","8-3 FA"
"873",873,"CTSZ",24.04942094,0.069866196,0.612809393,0.792510658,"no hit","8-3 FA"
"874",874,"UBE2I",22.93541281,-0.074906895,0.613595032,0.792618754,"no hit","8-3 FA"
"875",875,"WDR82",23.01238194,0.075980225,0.615527799,0.794206725,"no hit","8-3 FA"
"876",876,"PLOD2",25.00400767,0.061560126,0.617858585,0.796304044,"no hit","8-3 FA"
"877",877,"NEU1",21.59884061,-0.278727246,0.621601753,0.799640006,"no hit","8-3 FA"
"878",878,"SEC13",25.01844605,-0.066384081,0.62186353,0.799640006,"no hit","8-3 FA"
"879",879,"NDUFS1",25.04286992,0.050656336,0.623158962,0.800394161,"no hit","8-3 FA"
"880",880,"RUVBL1",24.24758919,-0.055302348,0.625715917,0.80206529,"no hit","8-3 FA"
"881",881,"ALDH9A1",26.28764597,0.059344463,0.625880886,0.80206529,"no hit","8-3 FA"
"882",882,"STAG2",22.93307035,0.090897337,0.627327215,0.802334889,"no hit","8-3 FA"
"883",883,"GNL2",23.66877022,0.085154153,0.627935444,0.802334889,"no hit","8-3 FA"
"884",884,"LIMA1",23.34965592,-0.091181299,0.628879872,0.802334889,"no hit","8-3 FA"
"885",885,"LGALS1",25.92464134,-0.173091062,0.628933904,0.802334889,"no hit","8-3 FA"
"886",886,"PSMD3",22.96909658,-0.073745081,0.630384375,0.803277607,"no hit","8-3 FA"
"887",887,"HSPA9",27.48124771,0.065164435,0.632489594,0.80505158,"no hit","8-3 FA"
"888",888,"DDX46",24.42474883,0.064804769,0.635019435,0.807361421,"no hit","8-3 FA"
"889",889,"RAB18",23.42471638,0.065862346,0.636899787,0.808233199,"no hit","8-3 FA"
"890",890,"RPS11",24.39664738,-0.04499782,0.637179877,0.808233199,"no hit","8-3 FA"
"891",891,"WAPL|WAPAL",22.58096107,0.083636636,0.638455325,0.808233199,"no hit","8-3 FA"
"892",892,"FUCA1",23.44562403,0.068594258,0.638568656,0.808233199,"no hit","8-3 FA"
"893",893,"XPO4",23.19256708,0.049681258,0.640537077,0.809011899,"no hit","8-3 FA"
"894",894,"PHLDB2",24.77215156,0.084253141,0.640719083,0.809011899,"no hit","8-3 FA"
"895",895,"SPTBN1",27.01489298,0.052624613,0.64193731,0.809011899,"no hit","8-3 FA"
"896",896,"EIF3A",23.11229681,0.087918008,0.642050187,0.809011899,"no hit","8-3 FA"
"897",897,"ESYT1",22.49558247,0.129616673,0.644160433,0.81054182,"no hit","8-3 FA"
"898",898,"LSM2",23.72077819,-0.065513721,0.64476949,0.81054182,"no hit","8-3 FA"
"899",899,"HSPD1",27.47745778,0.093952328,0.645418155,0.81054182,"no hit","8-3 FA"
"900",900,"DDX23",24.05950051,0.068048409,0.647002398,0.810817736,"no hit","8-3 FA"
"901",901,"HEXB",24.00522299,0.102055409,0.647090828,0.810817736,"no hit","8-3 FA"
"902",902,"OSBPL6",23.84540468,0.065432225,0.647792381,0.810817736,"no hit","8-3 FA"
"903",903,"HNRNPC",26.48697503,0.08782399,0.648513935,0.810821963,"no hit","8-3 FA"
"904",904,"OSBP",22.4916673,0.078212843,0.65065206,0.811767999,"no hit","8-3 FA"
"905",905,"P4HA2",25.87650646,0.054205254,0.651337356,0.811767999,"no hit","8-3 FA"
"906",906,"CANX",25.72225646,0.079922971,0.651427642,0.811767999,"no hit","8-3 FA"
"907",907,"LGMN",23.63989109,0.062389756,0.652481418,0.812184698,"no hit","8-3 FA"
"908",908,"GRSF1",23.41008489,0.072642534,0.655706213,0.814773446,"no hit","8-3 FA"
"909",909,"SF3B1",25.96146431,0.080601451,0.656004484,0.814773446,"no hit","8-3 FA"
"910",910,"F8W031",23.5801157,-0.091921542,0.657005798,0.815120381,"no hit","8-3 FA"
"911",911,"SF3B4",23.74059715,0.069816532,0.660992439,0.818319351,"no hit","8-3 FA"
"912",912,"TEAD1",23.10274258,0.177713255,0.661033878,0.818319351,"no hit","8-3 FA"
"913",913,"NLN",24.00104064,0.059435406,0.665068882,0.82241267,"no hit","8-3 FA"
"914",914,"CLP1",23.43069968,0.053953805,0.667393067,0.823692513,"no hit","8-3 FA"
"915",915,"HSP90B1",28.07744807,0.054905726,0.66756302,0.823692513,"no hit","8-3 FA"
"916",916,"RFC4",21.99716207,0.100147541,0.670261181,0.824744149,"no hit","8-3 FA"
"917",917,"RPS25",22.48917262,0.079463806,0.670581437,0.824744149,"no hit","8-3 FA"
"918",918,"GSN",25.0600279,-0.16399335,0.670606845,0.824744149,"no hit","8-3 FA"
"919",919,"EML2",23.79713176,-0.115374002,0.673746406,0.825857237,"no hit","8-3 FA"
"920",920,"CALM1",25.22750603,-0.072192686,0.673852937,0.825857237,"no hit","8-3 FA"
"921",921,"GBE1",23.09969261,-0.068931034,0.674107319,0.825857237,"no hit","8-3 FA"
"922",922,"ZNF90|RPS16",24.35515028,-0.061508221,0.674437885,0.825857237,"no hit","8-3 FA"
"923",923,"GFM2",22.41751637,-0.06905942,0.676388012,0.827003212,"no hit","8-3 FA"
"924",924,"OGT",25.01951763,0.05837717,0.676838767,0.827003212,"no hit","8-3 FA"
"925",925,"HEATR3",22.67151398,-0.080812481,0.680068059,0.829760861,"no hit","8-3 FA"
"926",926,"CCT2",24.53311207,-0.076066079,0.681447008,0.829760861,"no hit","8-3 FA"
"927",927,"CRNKL1",24.04005133,0.052282688,0.682277337,0.829760861,"no hit","8-3 FA"
"928",928,"LMNB2",25.49513176,0.070371626,0.682668207,0.829760861,"no hit","8-3 FA"
"929",929,"ERAP1",24.95592321,0.056289048,0.682770451,0.829760861,"no hit","8-3 FA"
"930",930,"TXNDC12",23.92145404,0.048366322,0.683880338,0.830216024,"no hit","8-3 FA"
"931",931,"XPO5",25.07114794,-0.050258942,0.688397274,0.83480185,"no hit","8-3 FA"
"932",932,"P4HB",28.33444301,-0.062634511,0.694617243,0.839167837,"no hit","8-3 FA"
"933",933,"PSMD13",24.07440464,0.073168958,0.694868135,0.839167837,"no hit","8-3 FA"
"934",934,"ATXN2L",22.98460108,-0.069344363,0.69507515,0.839167837,"no hit","8-3 FA"
"935",935,"HNRNPF",24.66962732,0.045567723,0.695513838,0.839167837,"no hit","8-3 FA"
"936",936,"G3BP1",23.425824,0.04623079,0.69571399,0.839167837,"no hit","8-3 FA"
"937",937,"TOP1",23.0361882,0.066165325,0.69725556,0.839475253,"no hit","8-3 FA"
"938",938,"NUP37",22.66792629,-0.051237686,0.697694222,0.839475253,"no hit","8-3 FA"
"939",939,"DHX30",22.30103271,0.048635841,0.698199524,0.839475253,"no hit","8-3 FA"
"940",940,"HNRNPUL1",24.81586648,0.03651152,0.703169802,0.844551815,"no hit","8-3 FA"
"941",941,"CTH",22.62909812,-0.128576008,0.704869903,0.84569407,"no hit","8-3 FA"
"942",942,"FLNA",29.13939368,-0.045302739,0.705769182,0.845874105,"no hit","8-3 FA"
"943",943,"PPA2",25.77170454,0.052903152,0.709689007,0.849670084,"no hit","8-3 FA"
"944",944,"GLYR1",23.28279194,0.070594011,0.711214109,0.849966219,"no hit","8-3 FA"
"945",945,"EIF3L",26.21031727,-0.060072215,0.711442052,0.849966219,"no hit","8-3 FA"
"946",946,"AHNAK",27.35236754,0.05046529,0.713084691,0.851028135,"no hit","8-3 FA"
"947",947,"DCBLD2",23.20173525,0.080904656,0.716072793,0.853691852,"no hit","8-3 FA"
"948",948,"FAHD1",22.52105942,0.083839083,0.717400435,0.854372459,"no hit","8-3 FA"
"949",949,"RBM25",23.61888534,0.079635663,0.718621792,0.854925188,"no hit","8-3 FA"
"950",950,"HSPA5",27.7993791,0.048737445,0.722992399,0.858897303,"no hit","8-3 FA"
"951",951,"RAB1A",25.11307824,-0.04363086,0.723482139,0.858897303,"no hit","8-3 FA"
"952",952,"RPLP2",24.14746243,-0.127727353,0.725021908,0.859474234,"no hit","8-3 FA"
"953",953,"TBC1D15",23.44302637,-0.043873698,0.726246288,0.859474234,"no hit","8-3 FA"
"954",954,"DDX3X",25.22036415,-0.042873882,0.726251922,0.859474234,"no hit","8-3 FA"
"955",955,"ARPC2",23.61833267,-0.037411357,0.727207226,0.859703621,"no hit","8-3 FA"
"956",956,"UTRN",26.5886867,0.063233444,0.7321038,0.864587019,"no hit","8-3 FA"
"957",957,"NUB1",23.81767312,0.06007102,0.734549894,0.865779763,"no hit","8-3 FA"
"958",958,"TNPO2",24.47867128,-0.052577686,0.734647487,0.865779763,"no hit","8-3 FA"
"959",959,"ATPAF1",22.56464692,0.060154334,0.736529653,0.866762726,"no hit","8-3 FA"
"960",960,"GAA",25.44480588,-0.085632459,0.737017021,0.866762726,"no hit","8-3 FA"
"961",961,"IQGAP2",25.56852324,-0.084152663,0.738604603,0.866912079,"no hit","8-3 FA"
"962",962,"FAT1",24.29099943,0.033835634,0.738679734,0.866912079,"no hit","8-3 FA"
"963",963,"RAB14",23.44179037,0.051626137,0.739874389,0.867263143,"no hit","8-3 FA"
"964",964,"MORC3",23.77942692,-0.043511746,0.740522065,0.867263143,"no hit","8-3 FA"
"965",965,"HNRNPA0",22.99924154,0.069608266,0.741283377,0.867263143,"no hit","8-3 FA"
"966",966,"RPL6",23.87156099,-0.065485168,0.742055997,0.867268345,"no hit","8-3 FA"
"967",967,"CCAR2",25.69804534,0.044859406,0.744872471,0.869659793,"no hit","8-3 FA"
"968",968,"GPC4",24.01679766,0.247473343,0.751384267,0.874296522,"no hit","8-3 FA"
"969",969,"KDM1A",23.55310988,0.043024466,0.751475696,0.874296522,"no hit","8-3 FA"
"970",970,"LSM6",24.53258597,-0.052504758,0.751753068,0.874296522,"no hit","8-3 FA"
"971",971,"CCT3",26.21283118,0.055042747,0.752696468,0.874296522,"no hit","8-3 FA"
"972",972,"NSF",24.82536679,-0.043556244,0.752715872,0.874296522,"no hit","8-3 FA"
"973",973,"RBM8A",24.61671334,0.049317598,0.753708576,0.874320395,"no hit","8-3 FA"
"974",974,"KYAT3",24.02584373,0.037731268,0.754285265,0.874320395,"no hit","8-3 FA"
"975",975,"FAM129B",24.24135427,-0.058080685,0.759796743,0.879805665,"no hit","8-3 FA"
"976",976,"SF3A1",24.17329489,0.0316853,0.761721506,0.880889515,"no hit","8-3 FA"
"977",977,"GLA",23.50969387,0.102254319,0.76230342,0.880889515,"no hit","8-3 FA"
"978",978,"MKI67",24.10665777,0.07459736,0.763073469,0.880889515,"no hit","8-3 FA"
"979",979,"CMAS",23.14783946,0.034081728,0.765184044,0.882423683,"no hit","8-3 FA"
"980",980,"CDH6",22.78823737,0.114432598,0.766246619,0.882747381,"no hit","8-3 FA"
"981",981,"U2AF1L5|U2AF1",23.84539991,0.083830754,0.768867261,0.884863546,"no hit","8-3 FA"
"982",982,"RPL7A",24.06014906,-0.043448409,0.77099309,0.886406516,"no hit","8-3 FA"
"983",983,"ERP29",24.79256704,0.095588458,0.774097349,0.889070099,"no hit","8-3 FA"
"984",984,"MYLK",25.36161,0.035469996,0.776136461,0.890506163,"no hit","8-3 FA"
"985",985,"OAT",25.05349358,0.063322593,0.778245281,0.891901828,"no hit","8-3 FA"
"986",986,"MAGOH|MAGOHB",24.94133079,-0.038695725,0.779276791,0.891901828,"no hit","8-3 FA"
"987",987,"EPN1",22.32676421,-0.053515876,0.779722856,0.891901828,"no hit","8-3 FA"
"988",988,"PKP1",23.20899484,-0.084160694,0.78125149,0.892745883,"no hit","8-3 FA"
"989",989,"A2M",24.23489362,0.097111962,0.783281386,0.89416045,"no hit","8-3 FA"
"990",990,"SUPT16H",25.68183923,-0.027897673,0.787581396,0.898056078,"no hit","8-3 FA"
"991",991,"KPNA2",26.35418945,-0.079157324,0.788284831,0.898056078,"no hit","8-3 FA"
"992",992,"CTBP1",22.63800101,-0.033278212,0.792568553,0.901438582,"no hit","8-3 FA"
"993",993,"ASNA1",24.56034366,0.026415838,0.793232307,0.901438582,"no hit","8-3 FA"
"994",994,"PSMD11",23.87156575,-0.030134721,0.793696652,0.901438582,"no hit","8-3 FA"
"995",995,"PSAP",24.8008208,0.168456155,0.79574108,0.901438582,"no hit","8-3 FA"
"996",996,"TNS3",22.83243617,-0.034103381,0.796012658,0.901438582,"no hit","8-3 FA"
"997",997,"GEMIN5",23.10240404,0.043645068,0.796044523,0.901438582,"no hit","8-3 FA"
"998",998,"TOMM70",25.34844094,0.033130404,0.798937045,0.903384949,"no hit","8-3 FA"
"999",999,"PPP1R9A",24.95185843,0.038888341,0.799363653,0.903384949,"no hit","8-3 FA"
"1000",1000,"SART3",23.99631972,0.026994823,0.801976196,0.905431125,"no hit","8-3 FA"
"1001",1001,"RBBP4",24.54267178,-0.059909509,0.803639552,0.905613081,"no hit","8-3 FA"
"1002",1002,"ACACA",23.69017146,0.034459199,0.803741636,0.905613081,"no hit","8-3 FA"
"1003",1003,"PTPN1",24.19286541,0.047927421,0.80615523,0.905694351,"no hit","8-3 FA"
"1004",1004,"CPSF3",23.96939502,-0.050922412,0.806974178,0.905694351,"no hit","8-3 FA"
"1005",1005,"USP39",24.82986542,-0.032764695,0.807367624,0.905694351,"no hit","8-3 FA"
"1006",1006,"HNRNPD",24.53330307,0.032354766,0.807370323,0.905694351,"no hit","8-3 FA"
"1007",1007,"NOL6",22.39358842,0.034602646,0.807824811,0.905694351,"no hit","8-3 FA"
"1008",1008,"PRKACB|PRKACA",23.31717238,0.031742648,0.809203171,0.906110096,"no hit","8-3 FA"
"1009",1009,"HNRNPK",26.01034576,-0.031589618,0.809933509,0.906110096,"no hit","8-3 FA"
"1010",1010,"DCD",24.73724392,-0.119805419,0.810603363,0.906110096,"no hit","8-3 FA"
"1011",1011,"AIM1",25.05243555,0.078829059,0.813689021,0.907906419,"no hit","8-3 FA"
"1012",1012,"EIF3E",24.33028271,-0.044713156,0.814434226,0.907906419,"no hit","8-3 FA"
"1013",1013,"FLNC",28.83392128,0.025532351,0.814622854,0.907906419,"no hit","8-3 FA"
"1014",1014,"P4HA1",26.22614403,-0.030329621,0.817316249,0.910009906,"no hit","8-3 FA"
"1015",1015,"CCT6A",25.21978092,-0.026915367,0.820342323,0.911592254,"no hit","8-3 FA"
"1016",1016,"XRN2",26.25703819,0.035484609,0.82252427,0.911592254,"no hit","8-3 FA"
"1017",1017,"XPO1",26.01131695,0.034334868,0.822540634,0.911592254,"no hit","8-3 FA"
"1018",1018,"BCL2L13",23.88105447,-0.032785167,0.822709615,0.911592254,"no hit","8-3 FA"
"1019",1019,"PRDX5",24.70460855,0.054279213,0.823411397,0.911592254,"no hit","8-3 FA"
"1020",1020,"POLR2H",23.90038301,0.028252875,0.823582019,0.911592254,"no hit","8-3 FA"
"1021",1021,"SARNP",23.51798699,-0.03019433,0.825357568,0.912662776,"no hit","8-3 FA"
"1022",1022,"RPL27A",23.51004771,0.031006695,0.826703925,0.913257076,"no hit","8-3 FA"
"1023",1023,"WDR43",24.01670483,0.042672652,0.828061121,0.913862176,"no hit","8-3 FA"
"1024",1024,"CD2BP2",23.25286164,0.028666824,0.831193164,0.916422932,"no hit","8-3 FA"
"1025",1025,"DDX42",24.19704617,-0.027430006,0.833069306,0.917069448,"no hit","8-3 FA"
"1026",1026,"CHD4",25.41970206,0.040817078,0.834003514,0.917069448,"no hit","8-3 FA"
"1027",1027,"ECI1",23.43337929,-0.043989143,0.835397848,0.917069448,"no hit","8-3 FA"
"1028",1028,"CSE1L",26.33966895,0.059152591,0.835548826,0.917069448,"no hit","8-3 FA"
"1029",1029,"GBF1",23.48430321,0.038525526,0.835840976,0.917069448,"no hit","8-3 FA"
"1030",1030,"FKBP8",23.1772544,-0.030207217,0.837516,0.917292293,"no hit","8-3 FA"
"1031",1031,"NCAPD2",22.78499174,0.026228533,0.837669047,0.917292293,"no hit","8-3 FA"
"1032",1032,"STK24",22.14756774,-0.035008282,0.844128698,0.922941091,"no hit","8-3 FA"
"1033",1033,"MELTF",23.3346379,0.047930705,0.845675931,0.922941091,"no hit","8-3 FA"
"1034",1034,"PARP1",23.5241191,0.025920793,0.845704423,0.922941091,"no hit","8-3 FA"
"1035",1035,"FUBP1",23.40706386,-0.02247481,0.847760628,0.922941091,"no hit","8-3 FA"
"1036",1036,"SNX1",23.29843327,0.022898845,0.847972827,0.922941091,"no hit","8-3 FA"
"1037",1037,"DUT",22.03793432,0.047245687,0.848575441,0.922941091,"no hit","8-3 FA"
"1038",1038,"VIM",28.38709871,0.033324801,0.848833932,0.922941091,"no hit","8-3 FA"
"1039",1039,"TCP1",26.21017455,-0.023551191,0.849367399,0.922941091,"no hit","8-3 FA"
"1040",1040,"ANLN",22.79026498,0.066431022,0.854842695,0.927997503,"no hit","8-3 FA"
"1041",1041,"RPL11",24.43536255,-0.027206439,0.857441696,0.929924759,"no hit","8-3 FA"
"1042",1042,"RTL1",23.69326857,-0.071577779,0.858786829,0.929940232,"no hit","8-3 FA"
"1043",1043,"RPL23",23.6324479,-0.021004447,0.859555145,0.929940232,"no hit","8-3 FA"
"1044",1044,"HIST1H1B",24.00835345,0.026875326,0.860092299,0.929940232,"no hit","8-3 FA"
"1045",1045,"USO1",25.49590708,0.024481229,0.860854762,0.929940232,"no hit","8-3 FA"
"1046",1046,"FKBP10",25.85896973,-0.020405775,0.861574387,0.929940232,"no hit","8-3 FA"
"1047",1047,"PREPL",23.88554547,0.036439159,0.863179283,0.930782628,"no hit","8-3 FA"
"1048",1048,"DARS",25.62488346,-0.0245123,0.864897704,0.931745713,"no hit","8-3 FA"
"1049",1049,"GGT3P|GGT2|GGT1",22.59577887,0.046240193,0.868016966,0.934096677,"no hit","8-3 FA"
"1050",1050,"MYO1E",23.3721011,0.029746484,0.86873473,0.934096677,"no hit","8-3 FA"
"1051",1051,"PDPR",22.29102461,-0.021140245,0.871687079,0.935548541,"no hit","8-3 FA"
"1052",1052,"FXR1",23.98871055,-0.017870524,0.871742307,0.935548541,"no hit","8-3 FA"
"1053",1053,"ATXN10",24.30827104,-0.02644634,0.874763604,0.937899439,"no hit","8-3 FA"
"1054",1054,"FLNB",27.68722695,-0.01720143,0.876023936,0.938359605,"no hit","8-3 FA"
"1055",1055,"ALDH7A1",26.35839581,-0.016447585,0.877205909,0.938735044,"no hit","8-3 FA"
"1056",1056,"RMDN3",24.31447741,0.026188159,0.878501962,0.939231738,"no hit","8-3 FA"
"1057",1057,"AIFM1",24.40915591,0.022441661,0.880622204,0.940607823,"no hit","8-3 FA"
"1058",1058,"EFTUD2",26.47201121,-0.01544924,0.882088786,0.94128378,"no hit","8-3 FA"
"1059",1059,"PRPF40A",24.9922779,0.018879583,0.884074102,0.941824224,"no hit","8-3 FA"
"1060",1060,"KARS",25.42624818,-0.026461279,0.884263665,0.941824224,"no hit","8-3 FA"
"1061",1061,"HNRNPH1",24.45872838,0.019956072,0.885832698,0.942606141,"no hit","8-3 FA"
"1062",1062,"RCN1",26.32845679,-0.035566487,0.890283586,0.945501559,"no hit","8-3 FA"
"1063",1063,"PDIA4",28.07061429,0.032767655,0.89186984,0.945501559,"no hit","8-3 FA"
"1064",1064,"TPP2",27.12447032,-0.027282847,0.892035223,0.945501559,"no hit","8-3 FA"
"1065",1065,"RUFY1",23.92269809,-0.016137934,0.892113963,0.945501559,"no hit","8-3 FA"
"1066",1066,"ARG1",22.71521958,0.062401532,0.892741065,0.945501559,"no hit","8-3 FA"
"1067",1067,"KPNA4",23.66161946,-0.013150098,0.895236005,0.947255342,"no hit","8-3 FA"
"1068",1068,"IGF2BP2",23.06883817,0.014292572,0.904991825,0.956681433,"no hit","8-3 FA"
"1069",1069,"SERPINB12",22.71695482,-0.060255514,0.906042176,0.956703592,"no hit","8-3 FA"
"1070",1070,"LMNB1",26.69609586,-0.01904679,0.906833852,0.956703592,"no hit","8-3 FA"
"1071",1071,"XP32",23.51708317,-0.068670016,0.908724424,0.956703592,"no hit","8-3 FA"
"1072",1072,"SNRPB|SNRPN",22.96644283,0.033147451,0.90929499,0.956703592,"no hit","8-3 FA"
"1073",1073,"MAPK14",22.81800934,-0.020919977,0.909836556,0.956703592,"no hit","8-3 FA"
"1074",1074,"API5",25.1973301,0.012176958,0.911322827,0.956703592,"no hit","8-3 FA"
"1075",1075,"NFU1",23.31324749,-0.01612977,0.911486122,0.956703592,"no hit","8-3 FA"
"1076",1076,"PPIH",23.62304029,-0.013546878,0.911791909,0.956703592,"no hit","8-3 FA"
"1077",1077,"CCT4",25.92435966,0.014574299,0.918104651,0.962432823,"no hit","8-3 FA"
"1078",1078,"AK2",24.55994572,0.013599717,0.922548994,0.965516549,"no hit","8-3 FA"
"1079",1079,"RBMX",24.02558152,-0.012518855,0.923097709,0.965516549,"no hit","8-3 FA"
"1080",1080,"RBBP7",23.1922828,0.012921955,0.925156343,0.965516549,"no hit","8-3 FA"
"1081",1081,"JUP",25.98000368,0.036257222,0.928258358,0.965516549,"no hit","8-3 FA"
"1082",1082,"C14orf166",23.45212559,0.010355046,0.928360004,0.965516549,"no hit","8-3 FA"
"1083",1083,"RAE1",23.37894814,0.011768372,0.928398893,0.965516549,"no hit","8-3 FA"
"1084",1084,"GPX4",22.77080339,-0.016475793,0.928942428,0.965516549,"no hit","8-3 FA"
"1085",1085,"CALU",26.43147672,0.024415589,0.929641395,0.965516549,"no hit","8-3 FA"
"1086",1086,"EIF2S3|EIF2S3L",23.80749661,0.023158429,0.929915152,0.965516549,"no hit","8-3 FA"
"1087",1087,"UPP1",23.68665798,-0.016295953,0.930357198,0.965516549,"no hit","8-3 FA"
"1088",1088,"SNX4",23.63964172,0.009098421,0.930453503,0.965516549,"no hit","8-3 FA"
"1089",1089,"SRSF6",23.9613079,0.010990531,0.944579102,0.979274386,"no hit","8-3 FA"
"1090",1090,"CCT5",26.25352712,-0.008983467,0.945863257,0.979706071,"no hit","8-3 FA"
"1091",1091,"CPQ",24.09471633,-0.019401662,0.947657909,0.980665242,"no hit","8-3 FA"
"1092",1092,"ACTR3",24.5111335,0.006519518,0.950146545,0.982340155,"no hit","8-3 FA"
"1093",1093,"RNMT",23.5649294,0.007527785,0.955143094,0.983371236,"no hit","8-3 FA"
"1094",1094,"ACTL6A",22.76081655,0.012090463,0.95578473,0.983371236,"no hit","8-3 FA"
"1095",1095,"PABPN1|BCL2L2",23.67171874,0.00674733,0.957027797,0.983371236,"no hit","8-3 FA"
"1096",1096,"DSG1",25.08776756,0.029595505,0.958270838,0.983371236,"no hit","8-3 FA"
"1097",1097,"PDIA6",26.99903729,0.011364221,0.958335079,0.983371236,"no hit","8-3 FA"
"1098",1098,"FUS",24.18327692,0.008703235,0.958411784,0.983371236,"no hit","8-3 FA"
"1099",1099,"FYCO1",23.9445216,0.006716692,0.958630472,0.983371236,"no hit","8-3 FA"
"1100",1100,"CSNK2A1",23.5449196,-0.008641318,0.958811008,0.983371236,"no hit","8-3 FA"
"1101",1101,"TARDBP",23.59969387,0.015681621,0.959034756,0.983371236,"no hit","8-3 FA"
"1102",1102,"MACF1",27.75179946,0.006190273,0.960548526,0.983371236,"no hit","8-3 FA"
"1103",1103,"MRPL49",23.27000815,0.005494384,0.960724954,0.983371236,"no hit","8-3 FA"
"1104",1104,"KPNB1",27.44175701,0.008762182,0.96222125,0.98401068,"no hit","8-3 FA"
"1105",1105,"LRP1",24.07724921,-0.007170208,0.965894042,0.986499711,"no hit","8-3 FA"
"1106",1106,"FN1",26.13159376,0.012912053,0.966402728,0.986499711,"no hit","8-3 FA"
"1107",1107,"PPP1CA",23.46424468,-0.005031478,0.967628553,0.98685875,"no hit","8-3 FA"
"1108",1108,"COPB1",24.94954828,0.00506402,0.971089696,0.989494826,"no hit","8-3 FA"
"1109",1109,"SNRPA1",22.6290114,0.003222197,0.974020686,0.990262574,"no hit","8-3 FA"
"1110",1110,"COL6A1",23.15245858,0.013823367,0.97429757,0.990262574,"no hit","8-3 FA"
"1111",1111,"SRSF7",23.90731767,0.004079136,0.975237918,0.990262574,"no hit","8-3 FA"
"1112",1112,"GNS",22.61354689,-0.003314977,0.977893439,0.990262574,"no hit","8-3 FA"
"1113",1113,"DSP",26.98048039,0.01501096,0.978296817,0.990262574,"no hit","8-3 FA"
"1114",1114,"UBB|UBC|RPS27A|UBA52",25.01337254,0.009263323,0.978710001,0.990262574,"no hit","8-3 FA"
"1115",1115,"DDX1",24.06412865,-0.002935086,0.978865733,0.990262574,"no hit","8-3 FA"
"1116",1116,"RAB3GAP2",25.04042676,-0.002735836,0.979585056,0.990262574,"no hit","8-3 FA"
"1117",1117,"DDB1",27.31874122,0.002703305,0.980489017,0.990262574,"no hit","8-3 FA"
"1118",1118,"SMC4",23.91180176,-0.004047128,0.981139257,0.990262574,"no hit","8-3 FA"
"1119",1119,"ESF1",23.23148218,-0.00338137,0.981491427,0.990262574,"no hit","8-3 FA"
"1120",1120,"SRSF1",25.29244326,-0.003216589,0.982618651,0.990514693,"no hit","8-3 FA"
"1121",1121,"ERO1A",26.79005579,-0.00285904,0.984021665,0.991044121,"no hit","8-3 FA"
