gene_name,protein_id,LipidProbe,hit_annotation,logFC,pvalue,AveExpr,fdr
ATIC,P31939|P31939-2,1-10 FA,no hit,-0.50780166,0.012628063,24.15756255,0.058192175
RBMX,P38159|P38159-2,1-10 FA,no hit,0.377768677,0.012938693,24.02558152,0.059381236
PRDX6,P30041,1-10 FA,no hit,-1.256493901,0.013187913,25.4725995,0.059814436
LDHB,P07195,1-10 FA,no hit,-0.685128065,0.013188204,26.12189671,0.059814436
CNDP2,Q96KP4|Q96KP4-2,1-10 FA,no hit,-0.821467504,0.013192023,22.51177945,0.059814436
EEF1B2,P24534,1-10 FA,no hit,-0.697894166,0.013326359,25.50556412,0.059872523
RARS,P54136,1-10 FA,no hit,-0.312831195,0.013358157,25.90609059,0.059872523
LMAN1,P49257,1-10 FA,no hit,0.497141522,0.013422691,24.50102633,0.059872523
TOMM70,O94826,1-10 FA,no hit,0.375617981,0.013438912,25.34844094,0.059872523
LMNB2,J9JID7|Q03252,1-10 FA,no hit,0.495538893,0.013483851,25.49513176,0.059872523
DLG1,A0A0C4DFT3|E7EQD7|Q12959|Q12959-2|Q12959-3|Q12959-4|Q12959-5|Q12959-6|Q12959-7|Q12959-8|Q12959-9,1-10 FA,no hit,0.337720876,0.013563252,24.24797197,0.059872523
UFD1L,C9IZG3|C9JNP9|Q92890|Q92890-1|Q92890-3,1-10 FA,no hit,-0.405488315,0.013576055,23.65342848,0.059872523
PPID,Q08752,1-10 FA,no hit,-0.64057653,0.013850386,24.06294113,0.060551969
ANP32B,Q92688|Q92688-2,1-10 FA,no hit,-0.646268839,0.013862059,24.63200684,0.060551969
EEF1A1|EEF1A1P5,P68104|Q5VTE0,1-10 FA,no hit,-0.724781761,0.013909016,25.11173349,0.060551969
BPNT1,A6NF51|O95861|O95861-2|O95861-4,1-10 FA,no hit,-0.579016442,0.013944652,24.77634386,0.060551969
IDH3A,H0YL72|P50213|P50213-2,1-10 FA,no hit,0.318743715,0.014064517,25.32035027,0.060833016
NAE1,Q13564|Q13564-2|Q13564-3|Q13564-4,1-10 FA,no hit,-0.661271423,0.014117139,22.92490218,0.060833016
ATXN10,Q9UBB4,1-10 FA,no hit,-0.479000217,0.014341884,24.30827104,0.061007806
ATP6V1B2,P21281,1-10 FA,no hit,0.279559918,0.014342456,24.51301289,0.061007806
PUS1,F5H1S9|G8JLB3|Q9Y606|Q9Y606-2,1-10 FA,no hit,0.342083787,0.014343246,25.12732082,0.061007806
PLOD1,Q02809|Q02809-2,1-10 FA,no hit,0.428266737,0.01437385,24.57823708,0.061007806
BZW1,Q7L1Q6|Q7L1Q6-3|Q7L1Q6-4,1-10 FA,no hit,-0.414525922,0.014552324,24.37007834,0.061299635
HMGCL,P35914,1-10 FA,no hit,0.419898666,0.014564085,24.51228837,0.061299635
TTF2,Q9UNY4,1-10 FA,no hit,-0.381947629,0.014713665,23.5456566,0.061299635
OLA1,J3KQ32|Q9NTK5,1-10 FA,no hit,-0.334034362,0.014718698,23.34834422,0.061299635
UBE3A,A0A0D9SG77|Q05086|Q05086-2|Q05086-3,1-10 FA,no hit,-0.439718524,0.014792352,23.99003748,0.061299635
GSS,P48637,1-10 FA,no hit,-0.806664661,0.014811864,24.50215916,0.061299635
PSMD2,Q13200,1-10 FA,no hit,-0.425027214,0.014822675,26.42115381,0.061299635
GLRX5,Q86SX6,1-10 FA,no hit,0.29151004,0.014979944,24.65147375,0.061723928
SART3,F8VV04|Q15020|Q15020-4,1-10 FA,no hit,-0.304073815,0.015059128,23.99631972,0.061737711
NDUFS1,P28331|P28331-2|P28331-4,1-10 FA,no hit,0.289821226,0.015092656,25.04286992,0.061737711
PDHA1,P08559|P08559-2|P08559-3|P08559-4,1-10 FA,no hit,0.322298867,0.015217467,25.88857428,0.061828317
RSL1D1,I3L3C4|J3QSV6|O76021,1-10 FA,no hit,0.356481483,0.015224333,24.13297784,0.061828317
MATR3,A0A0R4J2E8|A8MXP9|P43243,1-10 FA,no hit,0.364451208,0.015458463,26.13665025,0.062554137
ATP5A1,P25705,1-10 FA,no hit,0.318891952,0.015550537,25.94876416,0.062701988
ZFR,Q96KR1,1-10 FA,no hit,0.301754742,0.015731863,24.92568818,0.063207377
ERAP1,Q9NZ08|Q9NZ08-2,1-10 FA,no hit,0.383727676,0.015946855,24.95592321,0.063843968
ALDH3A2,J3QRD1|P51648|P51648-2,1-10 FA,no hit,0.491713906,0.016007049,23.62345831,0.063858512
DLAT,P10515,1-10 FA,no hit,0.324190315,0.01613617,23.28938497,0.064146958
CYB5R3,P00387|P00387-2|P00387-3,1-10 FA,enriched candidate,0.617047373,0.016263136,22.68479323,0.064298733
COPE,A0A087X0I4|M0QXB4|O14579|O14579-2|O14579-3,1-10 FA,no hit,-0.367235379,0.016289284,23.34221442,0.064298733
ESD,H7BZT7|P10768|U3KQT1|X6RA14,1-10 FA,no hit,-0.86391527,0.016345205,23.16807622,0.064298733
PPIF,P30405,1-10 FA,no hit,0.538155507,0.016744458,24.56852482,0.065183611
PEBP1,P30086,1-10 FA,no hit,-0.80808656,0.016765521,22.84302931,0.065183611
RPS11,P62280,1-10 FA,no hit,-0.26259542,0.01683283,24.39664738,0.065183611
CAPN1,P07384,1-10 FA,no hit,-0.451884835,0.016843584,23.64984205,0.065183611
HSPD1,P10809,1-10 FA,no hit,0.561707188,0.01689801,27.47745778,0.065183611
OTULIN,Q96BN8,1-10 FA,no hit,-0.482224315,0.016916562,23.81047485,0.065183611
SNRPA1,P09661,1-10 FA,no hit,0.272196933,0.017337238,22.6290114,0.066406258
CALML5,Q9NZT1,1-10 FA,enriched candidate,3.320539125,0.017393204,22.53731655,0.066406258
RPS6KA3,P51812,1-10 FA,no hit,-0.403522026,0.017410321,23.60686246,0.066406258
HNRNPA2B1,P22626,1-10 FA,no hit,0.446982816,0.017599463,25.17149151,0.066901664
NUDT5,A6NFX8|Q9UKK9,1-10 FA,no hit,-0.640787228,0.017777959,24.50728167,0.067155805
HNRNPUL2-BSCL2|HNRNPUL2,H3BQZ7|Q1KMD3,1-10 FA,no hit,0.314125901,0.017785284,26.35110155,0.067155805
RACK1,H0Y8W2|J3KPE3|P63244,1-10 FA,no hit,-0.419316771,0.017909686,26.72283686,0.067335224
STAT1,J3KPM9|P42224|P42224-2,1-10 FA,no hit,-0.591934784,0.017952084,22.62535162,0.067335224
H6PD,O95479|R4GMU1,1-10 FA,no hit,0.444731967,0.018204025,24.4388646,0.068054118
RAB14,P61106|X6RFL8,1-10 FA,no hit,0.421262367,0.018449854,23.44179037,0.068596973
RBM8A,Q9Y5S9,1-10 FA,no hit,0.425879022,0.018470753,24.61671334,0.068596973
DNAJA1,P31689,1-10 FA,no hit,-0.450652274,0.018740396,24.60173045,0.069337037
BLVRA,P53004,1-10 FA,no hit,-0.646037293,0.018792855,22.73175005,0.069337037
P4HB,P07237,1-10 FA,no hit,0.429427901,0.018944678,28.33444301,0.069669516
RPSA,A0A0C4DG17|C9J9K3|P08865,1-10 FA,no hit,-0.364975802,0.019123337,25.98205335,0.070098206
UAP1,Q16222|Q16222-2|Q16222-3,1-10 FA,no hit,-0.718878234,0.01930955,24.38292074,0.070412523
UCHL1,P09936,1-10 FA,no hit,-1.06445614,0.019333819,25.95944389,0.070412523
GDI1,P31150,1-10 FA,no hit,-0.784534006,0.019453568,24.07484405,0.070620829
DNAJC3,Q13217|X6R9L0,1-10 FA,no hit,0.407825242,0.019924717,24.1001326,0.07189697
AARS,P49588,1-10 FA,no hit,-0.984857248,0.019933768,25.88023515,0.07189697
PITPNB,A0A0A0MSW4|P48739|P48739-2|P48739-3,1-10 FA,no hit,-0.651781791,0.019996146,23.49127191,0.07189697
HNRNPL,P14866,1-10 FA,no hit,0.402932084,0.020066146,25.09577519,0.071919615
ARHGDIA,J3KTF8|J3QQX2|P52565,1-10 FA,no hit,-0.647846912,0.020200991,24.12230401,0.072173794
PDCD6IP,Q8WUM4,1-10 FA,no hit,-0.484331835,0.020561007,26.20974528,0.073092764
PSMD11,O00231|O00231-2,1-10 FA,no hit,-0.305511497,0.020587687,23.87156575,0.073092764
PFKP,Q01813|Q01813-2,1-10 FA,no hit,-0.777431924,0.020739013,24.7745134,0.073173101
PGD,P52209|P52209-2,1-10 FA,no hit,-0.620579941,0.02073994,26.02101602,0.073173101
DARS2,Q6PI48,1-10 FA,no hit,0.320728799,0.020890215,23.67859763,0.073473685
PPP1R7,C9J177|C9JD73|Q15435|Q15435-2|Q15435-3|Q15435-4|Q15435-5,1-10 FA,no hit,-0.827637969,0.021167438,24.36167982,0.074217506
PABPN1|BCL2L2,B4DEH8|G3V4T2|Q86U42|Q86U42-2|Q92843-2,1-10 FA,no hit,0.330305965,0.021256087,23.67171874,0.074221621
NUTF2,P61970,1-10 FA,no hit,-0.504181837,0.021300093,24.98268104,0.074221621
PSMD3,O43242|O43242-2,1-10 FA,no hit,-0.400454408,0.021646786,22.96909658,0.074979433
PSMA5,P28066|P28066-2,1-10 FA,no hit,-0.405016238,0.021650394,24.58365817,0.074979433
RANBP2,P49792,1-10 FA,no hit,0.435395606,0.021929884,24.97243731,0.075715105
PES1,B5MCF9|O00541|O00541-2,1-10 FA,no hit,0.453755208,0.022104467,25.06740236,0.076085191
GLDC,P23378,1-10 FA,no hit,0.345716557,0.022246968,24.70432284,0.076262016
FKBP4,Q02790,1-10 FA,no hit,-0.513723444,0.022290935,24.98116491,0.076262016
NOP58,Q9Y2X3,1-10 FA,no hit,0.419877942,0.022531749,24.68758996,0.07668242
COPZ1,F8VUC5|F8VVA7|F8VXB1|F8VXR1|F8VYZ4|F8W156|P61923|P61923-4|P61923-5,1-10 FA,no hit,-0.409693873,0.022549658,23.78401415,0.07668242
EEF1G,P26641|P26641-2,1-10 FA,no hit,-0.506508162,0.022727596,26.57074363,0.077055422
SHMT2,P34897|P34897-2|P34897-3,1-10 FA,no hit,0.353164853,0.022799223,25.93654172,0.077066835
GSPT1,H3BR35|P15170|P15170-2|P15170-3,1-10 FA,no hit,-0.393037051,0.023005627,25.52726538,0.077532396
LRPPRC,P42704,1-10 FA,no hit,0.422911704,0.023355958,27.28294095,0.078428752
NXN,Q6DKJ4,1-10 FA,no hit,-0.525872028,0.023410531,23.02273296,0.078428752
GNA11|GNAQ,K7EL62|P29992|P50148,1-10 FA,no hit,0.420974681,0.023562941,22.3883562,0.078705801
EIF4A3,P38919,1-10 FA,no hit,0.282275438,0.023788322,25.89230241,0.079224235
LMNB1,P20700,1-10 FA,no hit,0.418517077,0.023918538,26.69609586,0.079423614
EXOSC10,Q01780|Q01780-2,1-10 FA,no hit,0.311030992,0.024033632,23.48965783,0.07957176
LONP1,K7EJE8|K7EKE6|P36776|P36776-2,1-10 FA,no hit,0.540697501,0.024201316,25.45904802,0.079855181
PNPT1,Q8TCS8,1-10 FA,no hit,0.413145426,0.024260697,24.19370762,0.079855181
BCAT1,P54687|P54687-3|P54687-4|P54687-5,1-10 FA,no hit,-0.923537763,0.024361577,23.64520039,0.079954129
CDC5L,Q99459,1-10 FA,no hit,0.464912339,0.024513156,23.87773193,0.080218415
PC,P11498,1-10 FA,no hit,0.303896363,0.024660178,26.03478201,0.080243572
SF3B3,Q15393,1-10 FA,no hit,0.493726825,0.024662993,27.06409764,0.080243572
HK2,E9PB90|P52789,1-10 FA,no hit,0.314389969,0.024841245,26.20438439,0.080506656
HNRNPAB,A0A087WZV1|D6R9P3|D6RBZ0|D6RD18|Q99729-2|Q99729-3,1-10 FA,no hit,0.430849647,0.024886468,24.7037425,0.080506656
UBR4,Q5T4S7|Q5T4S7-2|Q5T4S7-3|Q5T4S7-4,1-10 FA,no hit,-0.340494838,0.025231178,23.81804504,0.081173886
POLR1B,H7C0D9|Q9H9Y6|Q9H9Y6-2|Q9H9Y6-3|Q9H9Y6-4|Q9H9Y6-5,1-10 FA,no hit,0.386771269,0.025240491,22.29636305,0.081173886
MARS,P56192,1-10 FA,no hit,-0.254909696,0.025398867,25.34919817,0.081173886
SGTA,O43765,1-10 FA,no hit,-0.551481667,0.025435185,24.24697168,0.081173886
DPYSL3,Q14195-2,1-10 FA,no hit,-0.354119059,0.025452219,24.56807218,0.081173886
MRPL38,Q96DV4,1-10 FA,no hit,0.471498521,0.025566263,23.08103121,0.081307917
MAGOH|MAGOHB,P61326|Q96A72,1-10 FA,no hit,0.348706934,0.02579518,24.94133079,0.0818055
GLB1,P16278|P16278-3,1-10 FA,no hit,0.263625023,0.025994589,24.99454951,0.082206979
CSTF3,Q12996,1-10 FA,no hit,0.323936675,0.026307119,22.88077726,0.082962952
RNH1,P13489,1-10 FA,no hit,-0.757129228,0.026445526,25.01564654,0.083167129
ANXA1,P04083,1-10 FA,no hit,-0.574019212,0.026595421,25.09406498,0.083229354
MTHFD1L,A0A087WVM4|B7ZM99|Q6UB35,1-10 FA,no hit,0.425002942,0.026612752,25.28625614,0.083229354
PMPCB,G3V0E4|O75439,1-10 FA,no hit,0.260150694,0.026898093,24.78102832,0.08364647
RBM39,H0Y4X3|Q14498|Q14498-2|Q14498-3,1-10 FA,no hit,0.354358537,0.027126303,24.070702,0.08364647
GUSB,P08236|P08236-2|P08236-3,1-10 FA,no hit,0.333293775,0.027143554,24.42705336,0.08364647
GOLGA2,A0A0C4DGS5|Q08379,1-10 FA,no hit,0.407082933,0.027243636,25.04503544,0.08364647
TAGLN2,P37802|P37802-2|X6RJP6,1-10 FA,no hit,-0.635546384,0.027317182,23.85570885,0.08364647
PCBP1,Q15365,1-10 FA,no hit,-0.309381093,0.027318753,24.336631,0.08364647
PPP1R9A,Q9ULJ8|Q9ULJ8-3|Q9ULJ8-4|Q9ULJ8-5,1-10 FA,no hit,0.381644752,0.027327404,24.95185843,0.08364647
MRPL19,P49406,1-10 FA,no hit,0.396723423,0.027338837,22.62995669,0.08364647
GLUD1,P00367,1-10 FA,no hit,0.37918808,0.027449227,26.01507605,0.083757237
PSMC1,P62191|P62191-2,1-10 FA,no hit,-0.300271462,0.027560766,23.2575344,0.083831682
LARS2,E9PHM2|Q15031,1-10 FA,no hit,0.257351195,0.027638049,24.79574263,0.083831682
TKT,A0A0B4J1R6|P29401|P29401-2,1-10 FA,no hit,-0.856227705,0.027696384,26.35852892,0.083831682
COQ9,H3BNT2|H3BPY0|O75208,1-10 FA,no hit,0.288383524,0.027871933,24.24629733,0.084137467
WDR75,Q8IWA0,1-10 FA,no hit,0.563814347,0.0279915,22.93426722,0.084207678
ADH5,P11766,1-10 FA,no hit,-0.61384802,0.028044364,23.18737424,0.084207678
QARS,P47897|P47897-2,1-10 FA,no hit,-0.350683769,0.028423214,23.47110537,0.085118856
MRPS23,Q9Y3D9,1-10 FA,no hit,0.232302809,0.028774449,22.73990643,0.085942734
TROVE2,P10155|P10155-3|P10155-4|P10155-5,1-10 FA,no hit,-0.452564001,0.029291084,23.38666885,0.087254971
HIST1H1E|HIST1H1D|HIST1H1C,P10412|P16402|P16403,1-10 FA,no hit,0.467914988,0.029375147,24.87002111,0.087275109
AKR1A1,P14550,1-10 FA,no hit,-0.66286024,0.029468976,24.02464232,0.087316952
OPA1,E5KLJ5|E5KLJ6|E5KLJ9|E5KLK1|O60313|O60313-2,1-10 FA,no hit,0.39239512,0.029601068,23.61376233,0.087316952
LMNA,P02545|P02545-2|P02545-3|P02545-6,1-10 FA,no hit,0.391309466,0.029621251,27.10057535,0.087316952
PSMB5,P28074,1-10 FA,no hit,-0.299181007,0.029874704,23.5758153,0.08783474
DDX56,F8WDT8|G3V0G3|Q9NY93|Q9NY93-2,1-10 FA,no hit,0.280060996,0.030058427,23.2187143,0.088145362
PSMB2,P49721,1-10 FA,no hit,-0.311601528,0.030245632,24.16594005,0.088464557
MSH2,E9PHA6|P43246|V9H019,1-10 FA,no hit,-0.282695875,0.03034053,23.10193997,0.088512813
RPS9,A0A024R4M0|P46781,1-10 FA,no hit,-0.369266835,0.030524845,25.04890691,0.088821005
YWHAE,P62258,1-10 FA,no hit,-0.686679365,0.030657512,26.11833637,0.088845648
PPP2CB,P62714,1-10 FA,no hit,-0.250127292,0.030690702,24.14355689,0.088845648
IDH2,P48735|P48735-2,1-10 FA,no hit,0.358123275,0.031086035,24.55749275,0.089634514
CRNKL1,Q5JY65|Q9BZJ0|Q9BZJ0-2|Q9BZJ0-3,1-10 FA,no hit,0.308562713,0.031121993,24.04005133,0.089634514
PSPC1,Q8WXF1|Q8WXF1-2,1-10 FA,no hit,0.238126033,0.031243986,23.79266122,0.089716187
RAD23B,P54727,1-10 FA,no hit,-0.630582123,0.03130928,25.00900831,0.089716187
CPSF2,Q9P2I0,1-10 FA,no hit,0.364839421,0.031393848,23.77227602,0.08973077
EEF2,P13639,1-10 FA,no hit,-0.720920941,0.031733131,27.06923048,0.090471476
HSDL2,Q6YN16|Q6YN16-2,1-10 FA,no hit,0.374691464,0.031869,24.11966805,0.090573032
ACADSB,P45954|P45954-2,1-10 FA,no hit,0.335460703,0.0319292,24.50480456,0.090573032
ASNS,P08243|P08243-2|P08243-3,1-10 FA,no hit,-0.637522657,0.032052237,24.74727858,0.090694175
MTPN,P58546,1-10 FA,no hit,-0.63980234,0.032146962,23.75487257,0.090734799
CFL1,P23528,1-10 FA,no hit,-0.402857613,0.032589912,25.35732764,0.091755639
ADSS,P30520,1-10 FA,no hit,-0.587452575,0.032813796,23.04623587,0.092080681
CENPV,Q7Z7K6|Q7Z7K6-3,1-10 FA,enriched candidate,0.586465068,0.032882857,22.02784686,0.092080681
SRSF1,J3KTL2|Q07955,1-10 FA,no hit,0.353331505,0.033004368,25.29244326,0.092080681
PLS1,Q14651,1-10 FA,no hit,-0.400022597,0.0330316,24.89575426,0.092080681
MAP2K2,P36507,1-10 FA,no hit,-0.611950839,0.033184342,23.22602442,0.092278626
GFM1,C9IZ01|Q96RP9|Q96RP9-2,1-10 FA,no hit,0.354500171,0.033391413,26.69446122,0.092626302
DRG1,Q9Y295,1-10 FA,no hit,-0.300800454,0.033565185,22.57560785,0.092689627
MCM5,P33992,1-10 FA,no hit,-0.489710504,0.033659288,24.13862623,0.092689627
CUL3,Q13618|Q13618-2,1-10 FA,no hit,-0.288669712,0.033660538,23.9171607,0.092689627
POR,H0Y4R2|P16435,1-10 FA,no hit,0.302725395,0.033819474,25.70913551,0.092900696
PSMA6,G3V295|G3V5Z7|P60900,1-10 FA,no hit,-0.499891561,0.034246743,24.30855549,0.093846051
MUT,P22033,1-10 FA,no hit,0.351887602,0.034388364,23.6730574,0.094005965
