Gene,Protein.ID,Protein.Description,logFC,AveExpr,comparison.label,sample,pvalue,hit_annotation
LTA4H,P09960,Leukotriene A-4 hydrolase,-1.595369269,23.72215909,PE_UV vs PE_NoUV,cytosole,4.58E-12,hit
NMD3,Q96D46,60S ribosomal export protein NMD3,-1.862829453,20.06952081,PE_UV vs PE_NoUV,cytosole,4.63E-12,hit
SEC23IP,Q9Y6Y8,SEC23-interacting protein,-1.270770613,19.76204987,PE_UV vs PE_NoUV,cytosole,4.65E-12,hit
MAT2A,P31153,S-adenosylmethionine synthase isoform type-2,-1.564962656,24.50111487,PE_UV vs PE_NoUV,cytosole,4.69E-12,hit
RAB3GAP2,Q9H2M9,Rab3 GTPase-activating protein non-catalytic subunit,-1.376462541,18.53742277,PE_UV vs PE_NoUV,cytosole,4.70E-12,hit
TES,Q9UGI8,Testin,-1.87700945,21.16718734,PE_UV vs PE_NoUV,cytosole,4.72E-12,hit
EIF3F,O00303,Eukaryotic translation initiation factor 3 subunit F,-1.38394454,21.96263256,PE_UV vs PE_NoUV,cytosole,4.86E-12,hit
UBE2T,Q9NPD8,Ubiquitin-conjugating enzyme E2 T,-1.885710897,19.26571007,PE_UV vs PE_NoUV,cytosole,5.06E-12,hit
PANK4,Q9NVE7,4'-phosphopantetheine phosphatase,-1.528464189,18.58410199,PE_UV vs PE_NoUV,cytosole,5.28E-12,hit
ASS1,P00966,Argininosuccinate synthase,-2.073340289,24.78110627,PE_UV vs PE_NoUV,cytosole,5.37E-12,hit
CCT6A,P40227,T-complex protein 1 subunit zeta,-1.797202671,23.53066537,PE_UV vs PE_NoUV,cytosole,5.40E-12,hit
NUDC,Q9Y266,Nuclear migration protein nudC,-1.822055437,21.18306864,PE_UV vs PE_NoUV,cytosole,5.47E-12,hit
POLD3,Q15054,DNA polymerase delta subunit 3,-1.435111207,19.74589891,PE_UV vs PE_NoUV,cytosole,5.52E-12,hit
MTRR,Q9UBK8,Methionine synthase reductase,-1.799031747,20.33059677,PE_UV vs PE_NoUV,cytosole,5.58E-12,hit
PGD,P52209,"6-phosphogluconate dehydrogenase, decarboxylating",-1.781620969,23.34433685,PE_UV vs PE_NoUV,cytosole,5.63E-12,hit
SRPK1,Q96SB4,SRSF protein kinase 1,-1.499223741,20.47728971,PE_UV vs PE_NoUV,cytosole,5.69E-12,hit
AHCYL1,O43865,S-adenosylhomocysteine hydrolase-like protein 1,-1.719639364,22.38370736,PE_UV vs PE_NoUV,cytosole,5.76E-12,hit
QDPR,P09417,Dihydropteridine reductase,-1.565954713,19.55092915,PE_UV vs PE_NoUV,cytosole,5.84E-12,hit
SULT1A3,P0DMM9,Sulfotransferase 1A3,-1.585503983,21.20485555,PE_UV vs PE_NoUV,cytosole,5.99E-12,hit
KLC1,Q07866,Kinesin light chain 1,-1.99647629,20.12186115,PE_UV vs PE_NoUV,cytosole,6.28E-12,hit
FKBP3,Q00688,Peptidyl-prolyl cis-trans isomerase FKBP3,-2.073604648,22.25625515,PE_UV vs PE_NoUV,cytosole,6.35E-12,hit
GPI,P06744,Glucose-6-phosphate isomerase,-2.183812566,24.925132,PE_UV vs PE_NoUV,cytosole,6.38E-12,hit
CAND1,Q86VP6,Cullin-associated NEDD8-dissociated protein 1,-1.522185579,24.45610169,PE_UV vs PE_NoUV,cytosole,6.45E-12,hit
GPD1L,Q8N335,Glycerol-3-phosphate dehydrogenase 1-like protein,-1.517517572,21.29644026,PE_UV vs PE_NoUV,cytosole,6.50E-12,hit
ANXA6,P08133,Annexin A6,-1.919161996,23.16940704,PE_UV vs PE_NoUV,cytosole,6.71E-12,hit
DDX3X,O00571,ATP-dependent RNA helicase DDX3X,-1.732170648,24.09833822,PE_UV vs PE_NoUV,cytosole,6.94E-12,hit
MRI1,Q9BV20,Methylthioribose-1-phosphate isomerase,-1.655574726,21.46131462,PE_UV vs PE_NoUV,cytosole,6.97E-12,hit
CTNNA1,P35221,Catenin alpha-1,-1.637530936,21.903494,PE_UV vs PE_NoUV,cytosole,7.05E-12,hit
PSMD8,P48556,26S proteasome non-ATPase regulatory subunit 8,-1.257552533,23.10939838,PE_UV vs PE_NoUV,cytosole,7.33E-12,hit
ARCN1,P48444,Coatomer subunit delta,-1.517170009,21.70295019,PE_UV vs PE_NoUV,cytosole,7.34E-12,hit
RPS3A,P61247,40S ribosomal protein S3a,-1.65012564,25.05704123,PE_UV vs PE_NoUV,cytosole,7.39E-12,hit
SNX2,O60749,Sorting nexin-2,-1.953153439,18.83604905,PE_UV vs PE_NoUV,cytosole,7.48E-12,hit
OSBPL9,Q96SU4,Oxysterol-binding protein-related protein 9,-1.384813038,20.78247607,PE_UV vs PE_NoUV,cytosole,7.53E-12,hit
ANXA7,P20073,Annexin A7,-1.746003134,23.66936392,PE_UV vs PE_NoUV,cytosole,7.70E-12,hit
UBA2,Q9UBT2,SUMO-activating enzyme subunit 2,-1.45904826,24.36563615,PE_UV vs PE_NoUV,cytosole,7.82E-12,hit
ACLY,P53396,ATP-citrate synthase,-1.928626747,24.92137781,PE_UV vs PE_NoUV,cytosole,7.85E-12,hit
ELAC2,Q9BQ52,Zinc phosphodiesterase ELAC protein 2,-1.695223817,21.62361275,PE_UV vs PE_NoUV,cytosole,7.97E-12,hit
LASP1,Q14847,LIM and SH3 domain protein 1,-2.254519637,21.06314719,PE_UV vs PE_NoUV,cytosole,8.27E-12,hit
SARS1,P49591,"Serine--tRNA ligase, cytoplasmic",-1.85706918,22.80279125,PE_UV vs PE_NoUV,cytosole,8.37E-12,hit
THUMPD1,Q9NXG2,THUMP domain-containing protein 1,-1.684423427,22.21463938,PE_UV vs PE_NoUV,cytosole,8.52E-12,hit
ARPC1B,O15143,Actin-related protein 2/3 complex subunit 1B,-1.937414412,21.15693587,PE_UV vs PE_NoUV,cytosole,8.76E-12,hit
USP24,Q9UPU5,Ubiquitin carboxyl-terminal hydrolase 24,-1.318829187,18.36511942,PE_UV vs PE_NoUV,cytosole,8.96E-12,hit
LARS1,Q9P2J5,"Leucine--tRNA ligase, cytoplasmic",-1.326433753,23.78438365,PE_UV vs PE_NoUV,cytosole,9.12E-12,hit
FLII,Q13045,Protein flightless-1 homolog,-1.568285845,20.93770021,PE_UV vs PE_NoUV,cytosole,9.30E-12,hit
FKBP4,Q02790,Peptidyl-prolyl cis-trans isomerase FKBP4,-1.965041049,25.01728931,PE_UV vs PE_NoUV,cytosole,9.30E-12,hit
RABGGTA,Q92696,Geranylgeranyl transferase type-2 subunit alpha,-1.270971052,19.83526913,PE_UV vs PE_NoUV,cytosole,9.55E-12,hit
MAPK14,Q16539,Mitogen-activated protein kinase 14,-1.619524093,21.87084721,PE_UV vs PE_NoUV,cytosole,9.56E-12,hit
RAB3GAP1,Q15042,Rab3 GTPase-activating protein catalytic subunit,-1.606963722,18.50324946,PE_UV vs PE_NoUV,cytosole,9.63E-12,hit
SERBP1,Q8NC51,Plasminogen activator inhibitor 1 RNA-binding protein,-2.959629433,23.25179019,PE_UV vs PE_NoUV,cytosole,9.76E-12,hit
DNAJB1,P25685,DnaJ homolog subfamily B member 1,-1.737134532,21.72407894,PE_UV vs PE_NoUV,cytosole,9.80E-12,hit
PFKM,P08237,"ATP-dependent 6-phosphofructokinase, muscle type",-1.940096112,22.68108975,PE_UV vs PE_NoUV,cytosole,9.93E-12,hit
TUBA1C,Q9BQE3,Tubulin alpha-1C chain,-1.851171193,25.39429794,PE_UV vs PE_NoUV,cytosole,1.04E-11,hit
DNAJA1,P31689,DnaJ homolog subfamily A member 1,-2.342926261,22.82414177,PE_UV vs PE_NoUV,cytosole,1.15E-11,hit
WARS1,P23381,"Tryptophan--tRNA ligase, cytoplasmic",-2.066800063,22.67492968,PE_UV vs PE_NoUV,cytosole,1.15E-11,hit
IQGAP1,P46940,Ras GTPase-activating-like protein IQGAP1,-1.661316566,25.03278927,PE_UV vs PE_NoUV,cytosole,1.15E-11,hit
RNPEP,Q9H4A4,Aminopeptidase B,-1.517412091,24.17589488,PE_UV vs PE_NoUV,cytosole,1.17E-11,hit
IPO9,Q96P70,Importin-9,-1.447003746,23.05752771,PE_UV vs PE_NoUV,cytosole,1.29E-11,hit
SNX27,Q96L92,Sorting nexin-27,-1.490668954,16.90178221,PE_UV vs PE_NoUV,cytosole,1.30E-11,hit
RARS1,P54136,"Arginine--tRNA ligase, cytoplasmic",-1.506393001,23.87570336,PE_UV vs PE_NoUV,cytosole,1.38E-11,hit
EEF2,P13639,Elongation factor 2,-2.446195881,26.07685394,PE_UV vs PE_NoUV,cytosole,1.40E-11,hit
ECPAS,Q5VYK3,Proteasome adapter and scaffold protein ECM29,-1.676741875,22.00678354,PE_UV vs PE_NoUV,cytosole,1.41E-11,hit
PDXK,O00764,Pyridoxal kinase,-1.542071433,22.45640652,PE_UV vs PE_NoUV,cytosole,1.42E-11,hit
KYNU,Q16719,Kynureninase,-1.89596071,22.65764176,PE_UV vs PE_NoUV,cytosole,1.45E-11,hit
STK26,Q9P289,Serine/threonine-protein kinase 26,-1.6197416,21.70124967,PE_UV vs PE_NoUV,cytosole,1.48E-11,hit
BZW2,Q9Y6E2,eIF5-mimic protein 1,-1.540410647,21.6996947,PE_UV vs PE_NoUV,cytosole,1.54E-11,hit
SNX3,O60493,Sorting nexin-3,-1.998109176,19.90158325,PE_UV vs PE_NoUV,cytosole,1.58E-11,hit
PHAX,Q9H814,Phosphorylated adapter RNA export protein,-2.284070849,18.89247354,PE_UV vs PE_NoUV,cytosole,1.60E-11,hit
EEF1A1,P68104,Elongation factor 1-alpha 1,-2.307113485,25.42604669,PE_UV vs PE_NoUV,cytosole,1.61E-11,hit
API5,Q9BZZ5,Apoptosis inhibitor 5,-1.358607919,20.55938222,PE_UV vs PE_NoUV,cytosole,1.62E-11,hit
LYPLA2,O95372,Acyl-protein thioesterase 2,-1.882818279,20.47087846,PE_UV vs PE_NoUV,cytosole,1.63E-11,hit
QARS1,P47897,Glutamine--tRNA ligase,-1.412327034,23.50467354,PE_UV vs PE_NoUV,cytosole,1.64E-11,hit
PPID,Q08752,Peptidyl-prolyl cis-trans isomerase D,-1.8546113,21.16008457,PE_UV vs PE_NoUV,cytosole,1.67E-11,hit
PDCD6IP,Q8WUM4,Programmed cell death 6-interacting protein,-1.72370613,24.84958921,PE_UV vs PE_NoUV,cytosole,1.72E-11,hit
WDR44,Q5JSH3,WD repeat-containing protein 44,-1.807766839,21.55914206,PE_UV vs PE_NoUV,cytosole,1.73E-11,hit
IFT27,Q9BW83,Intraflagellar transport protein 27 homolog,-1.533091823,18.62738038,PE_UV vs PE_NoUV,cytosole,1.74E-11,hit
TTC27,Q6P3X3,Tetratricopeptide repeat protein 27,-1.909289766,20.61363957,PE_UV vs PE_NoUV,cytosole,1.78E-11,hit
KYAT3,Q6YP21,Kynurenine--oxoglutarate transaminase 3,-1.464530693,20.91606095,PE_UV vs PE_NoUV,cytosole,1.78E-11,hit
PHGDH,O43175,D-3-phosphoglycerate dehydrogenase,-1.858586145,24.51947531,PE_UV vs PE_NoUV,cytosole,1.78E-11,hit
UAP1,Q16222,UDP-N-acetylhexosamine pyrophosphorylase,-1.492603934,22.85762036,PE_UV vs PE_NoUV,cytosole,1.79E-11,hit
NOB1,Q9ULX3,RNA-binding protein NOB1,-1.790131479,19.96219093,PE_UV vs PE_NoUV,cytosole,1.79E-11,hit
PSMC3,P17980,26S proteasome regulatory subunit 6A,-1.388738076,21.92647973,PE_UV vs PE_NoUV,cytosole,1.81E-11,hit
HMGB3,O15347,High mobility group protein B3,-2.510704334,22.13343714,PE_UV vs PE_NoUV,cytosole,1.83E-11,hit
PRKCA,P17252,Protein kinase C alpha type,-1.562066723,19.56788047,PE_UV vs PE_NoUV,cytosole,1.84E-11,hit
CAD,P27708,CAD protein,-1.566552449,21.98225517,PE_UV vs PE_NoUV,cytosole,1.85E-11,hit
EIF5,P55010,Eukaryotic translation initiation factor 5,-1.705095066,20.66093306,PE_UV vs PE_NoUV,cytosole,1.91E-11,hit
PKM,P14618,Pyruvate kinase PKM,-2.368522518,25.93107884,PE_UV vs PE_NoUV,cytosole,1.94E-11,hit
EIF1AX,P47813,"Eukaryotic translation initiation factor 1A, X-chromosomal",-2.482675309,22.19412486,PE_UV vs PE_NoUV,cytosole,1.95E-11,hit
RPL12,P30050,60S ribosomal protein L12,-1.951858224,23.82758403,PE_UV vs PE_NoUV,cytosole,1.99E-11,hit
CSNK1A1,P48729,Casein kinase I isoform alpha,-1.533659242,21.46897146,PE_UV vs PE_NoUV,cytosole,1.99E-11,hit
RUVBL1,Q9Y265,RuvB-like 1,-1.321138805,22.34180503,PE_UV vs PE_NoUV,cytosole,2.01E-11,hit
DUSP12,Q9UNI6,Dual specificity protein phosphatase 12,-1.73822746,19.54520418,PE_UV vs PE_NoUV,cytosole,2.02E-11,hit
DHFR,P00374,Dihydrofolate reductase,-1.859192736,19.83540767,PE_UV vs PE_NoUV,cytosole,2.06E-11,hit
NAA25,Q14CX7,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",-1.420758271,17.66925135,PE_UV vs PE_NoUV,cytosole,2.13E-11,hit
BZW1,Q7L1Q6,eIF5-mimic protein 2,-1.441023939,22.84527158,PE_UV vs PE_NoUV,cytosole,2.16E-11,hit
TRIM16,O95361,Tripartite motif-containing protein 16,-1.524405633,19.52895213,PE_UV vs PE_NoUV,cytosole,2.18E-11,hit
TLN1,Q9Y490,Talin-1,-1.73435629,24.14861319,PE_UV vs PE_NoUV,cytosole,2.18E-11,hit
ZW10,O43264,Centromere/kinetochore protein zw10 homolog,-1.686227564,19.91462011,PE_UV vs PE_NoUV,cytosole,2.27E-11,hit
ATP6V1A,P38606,V-type proton ATPase catalytic subunit A,-1.785328739,22.94244814,PE_UV vs PE_NoUV,cytosole,2.27E-11,hit
ANXA4,P09525,Annexin A4,-1.777082358,21.76938757,PE_UV vs PE_NoUV,cytosole,2.31E-11,hit
CSK,P41240,Tyrosine-protein kinase CSK,-1.673122098,18.87840034,PE_UV vs PE_NoUV,cytosole,2.31E-11,hit
UROD,P06132,Uroporphyrinogen decarboxylase,-1.38187093,20.98028725,PE_UV vs PE_NoUV,cytosole,2.32E-11,hit
TKFC,Q3LXA3,Triokinase/FMN cyclase,-1.789000064,21.55078302,PE_UV vs PE_NoUV,cytosole,2.35E-11,hit
NCAPH,Q15003,Condensin complex subunit 2,-1.813756419,20.2568594,PE_UV vs PE_NoUV,cytosole,2.36E-11,hit
NLN,Q9BYT8,"Neurolysin, mitochondrial",-1.536664857,20.41860356,PE_UV vs PE_NoUV,cytosole,2.39E-11,hit
NQO1,P15559,NAD(P)H dehydrogenase [quinone] 1,-1.849973394,22.53089081,PE_UV vs PE_NoUV,cytosole,2.40E-11,hit
EPRS1,P07814,Bifunctional glutamate/proline--tRNA ligase,-1.429311603,25.80835065,PE_UV vs PE_NoUV,cytosole,2.41E-11,hit
WDR1,O75083,WD repeat-containing protein 1,-1.64608418,23.50990031,PE_UV vs PE_NoUV,cytosole,2.41E-11,hit
PYGL,P06737,"Glycogen phosphorylase, liver form",-1.417901895,19.38726732,PE_UV vs PE_NoUV,cytosole,2.42E-11,hit
PSMG1,O95456,Proteasome assembly chaperone 1,-1.605245528,21.01101562,PE_UV vs PE_NoUV,cytosole,2.47E-11,hit
EIF3M,Q7L2H7,Eukaryotic translation initiation factor 3 subunit M,-1.480613195,20.74584108,PE_UV vs PE_NoUV,cytosole,2.52E-11,hit
FLNB,O75369,Filamin-B,-1.430565604,24.9137214,PE_UV vs PE_NoUV,cytosole,2.55E-11,hit
PSMG3,Q9BT73,Proteasome assembly chaperone 3,-1.688434072,19.75359399,PE_UV vs PE_NoUV,cytosole,2.61E-11,hit
TTC1,Q99614,Tetratricopeptide repeat protein 1,-1.329079563,19.82716623,PE_UV vs PE_NoUV,cytosole,2.62E-11,hit
ARPC5,O15511,Actin-related protein 2/3 complex subunit 5,-2.082574498,19.07245059,PE_UV vs PE_NoUV,cytosole,2.64E-11,hit
NOSIP,Q9Y314,Nitric oxide synthase-interacting protein,-1.91004367,19.74375596,PE_UV vs PE_NoUV,cytosole,2.66E-11,hit
DYNC1LI1,Q9Y6G9,Cytoplasmic dynein 1 light intermediate chain 1,-1.923929328,19.00860713,PE_UV vs PE_NoUV,cytosole,2.72E-11,hit
EIF3B,P55884,Eukaryotic translation initiation factor 3 subunit B,-1.538641746,23.90634226,PE_UV vs PE_NoUV,cytosole,2.82E-11,hit
EIF4E,P06730,Eukaryotic translation initiation factor 4E,-1.316812109,21.22848714,PE_UV vs PE_NoUV,cytosole,2.82E-11,hit
NAA10,P41227,N-alpha-acetyltransferase 10,-1.745052106,19.23615306,PE_UV vs PE_NoUV,cytosole,2.83E-11,hit
CTPS2,Q9NRF8,CTP synthase 2,-1.487596754,18.77805798,PE_UV vs PE_NoUV,cytosole,2.89E-11,hit
NIT2,Q9NQR4,Omega-amidase NIT2,-1.790007049,22.31363765,PE_UV vs PE_NoUV,cytosole,2.94E-11,hit
OXSR1,O95747,Serine/threonine-protein kinase OSR1,-2.463515807,19.00920279,PE_UV vs PE_NoUV,cytosole,3.05E-11,hit
AP3D1,O14617,AP-3 complex subunit delta-1,-1.989292408,19.97787639,PE_UV vs PE_NoUV,cytosole,3.05E-11,hit
CACYBP,Q9HB71,Calcyclin-binding protein,-2.798685285,22.36783632,PE_UV vs PE_NoUV,cytosole,3.08E-11,hit
MAPRE1,Q15691,Microtubule-associated protein RP/EB family member 1,-1.827225239,21.94049946,PE_UV vs PE_NoUV,cytosole,3.13E-11,hit
PBK,Q96KB5,Lymphokine-activated killer T-cell-originated protein kinase,-1.573940824,21.4877025,PE_UV vs PE_NoUV,cytosole,3.26E-11,hit
KIFBP,Q96EK5,KIF-binding protein,-1.324998207,22.09263003,PE_UV vs PE_NoUV,cytosole,3.27E-11,hit
MDH1,P40925,"Malate dehydrogenase, cytoplasmic",-2.067309705,23.41830237,PE_UV vs PE_NoUV,cytosole,3.31E-11,hit
LRRC47,Q8N1G4,Leucine-rich repeat-containing protein 47,-1.776750288,21.08411167,PE_UV vs PE_NoUV,cytosole,3.41E-11,hit
ITPA,Q9BY32,Inosine triphosphate pyrophosphatase,-1.863710938,20.13021501,PE_UV vs PE_NoUV,cytosole,3.41E-11,hit
GSR,P00390,"Glutathione reductase, mitochondrial",-1.769510265,22.09868093,PE_UV vs PE_NoUV,cytosole,3.45E-11,hit
PPP2R1B,P30154,Serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A beta isoform,-1.336388516,19.42439724,PE_UV vs PE_NoUV,cytosole,3.46E-11,hit
EHD1,Q9H4M9,EH domain-containing protein 1,-1.671569169,18.15977946,PE_UV vs PE_NoUV,cytosole,3.49E-11,hit
IPO4,Q8TEX9,Importin-4,-1.58573506,21.35072363,PE_UV vs PE_NoUV,cytosole,3.59E-11,hit
OAS3,Q9Y6K5,2'-5'-oligoadenylate synthase 3,-1.345270338,19.56705085,PE_UV vs PE_NoUV,cytosole,3.60E-11,hit
SBNO1,A3KN83,Protein strawberry notch homolog 1,-1.549373985,18.05698026,PE_UV vs PE_NoUV,cytosole,3.63E-11,hit
RPS16,P62249,40S ribosomal protein S16,-1.468928001,24.69109235,PE_UV vs PE_NoUV,cytosole,3.64E-11,hit
AP3B1,O00203,AP-3 complex subunit beta-1,-1.683883011,21.11806974,PE_UV vs PE_NoUV,cytosole,3.65E-11,hit
CAB39,Q9Y376,Calcium-binding protein 39,-1.6476348,19.34617547,PE_UV vs PE_NoUV,cytosole,3.68E-11,hit
RPL27A,P46776,60S ribosomal protein L27a,-1.866187702,22.02252534,PE_UV vs PE_NoUV,cytosole,3.69E-11,hit
PAPSS1,O43252,Bifunctional 3'-phosphoadenosine 5'-phosphosulfate synthase 1,-1.895250498,19.88195201,PE_UV vs PE_NoUV,cytosole,3.70E-11,hit
OGFR,Q9NZT2,Opioid growth factor receptor,-1.523029491,20.85171814,PE_UV vs PE_NoUV,cytosole,3.73E-11,hit
SMC2,O95347,Structural maintenance of chromosomes protein 2,-1.607223355,22.84971199,PE_UV vs PE_NoUV,cytosole,3.80E-11,hit
KNTC1,P50748,Kinetochore-associated protein 1,-1.576008342,20.70266401,PE_UV vs PE_NoUV,cytosole,3.81E-11,hit
PRMT5,O14744,Protein arginine N-methyltransferase 5,-1.39178013,22.84696277,PE_UV vs PE_NoUV,cytosole,3.93E-11,hit
PFAS,O15067,Phosphoribosylformylglycinamidine synthase,-1.445375088,24.09523519,PE_UV vs PE_NoUV,cytosole,3.96E-11,hit
MYL6,P60660,Myosin light polypeptide 6,-1.512944973,22.21880687,PE_UV vs PE_NoUV,cytosole,4.00E-11,hit
KIF11,P52732,Kinesin-like protein KIF11,-1.23883773,19.35601665,PE_UV vs PE_NoUV,cytosole,4.13E-11,hit
EIF2D,P41214,Eukaryotic translation initiation factor 2D,-1.554163577,18.29330378,PE_UV vs PE_NoUV,cytosole,4.20E-11,hit
ADK,P55263,Adenosine kinase,-1.769485378,22.53381178,PE_UV vs PE_NoUV,cytosole,4.22E-11,hit
BABAM1,Q9NWV8,BRISC and BRCA1-A complex member 1,-1.477790316,17.89032856,PE_UV vs PE_NoUV,cytosole,4.27E-11,hit
NEK9,Q8TD19,Serine/threonine-protein kinase Nek9,-1.926771661,16.39965192,PE_UV vs PE_NoUV,cytosole,4.31E-11,hit
ZNF622,Q969S3,Cytoplasmic 60S subunit biogenesis factor ZNF622,-1.755044887,20.54099196,PE_UV vs PE_NoUV,cytosole,4.35E-11,hit
PUF60,Q9UHX1,Poly(U)-binding-splicing factor PUF60,-1.221773865,22.24140126,PE_UV vs PE_NoUV,cytosole,4.45E-11,hit
CCT2,P78371,T-complex protein 1 subunit beta,-2.049941777,24.14410964,PE_UV vs PE_NoUV,cytosole,4.59E-11,hit
AARS1,P49588,"Alanine--tRNA ligase, cytoplasmic",-1.710959923,24.96656046,PE_UV vs PE_NoUV,cytosole,4.66E-11,hit
FBXO3,Q9UK99,F-box only protein 3,-1.349864018,18.69759913,PE_UV vs PE_NoUV,cytosole,4.83E-11,hit
CHMP5,Q9NZZ3,Charged multivesicular body protein 5,-2.1521469,16.65111597,PE_UV vs PE_NoUV,cytosole,4.91E-11,hit
PSMC1,P62191,26S proteasome regulatory subunit 4,-1.530047611,23.58366821,PE_UV vs PE_NoUV,cytosole,4.93E-11,hit
OTUD6B,Q8N6M0,Deubiquitinase OTUD6B,-1.614470389,18.43840661,PE_UV vs PE_NoUV,cytosole,4.94E-11,hit
TUBA4A,P68366,Tubulin alpha-4A chain,-1.945911135,23.58030526,PE_UV vs PE_NoUV,cytosole,5.00E-11,hit
EIF4A1,P60842,Eukaryotic initiation factor 4A-I,-1.392179547,25.11294331,PE_UV vs PE_NoUV,cytosole,5.34E-11,hit
XPO7,Q9UIA9,Exportin-7,-1.520090777,21.02685745,PE_UV vs PE_NoUV,cytosole,5.53E-11,hit
TPMT,P51580,Thiopurine S-methyltransferase,-1.571458069,19.05091327,PE_UV vs PE_NoUV,cytosole,5.59E-11,hit
RBX1,P62877,E3 ubiquitin-protein ligase RBX1,-1.631914983,19.11483515,PE_UV vs PE_NoUV,cytosole,5.63E-11,hit
EZR,P15311,Ezrin,-1.79320868,24.09700748,PE_UV vs PE_NoUV,cytosole,5.64E-11,hit
TOMM34,Q15785,Mitochondrial import receptor subunit TOM34,-2.397596248,20.02710182,PE_UV vs PE_NoUV,cytosole,5.66E-11,hit
DSTN,P60981,Destrin,-1.668342417,21.45870258,PE_UV vs PE_NoUV,cytosole,5.67E-11,hit
NUFIP2,Q7Z417,FMR1-interacting protein NUFIP2,-1.784742501,19.39326498,PE_UV vs PE_NoUV,cytosole,5.74E-11,hit
LDHA,P00338,L-lactate dehydrogenase A chain,-2.1011143,25.02362748,PE_UV vs PE_NoUV,cytosole,5.81E-11,hit
DHX57,Q6P158,Putative ATP-dependent RNA helicase DHX57,-1.236187835,19.61001541,PE_UV vs PE_NoUV,cytosole,5.85E-11,hit
NTMT1,Q9BV86,N-terminal Xaa-Pro-Lys N-methyltransferase 1,-1.841447981,17.22946729,PE_UV vs PE_NoUV,cytosole,5.92E-11,hit
GNAS,Q5JWF2,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas,-1.219789114,19.80651029,PE_UV vs PE_NoUV,cytosole,5.93E-11,hit
TXNRD1,Q16881,"Thioredoxin reductase 1, cytoplasmic",-1.54661565,24.13639044,PE_UV vs PE_NoUV,cytosole,6.27E-11,hit
PLAA,Q9Y263,Phospholipase A-2-activating protein,-1.243449292,22.03960493,PE_UV vs PE_NoUV,cytosole,6.31E-11,hit
MAT2B,Q9NZL9,Methionine adenosyltransferase 2 subunit beta,-1.611813986,21.31713059,PE_UV vs PE_NoUV,cytosole,6.32E-11,hit
PRPF8,Q6P2Q9,Pre-mRNA-processing-splicing factor 8,-1.048875102,20.73828705,PE_UV vs PE_NoUV,cytosole,6.33E-11,hit
VTA1,Q9NP79,Vacuolar protein sorting-associated protein VTA1 homolog,-1.548118937,20.05793076,PE_UV vs PE_NoUV,cytosole,6.36E-11,hit
CYRIB,Q9NUQ9,CYFIP-related Rac1 interactor B,-1.817757024,21.18604072,PE_UV vs PE_NoUV,cytosole,6.52E-11,hit
SPR,P35270,Sepiapterin reductase,-1.541985224,22.14686359,PE_UV vs PE_NoUV,cytosole,6.54E-11,hit
HMGB1,P09429,High mobility group protein B1,-2.688587671,23.81642809,PE_UV vs PE_NoUV,cytosole,6.82E-11,hit
PA2G4,Q9UQ80,Proliferation-associated protein 2G4,-1.838152932,24.19325187,PE_UV vs PE_NoUV,cytosole,6.98E-11,hit
CBR1,P16152,Carbonyl reductase [NADPH] 1,-1.703193911,22.50043607,PE_UV vs PE_NoUV,cytosole,7.02E-11,hit
AHSA1,O95433,Activator of 90 kDa heat shock protein ATPase homolog 1,-2.510692595,23.2792299,PE_UV vs PE_NoUV,cytosole,7.08E-11,hit
SNRPD3,P62318,Small nuclear ribonucleoprotein Sm D3,-1.248019382,19.96406068,PE_UV vs PE_NoUV,cytosole,7.11E-11,hit
RPS14,P62263,40S ribosomal protein S14,-1.448409478,23.07935822,PE_UV vs PE_NoUV,cytosole,7.19E-11,hit
PFN1,P07737,Profilin-1,-1.963081092,24.64063552,PE_UV vs PE_NoUV,cytosole,7.24E-11,hit
UBE2I,P63279,SUMO-conjugating enzyme UBC9,-1.293335775,20.54387434,PE_UV vs PE_NoUV,cytosole,7.30E-11,hit
MYH9,P35579,Myosin-9,-2.012230634,26.00726728,PE_UV vs PE_NoUV,cytosole,7.35E-11,hit
EIF3E,P60228,Eukaryotic translation initiation factor 3 subunit E,-1.341545513,22.92930468,PE_UV vs PE_NoUV,cytosole,7.48E-11,hit
GSK3A,P49840,Glycogen synthase kinase-3 alpha,-1.583662772,19.84600632,PE_UV vs PE_NoUV,cytosole,7.60E-11,hit
ATP6V1H,Q9UI12,V-type proton ATPase subunit H,-1.587055699,18.55904302,PE_UV vs PE_NoUV,cytosole,7.60E-11,hit
IPO11,Q9UI26,Importin-11,-1.540392203,19.41029554,PE_UV vs PE_NoUV,cytosole,7.65E-11,hit
CAPNS1,P04632,Calpain small subunit 1,-1.758034448,20.92541938,PE_UV vs PE_NoUV,cytosole,7.85E-11,hit
NSUN2,Q08J23,RNA cytosine C(5)-methyltransferase NSUN2,-1.374170872,25.07153698,PE_UV vs PE_NoUV,cytosole,7.86E-11,hit
RNH1,P13489,Ribonuclease inhibitor,-1.514682802,23.01134017,PE_UV vs PE_NoUV,cytosole,7.94E-11,hit
TRIM47,Q96LD4,E3 ubiquitin-protein ligase TRIM47,-1.530343052,20.72903144,PE_UV vs PE_NoUV,cytosole,8.17E-11,hit
