"","LipidProbe","gene_name","hit_annotation","logFC","pvalue","fdr"
"386","PA","DKFZp566H1924|NPTN","no hit",0.7993142,0.1515462,"Data not available"
"387","PA","CNP","no hit",1.0902907,0.1517786,"Data not available"
"388","PA","PLOD3","no hit",0.7053834,0.1517808,"Data not available"
"389","PA","SYNGR2","no hit",-0.5886332,0.1522276,"Data not available"
"390","PA","TUBB","no hit",-0.6155474,0.1551852,"Data not available"
"391","PA","HSPD1","no hit",0.9014326,0.1561475,"Data not available"
"392","PA","TPP2","no hit",0.814883,0.156263,"Data not available"
"393","PA","PSME2","no hit",-0.6709449,0.1574189,"Data not available"
"394","PA","TMEM43","no hit",0.3461815,0.1575705,"Data not available"
"395","PA","FOLR1","no hit",0.7011765,0.1580814,"Data not available"
"396","PA","MDH1","no hit",-0.5272863,0.1583154,"Data not available"
"397","PA","PMPCB","no hit",0.6668214,0.1590304,"Data not available"
"398","PA","COLGALT1","no hit",0.8325576,0.1591766,"Data not available"
"399","PA","ARPC3","no hit",0.3714443,0.1598194,"Data not available"
"400","PA","ATP5H","no hit",0.8068191,0.1600204,"Data not available"
"401","PA","LGALS1","no hit",0.4184166,0.160468,"Data not available"
"402","PA","RTN4RL2","no hit",0.4518794,0.1605016,"Data not available"
"403","PA","CAPZA2","no hit",-0.3140864,0.1619901,"Data not available"
"404","PA","TPM3|DKFZp686J1372","no hit",0.6399644,0.162359,"Data not available"
"405","PA","FAM120A","no hit",-0.6677745,0.1667286,"Data not available"
"406","PA","ATP11C","no hit",0.3302766,0.1685136,"Data not available"
"407","PA","CNPY3","no hit",0.433502,0.1691744,"Data not available"
"408","PA","PSME1","no hit",-0.8286533,0.1701342,"Data not available"
"409","PA","EIF5B","no hit",-0.9652211,0.1713992,"Data not available"
"410","PA","DSTN","no hit",0.4122759,0.1724723,"Data not available"
"411","PA","ATP5B","no hit",0.6481431,0.1725493,"Data not available"
"412","PA","TXNL1","no hit",-0.5509991,0.1734693,"Data not available"
"413","PA","PRDX2","no hit",-0.7865315,0.175715,"Data not available"
"414","PA","HSPA13","no hit",0.4182579,0.1760926,"Data not available"
"415","PA","SERPINH1","no hit",0.9489722,0.1769333,"Data not available"
"416","PA","AHCY","no hit",-0.3680976,0.1802514,"Data not available"
"417","PA","WDR61","no hit",-0.534753,0.1806211,"Data not available"
"418","PA","DYNC1H1","no hit",-0.9744223,0.1809552,"Data not available"
"419","PA","PHB2","no hit",1.0352517,0.1812454,"Data not available"
"420","PA","CAT","no hit",0.5579615,0.18141,"Data not available"
"421","PA","EIF3K","no hit",-0.3610334,0.181426,"Data not available"
"422","PA","PRKAR2A","no hit",-0.2634099,0.1821578,"Data not available"
"423","PA","RPL38","no hit",-1.3763703,0.1822352,"Data not available"
"424","PA","ACSL4","no hit",0.9251326,0.1822896,"Data not available"
"425","PA","NPR3","no hit",0.3784486,0.18241,"Data not available"
"426","PA","HLA-C","no hit",0.3664717,0.1843322,"Data not available"
"427","PA","LARP4","no hit",-0.8570415,0.1843746,"Data not available"
"428","PA","XPO1","no hit",-0.4884276,0.184972,"Data not available"
"429","PA","PRMT1","no hit",-0.4148341,0.1861481,"Data not available"
"430","PA","ITGA3","no hit",0.4757438,0.1862523,"Data not available"
"431","PA","RACGAP1","no hit",1.2548032,0.1863014,"Data not available"
"432","PA","RPLP1","no hit",-0.6976493,0.1880194,"Data not available"
"433","PA","MYO1B","no hit",1.0768574,0.1884016,"Data not available"
"434","PA","SLC35B2","no hit",-0.4295009,0.1891595,"Data not available"
"435","PA","HSPA8","no hit",-0.3693488,0.1905722,"Data not available"
"436","PA","PSMA2","no hit",-0.3567348,0.1908187,"Data not available"
"437","PA","AP2A1","no hit",0.4433187,0.1915044,"Data not available"
"438","PA","TOR1AIP2","no hit",0.4197331,0.1921655,"Data not available"
"439","PA","ACTN1","no hit",0.9289429,0.1938871,"Data not available"
"440","PA","PGRMC1","no hit",0.4523851,0.1948146,"Data not available"
"441","PA","ACTN4","no hit",1.2041321,0.1955819,"Data not available"
"442","PA","PABPC4","no hit",-0.6944954,0.1959278,"Data not available"
"443","PA","G3BP1","no hit",-0.9409152,0.1964417,"Data not available"
"444","PA","ADRM1","no hit",-0.5774512,0.1966368,"Data not available"
"445","PA","P4HA1","no hit",0.4905861,0.1977732,"Data not available"
"446","PA","CMPK1","no hit",-0.5004241,0.1978787,"Data not available"
"447","PA","HPRT1","no hit",-0.6949907,0.1993951,"Data not available"
"448","PA","GRB2","no hit",-0.5558618,0.200744,"Data not available"
"449","PA","SLC6A9","no hit",0.3530572,0.2012579,"Data not available"
"450","PA","NASP","no hit",-0.5373574,0.2024011,"Data not available"
"451","PA","ECHS1","no hit",0.7161459,0.2028539,"Data not available"
"452","PA","FDFT1","no hit",0.5369991,0.2040962,"Data not available"
"453","PA","CRELD1","no hit",0.3407067,0.2045007,"Data not available"
"454","PA","PTPRF","no hit",0.7766446,0.2048545,"Data not available"
"455","PA","SLC2A1","no hit",0.3761336,0.2057072,"Data not available"
"456","PA","EIF4A3","no hit",-0.7338368,0.2057364,"Data not available"
"457","PA","MYO1C","no hit",1.2340096,0.2060303,"Data not available"
"458","PA","MGST1","no hit",0.6989488,0.2068239,"Data not available"
"459","PA","TXLNG","no hit",-0.8441387,0.2068484,"Data not available"
"460","PA","GORASP2","no hit",-0.5605087,0.2071039,"Data not available"
"461","PA","7-Sep","no hit",-1.2334307,0.2071909,"Data not available"
"462","PA","ASPH","no hit",0.9251205,0.2073504,"Data not available"
"463","PA","GDPD3","no hit",0.3772271,0.207759,"Data not available"
"464","PA","SNTB2","no hit",0.5476806,0.2080427,"Data not available"
"465","PA","HPCAL1","no hit",-0.5952747,0.2081707,"Data not available"
"466","PA","CLPTM1","no hit",0.4093705,0.2088599,"Data not available"
"467","PA","2-Sep","no hit",-0.8926841,0.2095095,"Data not available"
"468","PA","DNAJB11","no hit",0.909842,0.2109674,"Data not available"
"469","PA","TMEM259","no hit",0.4572342,0.2135374,"Data not available"
"470","PA","CD276","no hit",0.3194928,0.2136433,"Data not available"
"471","PA","ITGA1","no hit",0.7363086,0.2178101,"Data not available"
"472","PA","CKAP4","no hit",1.0374425,0.218704,"Data not available"
"473","PA","ALDOA","no hit",-0.4578697,0.2198786,"Data not available"
"474","PA","VASN","no hit",0.3945106,0.2206697,"Data not available"
"475","PA","TXLNA","no hit",-0.7825708,0.2223436,"Data not available"
"476","PA","LGALS3","no hit",0.3152423,0.2228815,"Data not available"
"477","PA","ECI2","no hit",0.7559716,0.2230628,"Data not available"
"478","PA","AUP1","no hit",0.7653565,0.2247176,"Data not available"
"479","PA","KIF23","no hit",1.3762028,0.2249349,"Data not available"
"480","PA","DDX39B","no hit",-0.4483316,0.2278352,"Data not available"
"481","PA","ARPC2","no hit",0.8387718,0.2294064,"Data not available"
"482","PA","PSMB4","no hit",-0.4262704,0.2300335,"Data not available"
"483","PA","FKBP10","no hit",0.4576698,0.2301868,"Data not available"
"484","PA","MBOAT7","no hit",0.5866982,0.2301932,"Data not available"
"485","PA","CLPP","no hit",0.4817375,0.2305996,"Data not available"
"486","PA","LIMA1","no hit",0.7611764,0.2311615,"Data not available"
"487","PA","PODXL2","no hit",0.3814965,0.2315324,"Data not available"
"488","PA","TKT","no hit",-0.3688553,0.2315713,"Data not available"
"489","PA","DDX6","no hit",-0.8606561,0.2327959,"Data not available"
"490","PA","HMGB1","no hit",-0.7689009,0.2341188,"Data not available"
"491","PA","ATP2A2","no hit",0.5280694,0.2350848,"Data not available"
"492","PA","RSU1","no hit",-0.529302,0.2352318,"Data not available"
"493","PA","S100A16","no hit",-0.3952593,0.2363937,"Data not available"
"494","PA","CCDC47","no hit",0.9389928,0.2368414,"Data not available"
"495","PA","HADHA","no hit",0.4662461,0.2393573,"Data not available"
"496","PA","MTHFD1","no hit",-0.9865059,0.2396704,"Data not available"
"497","PA","PSMA7","no hit",-0.2666472,0.2407575,"Data not available"
"498","PA","ITGB1","no hit",0.6028352,0.2430567,"Data not available"
"499","PA","CAP1","no hit",-0.467502,0.2434228,"Data not available"
"500","PA","ATP6AP2","no hit",0.4593696,0.245817,"Data not available"
"501","PA","NRAS","no hit",-0.355589,0.2459363,"Data not available"
"502","PA","ABCF2","no hit",-0.838477,0.2464148,"Data not available"
"503","PA","SLC22A18","no hit",0.4999536,0.2465142,"Data not available"
"504","PA","MYO1E","no hit",1.037495,0.2482288,"Data not available"
"505","PA","PGRMC2","no hit",0.5230338,0.2494738,"Data not available"
"506","PA","CD109","no hit",0.5226382,0.2494741,"Data not available"
"507","PA","PABPC1","no hit",-0.7657607,0.2502205,"Data not available"
"508","PA","COMT","no hit",0.3793053,0.2502978,"Data not available"
"509","PA","SACM1L","no hit",0.6798284,0.250487,"Data not available"
"510","PA","GARS","no hit",-0.5564182,0.2531211,"Data not available"
"511","PA","REEP6","no hit",-0.3948524,0.2555428,"Data not available"
"512","PA","CSPG4","no hit",0.3372564,0.2574308,"Data not available"
"513","PA","RPL18A","no hit",-0.8012599,0.2577255,"Data not available"
"514","PA","WLS","no hit",0.3405494,0.2585101,"Data not available"
"515","PA","HNRNPA1","no hit",-0.7122415,0.2596919,"Data not available"
"516","PA","CXADR","no hit",0.3314016,0.2596961,"Data not available"
"517","PA","TMX3","no hit",0.3871463,0.2613083,"Data not available"
"518","PA","SCAMP1","no hit",-0.3356148,0.2623313,"Data not available"
"519","PA","EIF1AY|EIF1AX","no hit",-0.9107681,0.2623737,"Data not available"
"520","PA","TAP1","no hit",0.5026019,0.2644086,"Data not available"
"521","PA","RBMX","no hit",-0.646381,0.2654104,"Data not available"
"522","PA","CLTC","no hit",-0.6017355,0.2672966,"Data not available"
"523","PA","TM9SF4","no hit",-0.3620671,0.2680679,"Data not available"
"524","PA","FXR1","no hit",-0.813101,0.2688156,"Data not available"
"525","PA","ERH","no hit",-0.5510695,0.2701238,"Data not available"
"526","PA","ANXA4","no hit",-0.3897706,0.2713977,"Data not available"
"527","PA","VAMP3","no hit",-0.3572429,0.2717534,"Data not available"
"528","PA","LDLR","no hit",-0.3726042,0.2733777,"Data not available"
"529","PA","10-Sep","no hit",-0.8078085,0.2742079,"Data not available"
"530","PA","PODXL","no hit",0.436464,0.2764118,"Data not available"
"531","PA","CFL1","no hit",0.3755804,0.2771756,"Data not available"
"532","PA","GEMIN5","no hit",-0.9234248,0.2773421,"Data not available"
"533","PA","CNPY2|F8W031","no hit",0.6198838,0.2774079,"Data not available"
"534","PA","VIM","no hit",-0.7550759,0.277643,"Data not available"
"535","PA","RPS25","no hit",-1.0555336,0.2778374,"Data not available"
"536","PA","SLC44A1","no hit",0.5331593,0.2799447,"Data not available"
"537","PA","TM9SF3","no hit",-0.4410135,0.2804642,"Data not available"
"538","PA","VDAC1","no hit",0.4891815,0.2832936,"Data not available"
"539","PA","METAP2","no hit",-1.1672268,0.2838974,"Data not available"
"540","PA","AP2M1","no hit",0.6692516,0.2839912,"Data not available"
"541","PA","NCEH1","no hit",0.389553,0.2842689,"Data not available"
"542","PA","GPRC5A","no hit",0.5835683,0.2844384,"Data not available"
"543","PA","SCAMP2","no hit",-0.3611587,0.2845094,"Data not available"
"544","PA","APMAP","no hit",0.4756683,0.2868441,"Data not available"
"545","PA","GPD2","no hit",0.7016824,0.2878149,"Data not available"
"546","PA","RPS7","no hit",-0.8317582,0.2886797,"Data not available"
"547","PA","PSMB1","no hit",-0.3880081,0.2891161,"Data not available"
"548","PA","SLC16A1","no hit",0.2446925,0.2914283,"Data not available"
"549","PA","P4HB","no hit",0.5295123,0.2925002,"Data not available"
"550","PA","ANXA2","no hit",0.2289044,0.2959714,"Data not available"
"551","PA","FARSB","no hit",-0.6211158,0.2960562,"Data not available"
"552","PA","RAB27B","no hit",0.3835296,0.2963088,"Data not available"
"553","PA","VAPA","no hit",0.5013389,0.2965477,"Data not available"
"554","PA","RAB1B","no hit",-0.3824102,0.2980556,"Data not available"
"555","PA","9-Sep","no hit",-0.9908514,0.2982647,"Data not available"
"556","PA","DEGS1","no hit",0.3264638,0.3008159,"Data not available"
"557","PA","DLG1","no hit",0.268508,0.3014211,"Data not available"
"558","PA","ZMPSTE24","no hit",0.4647001,0.3040662,"Data not available"
"559","PA","RABAC1","no hit",-0.4214853,0.3040845,"Data not available"
"560","PA","CSDE1","no hit",-0.8677602,0.3051104,"Data not available"
"561","PA","SCD","no hit",0.4187249,0.3058105,"Data not available"
"562","PA","SLC5A6","no hit",-0.2534202,0.3077571,"Data not available"
"563","PA","HDGF","no hit",-0.3794429,0.3080303,"Data not available"
"564","PA","FAU","no hit",-1.2183756,0.3086996,"Data not available"
"565","PA","S100A13","no hit",-0.5376245,0.3089895,"Data not available"
"566","PA","RPL5","no hit",-0.6903833,0.309751,"Data not available"
"567","PA","PLD3","no hit",0.2875705,0.309841,"Data not available"
"568","PA","TPM4","no hit",0.4376922,0.3109776,"Data not available"
"569","PA","RPS14","no hit",-0.7317541,0.3128199,"Data not available"
"570","PA","STT3B","no hit",1.2871175,0.3142492,"Data not available"
"571","PA","FUBP1","no hit",-0.3619687,0.3153676,"Data not available"
"572","PA","SFPQ","no hit",-0.5062834,0.3154967,"Data not available"
"573","PA","ESYT1","no hit",0.6876612,0.3183955,"Data not available"
"574","PA","M6PR","no hit",-0.5028284,0.320501,"Data not available"
"575","PA","FLVCR1","no hit",0.3130558,0.3209768,"Data not available"
"576","PA","RUVBL2","no hit",-0.5663251,0.3221846,"Data not available"
"577","PA","CORO1C","no hit",0.5854411,0.3242751,"Data not available"
"578","PA","RPL14","no hit",-1.0125213,0.3250588,"Data not available"
"579","PA","TMEM165","no hit",-0.4216952,0.3262406,"Data not available"
"580","PA","NCL","no hit",0.3709587,0.3266669,"Data not available"
"581","PA","IKBIP","no hit",0.7831438,0.3269566,"Data not available"
"582","PA","EIF2A","no hit",-0.6542443,0.3272351,"Data not available"
"583","PA","SEC61B","no hit",0.3143726,0.3276498,"Data not available"
"584","PA","PSMA3","no hit",-0.404046,0.327942,"Data not available"
"585","PA","CYB5R3","no hit",0.4456785,0.3290754,"Data not available"
"586","PA","AK2","no hit",0.5170853,0.3293545,"Data not available"
"587","PA","RPL24","no hit",-0.9191877,0.3362564,"Data not available"
"588","PA","RPL36A|RPL36A-HNRNPH2","no hit",-0.8823112,0.3364819,"Data not available"
"589","PA","ARPC4-TTLL3|ARPC4","no hit",0.3463547,0.3367566,"Data not available"
"590","PA","DDX3X","no hit",-0.7297179,0.3378197,"Data not available"
"591","PA","HLA-A","no hit",0.2389993,0.3387667,"Data not available"
"592","PA","TMX2","no hit",0.33174,0.3411925,"Data not available"
"593","PA","STX10","no hit",-0.3488578,0.3420549,"Data not available"
"594","PA","CALR","no hit",0.3275359,0.3420856,"Data not available"
"595","PA","PPP3CA","no hit",-0.238898,0.3423152,"Data not available"
"596","PA","EIF3G","no hit",-0.8235661,0.342382,"Data not available"
"597","PA","RPLP0","no hit",-0.6730905,0.3433146,"Data not available"
"598","PA","SLC7A2","no hit",-0.2848604,0.3448875,"Data not available"
"599","PA","SLC31A1","no hit",0.2908689,0.3458152,"Data not available"
"600","PA","RPS8","no hit",-0.8715098,0.346118,"Data not available"
"601","PA","TMED5","no hit",-0.4449062,0.3470317,"Data not available"
"602","PA","RPL35","no hit",-0.9043925,0.348088,"Data not available"
"603","PA","SCP2","no hit",0.5047331,0.3484288,"Data not available"
"604","PA","E9PAM4|PI4K2A","no hit",-0.3162002,0.3495461,"Data not available"
"605","PA","RPL11","no hit",-0.8546576,0.3500932,"Data not available"
"606","PA","RPL15","no hit",-0.797802,0.3502915,"Data not available"
"607","PA","TSPAN4","no hit",0.6361595,0.3508632,"Data not available"
"608","PA","RPS20","no hit",-0.873913,0.3543163,"Data not available"
"609","PA","TECR","no hit",0.7546452,0.3547755,"Data not available"
"610","PA","NAPA","no hit",-0.2622515,0.3551982,"Data not available"
"611","PA","KDSR","no hit",0.3551705,0.3584189,"Data not available"
"612","PA","ITGA2","no hit",0.5012052,0.3592761,"Data not available"
"613","PA","XRCC5","no hit",-0.5917313,0.3605306,"Data not available"
"614","PA","SYNCRIP","no hit",-0.5910552,0.3608183,"Data not available"
"615","PA","SURF4","no hit",-0.2996728,0.3612315,"Data not available"
"616","PA","SYPL1","no hit",-0.546815,0.3617302,"Data not available"
"617","PA","FKBP9","no hit",0.385595,0.3620501,"Data not available"
"618","PA","RPL7","no hit",-0.8038363,0.3623667,"Data not available"
"619","PA","MICA","no hit",0.3456726,0.3624216,"Data not available"
"620","PA","RPL36","no hit",-0.9026262,0.3626459,"Data not available"
"621","PA","RPS3A","no hit",-0.7393476,0.3650739,"Data not available"
"622","PA","CYB5B","no hit",0.5613273,0.3671943,"Data not available"
"623","PA","RHEB","no hit",0.2058517,0.3682448,"Data not available"
"624","PA","SEC61A1","no hit",0.2966841,0.3688266,"Data not available"
"625","PA","PDIA4","no hit",0.6446313,0.368855,"Data not available"
"626","PA","P4HA2","no hit",0.4168585,0.3718328,"Data not available"
"627","PA","PSMA4","no hit",-0.2404741,0.3721474,"Data not available"
"628","PA","UQCRB","no hit",0.7334598,0.3729699,"Data not available"
"629","PA","RPL23A","no hit",-0.772157,0.3731138,"Data not available"
"630","PA","RPS17","no hit",-0.8838204,0.3731412,"Data not available"
"631","PA","RPS3","no hit",-0.7743381,0.3734615,"Data not available"
"632","PA","PLEC","no hit",-0.5750348,0.3758303,"Data not available"
"633","PA","LGALS3BP","no hit",0.2572816,0.3772971,"Data not available"
