gene_name,protein_id,Protein.Description,LipidProbe,sample,logFC,AveExpr,pvalue,hit_annotation
RRM1,P23921,Ribonucleoside-diphosphate reductase large subunit,PE,cytosol,-1.919857888,23.61452531,2.22e-13,no hit
TUBB,P07437,Tubulin beta chain,PE,cytosol,-1.91693671,25.95472931,2.28e-13,no hit
LARP1,Q6PKG0,La-related protein 1,PE,cytosol,-1.542786158,22.24528461,2.48e-13,no hit
STAT3,P40763,Signal transducer and activator of transcription 3,PE,cytosol,-1.748651349,22.83083064,2.48e-13,no hit
DPYSL2,Q16555,Dihydropyrimidinase-related protein 2,PE,cytosol,-1.798101432,21.35658565,2.63e-13,no hit
PNO1,Q9NRX1,RNA-binding protein PNO1,PE,cytosol,-1.553242436,20.04332189,2.7e-13,no hit
HARS1,P12081,"Histidine--tRNA ligase, cytoplasmic",PE,cytosol,-1.897445424,22.1660726,2.72e-13,no hit
STAT1,P42224,Signal transducer and activator of transcription 1-alpha/beta,PE,cytosol,-1.558080301,21.54372214,2.89e-13,no hit
PAICS,P22234,Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase,PE,cytosol,-2.157523519,23.56734586,3.02e-13,no hit
PGP,A6NDG6,Glycerol-3-phosphate phosphatase,PE,cytosol,-1.625573109,22.54889078,3.03e-13,no hit
NMT1,P30419,Glycylpeptide N-tetradecanoyltransferase 1,PE,cytosol,-1.755025136,19.52606123,3.03e-13,no hit
SNX6,Q9UNH7,Sorting nexin-6,PE,cytosol,-1.748536203,21.3448124,3.24e-13,no hit
TSG101,Q99816,Tumor susceptibility gene 101 protein,PE,cytosol,-1.440317715,19.34948397,3.24e-13,no hit
GSTO1,P78417,Glutathione S-transferase omega-1,PE,cytosol,-1.721620727,23.13540142,3.29e-13,no hit
AP2B1,P63010,AP-2 complex subunit beta,PE,cytosol,-1.622218781,22.33874336,3.32e-13,no hit
STUB1,Q9UNE7,E3 ubiquitin-protein ligase CHIP,PE,cytosol,-1.483649364,21.25562934,3.47e-13,no hit
CPNE1,Q99829,Copine-1,PE,cytosol,-1.648737058,20.27287927,3.6e-13,no hit
PDCD4,Q53EL6,Programmed cell death protein 4,PE,cytosol,-1.610565198,21.91427356,4.21e-13,no hit
ACTR3,P61158,Actin-related protein 3,PE,cytosol,-1.714468815,21.54835469,4.25e-13,no hit
PFKP,Q01813,"ATP-dependent 6-phosphofructokinase, platelet type",PE,cytosol,-2.030463683,23.5591846,4.66e-13,no hit
PPP2R5D,Q14738,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform,PE,cytosol,-1.998332382,21.6773638,4.68e-13,no hit
MAPK3,P27361,Mitogen-activated protein kinase 3,PE,cytosol,-1.519168482,20.37251439,4.82e-13,no hit
NEK7,Q8TDX7,Serine/threonine-protein kinase Nek7,PE,cytosol,-1.97185077,19.68898891,4.97e-13,no hit
ACTR2,P61160,Actin-related protein 2,PE,cytosol,-1.930047954,20.59879864,5e-13,no hit
PRMT3,O60678,Protein arginine N-methyltransferase 3,PE,cytosol,-1.393146034,20.1121031,5.02e-13,no hit
ACACA,Q13085,Acetyl-CoA carboxylase 1,PE,cytosol,-1.680637027,21.84375859,5.13e-13,no hit
ATIC,P31939,Bifunctional purine biosynthesis protein ATIC,PE,cytosol,-1.611112418,23.54458173,5.31e-13,no hit
VCL,P18206,Vinculin,PE,cytosol,-2.071272905,24.97216725,5.44e-13,no hit
GAPVD1,Q14C86,GTPase-activating protein and VPS9 domain-containing protein 1,PE,cytosol,-1.865151626,21.83981913,5.45e-13,no hit
CDK1,P06493,Cyclin-dependent kinase 1,PE,cytosol,-1.664285761,22.31394392,5.58e-13,no hit
NIBAN2,Q96TA1,Protein Niban 2,PE,cytosol,-1.660389993,20.10018902,5.87e-13,no hit
HBS1L,Q9Y450,HBS1-like protein,PE,cytosol,-1.74743219,18.67602457,6.39e-13,no hit
PSAT1,Q9Y617,Phosphoserine aminotransferase,PE,cytosol,-2.003874282,23.00814827,6.6e-13,no hit
TWF1,Q12792,Twinfilin-1,PE,cytosol,-1.70270411,21.89795711,6.73e-13,no hit
FH,P07954,"Fumarate hydratase, mitochondrial",PE,cytosol,-1.805741835,22.50965073,6.87e-13,no hit
PGM3,O95394,Phosphoacetylglucosamine mutase,PE,cytosol,-1.610703263,21.86047239,6.93e-13,no hit
SMNDC1,O75940,Survival of motor neuron-related-splicing factor 30,PE,cytosol,-2.756005129,18.22933845,6.95e-13,no hit
YARS1,P54577,"Tyrosine--tRNA ligase, cytoplasmic",PE,cytosol,-2.062998597,23.29377544,6.97e-13,no hit
MAP4,P27816,Microtubule-associated protein 4,PE,cytosol,-2.680693733,23.73924427,7e-13,no hit
GTF2B,Q00403,Transcription initiation factor IIB,PE,cytosol,-1.966655702,18.09569419,7.03e-13,no hit
RPL23,P62829,60S ribosomal protein L23,PE,cytosol,-2.051800719,23.38403777,7.29e-13,no hit
DRG2,P55039,Developmentally-regulated GTP-binding protein 2,PE,cytosol,-1.768114132,20.6238396,7.51e-13,no hit
ATG7,O95352,Ubiquitin-like modifier-activating enzyme ATG7,PE,cytosol,-1.53159357,19.86521981,7.76e-13,no hit
TTC4,O95801,Tetratricopeptide repeat protein 4,PE,cytosol,-1.974648947,20.45332017,7.79e-13,no hit
SERPINB6,P35237,Serpin B6,PE,cytosol,-1.747714168,24.46685959,7.8e-13,no hit
SRM,P19623,Spermidine synthase,PE,cytosol,-1.806294599,22.70141198,7.86e-13,no hit
TBCD,Q9BTW9,Tubulin-specific chaperone D,PE,cytosol,-1.44412192,20.74814713,8.24e-13,no hit
ELP1,O95163,Elongator complex protein 1,PE,cytosol,-1.864501652,21.26685547,8.28e-13,no hit
PRPSAP1,Q14558,Phosphoribosyl pyrophosphate synthase-associated protein 1,PE,cytosol,-2.078532481,21.17174202,8.51e-13,no hit
CARS1,P49589,"Cysteine--tRNA ligase, cytoplasmic",PE,cytosol,-1.587104367,21.14475646,8.53e-13,no hit
GCN1,Q92616,eIF-2-alpha kinase activator GCN1,PE,cytosol,-1.618441834,23.36912117,9.46e-13,no hit
ETF1,P62495,Eukaryotic peptide chain release factor subunit 1,PE,cytosol,-2.321366675,21.84732911,9.49e-13,no hit
AARSD1,Q9BTE6,Alanyl-tRNA editing protein Aarsd1,PE,cytosol,-1.799818278,19.27822015,9.53e-13,no hit
CCT8,P50990,T-complex protein 1 subunit theta,PE,cytosol,-1.774114476,24.15415271,9.85e-13,no hit
DNAJB4,Q9UDY4,DnaJ homolog subfamily B member 4,PE,cytosol,-1.822180262,21.4009989,1.01e-12,no hit
GFPT1,Q06210,Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 1,PE,cytosol,-1.902927942,22.8779981,1.03e-12,no hit
FBXO22,Q8NEZ5,F-box only protein 22,PE,cytosol,-1.470376106,20.81796968,1.04e-12,no hit
UGP2,Q16851,UTP--glucose-1-phosphate uridylyltransferase,PE,cytosol,-1.787092889,23.40296938,1.05e-12,no hit
COTL1,Q14019,Coactosin-like protein,PE,cytosol,-1.931299232,23.00477705,1.08e-12,no hit
C9orf64,Q5T6V5,Queuosine salvage protein,PE,cytosol,-1.866068978,20.16439706,1.08e-12,no hit
ACTR1A,P61163,Alpha-centractin,PE,cytosol,-1.744478672,20.22264111,1.09e-12,no hit
GDI2,P50395,Rab GDP dissociation inhibitor beta,PE,cytosol,-1.96328697,24.95987343,1.09e-12,no hit
KIF5B,P33176,Kinesin-1 heavy chain,PE,cytosol,-1.948864617,23.28215941,1.15e-12,no hit
CLUH,O75153,Clustered mitochondria protein homolog,PE,cytosol,-1.372679348,22.34760601,1.15e-12,no hit
SEC24A,O95486,Protein transport protein Sec24A,PE,cytosol,-1.583185869,18.57255808,1.2e-12,no hit
EIF2A,Q9BY44,Eukaryotic translation initiation factor 2A,PE,cytosol,-1.784441777,22.75647199,1.24e-12,no hit
GFUS,Q13630,GDP-L-fucose synthase,PE,cytosol,-1.642878184,21.40716796,1.32e-12,no hit
ATP6V1C1,P21283,V-type proton ATPase subunit C 1,PE,cytosol,-1.978515962,21.09374485,1.32e-12,no hit
PGK1,P00558,Phosphoglycerate kinase 1,PE,cytosol,-2.38639609,25.54977991,1.34e-12,no hit
SBDS,Q9Y3A5,Ribosome maturation protein SBDS,PE,cytosol,-2.140599469,21.90003085,1.38e-12,no hit
TTC38,Q5R3I4,Tetratricopeptide repeat protein 38,PE,cytosol,-1.557761114,20.56978239,1.41e-12,no hit
OTUB1,Q96FW1,Ubiquitin thioesterase OTUB1,PE,cytosol,-1.575564525,21.50448724,1.46e-12,no hit
FARSB,Q9NSD9,Phenylalanine--tRNA ligase beta subunit,PE,cytosol,-1.568224571,22.63448408,1.46e-12,no hit
GCLM,P48507,Glutamate--cysteine ligase regulatory subunit,PE,cytosol,-1.654795616,20.62750187,1.48e-12,no hit
MYPN,Q86TC9,Myopalladin,PE,cytosol,-1.484089486,19.30021506,1.48e-12,no hit
CHORDC1,Q9UHD1,Cysteine and histidine-rich domain-containing protein 1,PE,cytosol,-2.223672756,22.9375413,1.49e-12,no hit
APEX1,P27695,DNA-(apurinic or apyrimidinic site) endonuclease,PE,cytosol,-2.073554974,22.26989468,1.52e-12,no hit
ARHGDIA,P52565,Rho GDP-dissociation inhibitor 1,PE,cytosol,-1.948625771,23.13892766,1.52e-12,no hit
PRPS1,P60891,Ribose-phosphate pyrophosphokinase 1,PE,cytosol,-1.853876845,21.86024521,1.54e-12,no hit
G6PD,P11413,Glucose-6-phosphate 1-dehydrogenase,PE,cytosol,-1.966613056,23.81982612,1.56e-12,no hit
ATXN10,Q9UBB4,Ataxin-10,PE,cytosol,-1.577074906,23.12001485,1.58e-12,no hit
CTPS1,P17812,CTP synthase 1,PE,cytosol,-1.835525405,23.4809027,1.6e-12,no hit
EIF2S2,P20042,Eukaryotic translation initiation factor 2 subunit 2,PE,cytosol,-1.879436461,22.45915313,1.63e-12,no hit
CPNE3,O75131,Copine-3,PE,cytosol,-1.942911155,22.60171948,1.66e-12,no hit
CSRP1,P21291,Cysteine and glycine-rich protein 1,PE,cytosol,-2.957826002,20.40267374,1.68e-12,no hit
RAC1,P63000,Ras-related C3 botulinum toxin substrate 1,PE,cytosol,-1.398541514,21.842239,1.68e-12,no hit
MARS1,P56192,"Methionine--tRNA ligase, cytoplasmic",PE,cytosol,-1.507453303,23.45225798,1.75e-12,no hit
PRKAG1,P54619,5'-AMP-activated protein kinase subunit gamma-1,PE,cytosol,-1.541172931,18.96337706,1.78e-12,no hit
TYMP,P19971,Thymidine phosphorylase,PE,cytosol,-1.442064756,21.68549608,1.83e-12,no hit
ABHD14B,Q96IU4,Putative protein-lysine deacylase ABHD14B,PE,cytosol,-1.529710532,19.80790417,1.87e-12,no hit
HSPA1A,P0DMV8,Heat shock 70 kDa protein 1A,PE,cytosol,-1.45724427,26.16492285,2.01e-12,no hit
THOP1,P52888,Thimet oligopeptidase,PE,cytosol,-1.713242742,23.63021512,2.04e-12,no hit
GSPT1,P15170,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,PE,cytosol,-2.029488133,24.23551964,2.06e-12,no hit
DPH5,Q9H2P9,Diphthine methyl ester synthase,PE,cytosol,-1.656987078,20.7361075,2.09e-12,no hit
EIF3J,O75822,Eukaryotic translation initiation factor 3 subunit J,PE,cytosol,-1.621855968,21.9145319,2.12e-12,no hit
ADSS2,P30520,Adenylosuccinate synthetase isozyme 2,PE,cytosol,-1.640251671,23.24281781,2.15e-12,no hit
PTPN11,Q06124,Tyrosine-protein phosphatase non-receptor type 11,PE,cytosol,-1.598757533,19.48965885,2.4e-12,no hit
ARPC2,O15144,Actin-related protein 2/3 complex subunit 2,PE,cytosol,-1.730078386,20.95227807,2.44e-12,no hit
PPME1,Q9Y570,Protein phosphatase methylesterase 1,PE,cytosol,-1.818839842,21.20680959,2.49e-12,no hit
KIF1C,O43896,Kinesin-like protein KIF1C,PE,cytosol,-1.347991835,19.56242975,2.49e-12,no hit
TUBB4B,P68371,Tubulin beta-4B chain,PE,cytosol,-1.880964435,22.55968857,2.56e-12,no hit
RHOA,P61586,Transforming protein RhoA,PE,cytosol,-2.011308086,21.70269978,2.65e-12,no hit
EGLN1,Q9GZT9,Egl nine homolog 1,PE,cytosol,-1.336082065,18.35991105,2.69e-12,no hit
USP9X,Q93008,Probable ubiquitin carboxyl-terminal hydrolase FAF-X,PE,cytosol,-1.478211579,21.61976787,2.82e-12,no hit
UNC45A,Q9H3U1,Protein unc-45 homolog A,PE,cytosol,-1.661514362,21.82059739,2.86e-12,no hit
MTHFD1,P11586,"C-1-tetrahydrofolate synthase, cytoplasmic",PE,cytosol,-1.957204655,23.54606863,2.96e-12,no hit
EML2,O95834,Echinoderm microtubule-associated protein-like 2,PE,cytosol,-1.728852901,19.93022133,2.99e-12,no hit
MPST,P25325,3-mercaptopyruvate sulfurtransferase,PE,cytosol,-1.48048011,21.39368557,3.01e-12,no hit
TARS1,P26639,"Threonine--tRNA ligase 1, cytoplasmic",PE,cytosol,-1.975860161,25.47058352,3.11e-12,no hit
DYNC1H1,Q14204,Cytoplasmic dynein 1 heavy chain 1,PE,cytosol,-1.622010231,24.21876841,3.12e-12,no hit
GBF1,Q92538,Golgi-specific brefeldin A-resistance guanine nucleotide exchange factor 1,PE,cytosol,-1.522224481,20.33582433,3.13e-12,no hit
IMPA2,O14732,Inositol monophosphatase 2,PE,cytosol,-1.556119496,19.78171006,3.22e-12,no hit
ABCF1,Q8NE71,ATP-binding cassette sub-family F member 1,PE,cytosol,-1.823914772,22.02420878,3.27e-12,no hit
PAFAH1B1,P43034,Platelet-activating factor acetylhydrolase IB subunit beta,PE,cytosol,-1.865646357,22.47279209,3.29e-12,no hit
BPNT1,O95861,"3'(2'),5'-bisphosphate nucleotidase 1",PE,cytosol,-1.745823737,21.62776971,3.37e-12,no hit
GET3,O43681,ATPase GET3,PE,cytosol,-1.343459032,22.1544968,3.43e-12,no hit
RIC8A,Q9NPQ8,Synembryn-A,PE,cytosol,-1.741615166,19.10957939,3.64e-12,no hit
PTPA,Q15257,Serine/threonine-protein phosphatase 2A activator,PE,cytosol,-1.634985078,21.53989515,3.69e-12,no hit
NAA15,Q9BXJ9,"N-alpha-acetyltransferase 15, NatA auxiliary subunit",PE,cytosol,-1.674167058,22.14091007,3.69e-12,no hit
EIF4A3,P38919,Eukaryotic initiation factor 4A-III,PE,cytosol,-1.835049401,22.98522546,3.71e-12,no hit
NCAPG,Q9BPX3,Condensin complex subunit 3,PE,cytosol,-1.673185864,21.08920391,3.81e-12,no hit
NEDD8,Q15843,NEDD8,PE,cytosol,-1.826839061,19.15416689,3.86e-12,no hit
PFKL,P17858,"ATP-dependent 6-phosphofructokinase, liver type",PE,cytosol,-1.715480384,22.19098825,3.87e-12,no hit
UBE2M,P61081,NEDD8-conjugating enzyme Ubc12,PE,cytosol,-1.779619748,21.71587948,3.89e-12,no hit
VPS4B,O75351,Vacuolar protein sorting-associated protein 4B,PE,cytosol,-1.699810183,20.07173613,3.93e-12,no hit
GMPS,P49915,GMP synthase [glutamine-hydrolyzing],PE,cytosol,-1.680897164,23.56737294,4.03e-12,no hit
DNAJC7,Q99615,DnaJ homolog subfamily C member 7,PE,cytosol,-1.923233669,22.79439186,4.06e-12,no hit
VPS26A,O75436,Vacuolar protein sorting-associated protein 26A,PE,cytosol,-1.534553749,20.96357355,4.09e-12,no hit
TBC1D4,O60343,TBC1 domain family member 4,PE,cytosol,-2.147030439,17.95073942,4.13e-12,no hit
PPP5C,P53041,Serine/threonine-protein phosphatase 5,PE,cytosol,-1.769539809,22.98068266,4.21e-12,no hit
EFTUD2,Q15029,116 kDa U5 small nuclear ribonucleoprotein component,PE,cytosol,-1.313657303,21.68453159,4.25e-12,no hit
GNE,Q9Y223,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase,PE,cytosol,-1.389543043,20.12632008,4.28e-12,no hit
RPS6KA3,P51812,Ribosomal protein S6 kinase alpha-3,PE,cytosol,-1.673914025,22.30726147,4.42e-12,no hit
RAB9A,P51151,Ras-related protein Rab-9A,PE,cytosol,-1.468656155,18.87062976,4.44e-12,no hit
PREPL,Q4J6C6,Prolyl endopeptidase-like,PE,cytosol,-1.908058609,19.63839232,4.55e-12,no hit
LTA4H,P09960,Leukotriene A-4 hydrolase,PE,cytosol,-1.595369269,23.72215909,4.58e-12,no hit
NMD3,Q96D46,60S ribosomal export protein NMD3,PE,cytosol,-1.862829453,20.06952081,4.63e-12,no hit
SEC23IP,Q9Y6Y8,SEC23-interacting protein,PE,cytosol,-1.270770613,19.76204987,4.65e-12,no hit
MAT2A,P31153,S-adenosylmethionine synthase isoform type-2,PE,cytosol,-1.564962656,24.50111487,4.69e-12,no hit
RAB3GAP2,Q9H2M9,Rab3 GTPase-activating protein non-catalytic subunit,PE,cytosol,-1.376462541,18.53742277,4.7e-12,no hit
TES,Q9UGI8,Testin,PE,cytosol,-1.87700945,21.16718734,4.72e-12,no hit
EIF3F,O00303,Eukaryotic translation initiation factor 3 subunit F,PE,cytosol,-1.38394454,21.96263256,4.86e-12,no hit
UBE2T,Q9NPD8,Ubiquitin-conjugating enzyme E2 T,PE,cytosol,-1.885710897,19.26571007,5.06e-12,no hit
PANK4,Q9NVE7,4'-phosphopantetheine phosphatase,PE,cytosol,-1.528464189,18.58410199,5.28e-12,no hit
ASS1,P00966,Argininosuccinate synthase,PE,cytosol,-2.073340289,24.78110627,5.37e-12,no hit
CCT6A,P40227,T-complex protein 1 subunit zeta,PE,cytosol,-1.797202671,23.53066537,5.4e-12,no hit
NUDC,Q9Y266,Nuclear migration protein nudC,PE,cytosol,-1.822055437,21.18306864,5.47e-12,no hit
POLD3,Q15054,DNA polymerase delta subunit 3,PE,cytosol,-1.435111207,19.74589891,5.52e-12,no hit
MTRR,Q9UBK8,Methionine synthase reductase,PE,cytosol,-1.799031747,20.33059677,5.58e-12,no hit
PGD,P52209,"6-phosphogluconate dehydrogenase, decarboxylating",PE,cytosol,-1.781620969,23.34433685,5.63e-12,no hit
SRPK1,Q96SB4,SRSF protein kinase 1,PE,cytosol,-1.499223741,20.47728971,5.69e-12,no hit
AHCYL1,O43865,S-adenosylhomocysteine hydrolase-like protein 1,PE,cytosol,-1.719639364,22.38370736,5.76e-12,no hit
QDPR,P09417,Dihydropteridine reductase,PE,cytosol,-1.565954713,19.55092915,5.84e-12,no hit
SULT1A3,P0DMM9,Sulfotransferase 1A3,PE,cytosol,-1.585503983,21.20485555,5.99e-12,no hit
KLC1,Q07866,Kinesin light chain 1,PE,cytosol,-1.99647629,20.12186115,6.28e-12,no hit
FKBP3,Q00688,Peptidyl-prolyl cis-trans isomerase FKBP3,PE,cytosol,-2.073604648,22.25625515,6.35e-12,no hit
GPI,P06744,Glucose-6-phosphate isomerase,PE,cytosol,-2.183812566,24.925132,6.38e-12,no hit
CAND1,Q86VP6,Cullin-associated NEDD8-dissociated protein 1,PE,cytosol,-1.522185579,24.45610169,6.45e-12,no hit
GPD1L,Q8N335,Glycerol-3-phosphate dehydrogenase 1-like protein,PE,cytosol,-1.517517572,21.29644026,6.5e-12,no hit
ANXA6,P08133,Annexin A6,PE,cytosol,-1.919161996,23.16940704,6.71e-12,no hit
DDX3X,O00571,ATP-dependent RNA helicase DDX3X,PE,cytosol,-1.732170648,24.09833822,6.94e-12,no hit
MRI1,Q9BV20,Methylthioribose-1-phosphate isomerase,PE,cytosol,-1.655574726,21.46131462,6.97e-12,no hit
CTNNA1,P35221,Catenin alpha-1,PE,cytosol,-1.637530936,21.903494,7.05e-12,no hit
PSMD8,P48556,26S proteasome non-ATPase regulatory subunit 8,PE,cytosol,-1.257552533,23.10939838,7.33e-12,no hit
ARCN1,P48444,Coatomer subunit delta,PE,cytosol,-1.517170009,21.70295019,7.34e-12,no hit
RPS3A,P61247,40S ribosomal protein S3a,PE,cytosol,-1.65012564,25.05704123,7.39e-12,no hit
SNX2,O60749,Sorting nexin-2,PE,cytosol,-1.953153439,18.83604905,7.48e-12,no hit
OSBPL9,Q96SU4,Oxysterol-binding protein-related protein 9,PE,cytosol,-1.384813038,20.78247607,7.53e-12,no hit
ANXA7,P20073,Annexin A7,PE,cytosol,-1.746003134,23.66936392,7.7e-12,no hit
UBA2,Q9UBT2,SUMO-activating enzyme subunit 2,PE,cytosol,-1.45904826,24.36563615,7.82e-12,no hit
ACLY,P53396,ATP-citrate synthase,PE,cytosol,-1.928626747,24.92137781,7.85e-12,no hit
ELAC2,Q9BQ52,Zinc phosphodiesterase ELAC protein 2,PE,cytosol,-1.695223817,21.62361275,7.97e-12,no hit
LASP1,Q14847,LIM and SH3 domain protein 1,PE,cytosol,-2.254519637,21.06314719,8.27e-12,no hit
SARS1,P49591,"Serine--tRNA ligase, cytoplasmic",PE,cytosol,-1.85706918,22.80279125,8.37e-12,no hit
THUMPD1,Q9NXG2,THUMP domain-containing protein 1,PE,cytosol,-1.684423427,22.21463938,8.52e-12,no hit
ARPC1B,O15143,Actin-related protein 2/3 complex subunit 1B,PE,cytosol,-1.937414412,21.15693587,8.76e-12,no hit
USP24,Q9UPU5,Ubiquitin carboxyl-terminal hydrolase 24,PE,cytosol,-1.318829187,18.36511942,8.96e-12,no hit
LARS1,Q9P2J5,"Leucine--tRNA ligase, cytoplasmic",PE,cytosol,-1.326433753,23.78438365,9.12e-12,no hit
FLII,Q13045,Protein flightless-1 homolog,PE,cytosol,-1.568285845,20.93770021,9.3e-12,no hit
FKBP4,Q02790,Peptidyl-prolyl cis-trans isomerase FKBP4,PE,cytosol,-1.965041049,25.01728931,9.3e-12,no hit
RABGGTA,Q92696,Geranylgeranyl transferase type-2 subunit alpha,PE,cytosol,-1.270971052,19.83526913,9.55e-12,no hit
MAPK14,Q16539,Mitogen-activated protein kinase 14,PE,cytosol,-1.619524093,21.87084721,9.56e-12,no hit
RAB3GAP1,Q15042,Rab3 GTPase-activating protein catalytic subunit,PE,cytosol,-1.606963722,18.50324946,9.63e-12,no hit
SERBP1,Q8NC51,Plasminogen activator inhibitor 1 RNA-binding protein,PE,cytosol,-2.959629433,23.25179019,9.76e-12,no hit
DNAJB1,P25685,DnaJ homolog subfamily B member 1,PE,cytosol,-1.737134532,21.72407894,9.8e-12,no hit
PFKM,P08237,"ATP-dependent 6-phosphofructokinase, muscle type",PE,cytosol,-1.940096112,22.68108975,9.93e-12,no hit
TUBA1C,Q9BQE3,Tubulin alpha-1C chain,PE,cytosol,-1.851171193,25.39429794,1.04e-11,no hit
DNAJA1,P31689,DnaJ homolog subfamily A member 1,PE,cytosol,-2.342926261,22.82414177,1.15e-11,no hit
WARS1,P23381,"Tryptophan--tRNA ligase, cytoplasmic",PE,cytosol,-2.066800063,22.67492968,1.15e-11,no hit
IQGAP1,P46940,Ras GTPase-activating-like protein IQGAP1,PE,cytosol,-1.661316566,25.03278927,1.15e-11,no hit
RNPEP,Q9H4A4,Aminopeptidase B,PE,cytosol,-1.517412091,24.17589488,1.17e-11,no hit
IPO9,Q96P70,Importin-9,PE,cytosol,-1.447003746,23.05752771,1.29e-11,no hit
SNX27,Q96L92,Sorting nexin-27,PE,cytosol,-1.490668954,16.90178221,1.3e-11,no hit
RARS1,P54136,"Arginine--tRNA ligase, cytoplasmic",PE,cytosol,-1.506393001,23.87570336,1.38e-11,no hit
EEF2,P13639,Elongation factor 2,PE,cytosol,-2.446195881,26.07685394,1.4e-11,no hit
ECPAS,Q5VYK3,Proteasome adapter and scaffold protein ECM29,PE,cytosol,-1.676741875,22.00678354,1.41e-11,no hit
PDXK,O00764,Pyridoxal kinase,PE,cytosol,-1.542071433,22.45640652,1.42e-11,no hit
KYNU,Q16719,Kynureninase,PE,cytosol,-1.89596071,22.65764176,1.45e-11,no hit
STK26,Q9P289,Serine/threonine-protein kinase 26,PE,cytosol,-1.6197416,21.70124967,1.48e-11,no hit
BZW2,Q9Y6E2,eIF5-mimic protein 1,PE,cytosol,-1.540410647,21.6996947,1.54e-11,no hit
SNX3,O60493,Sorting nexin-3,PE,cytosol,-1.998109176,19.90158325,1.58e-11,no hit
PHAX,Q9H814,Phosphorylated adapter RNA export protein,PE,cytosol,-2.284070849,18.89247354,1.6e-11,no hit
EEF1A1,P68104,Elongation factor 1-alpha 1,PE,cytosol,-2.307113485,25.42604669,1.61e-11,no hit
API5,Q9BZZ5,Apoptosis inhibitor 5,PE,cytosol,-1.358607919,20.55938222,1.62e-11,no hit
LYPLA2,O95372,Acyl-protein thioesterase 2,PE,cytosol,-1.882818279,20.47087846,1.63e-11,no hit
QARS1,P47897,Glutamine--tRNA ligase,PE,cytosol,-1.412327034,23.50467354,1.64e-11,no hit
PPID,Q08752,Peptidyl-prolyl cis-trans isomerase D,PE,cytosol,-1.8546113,21.16008457,1.67e-11,no hit
PDCD6IP,Q8WUM4,Programmed cell death 6-interacting protein,PE,cytosol,-1.72370613,24.84958921,1.72e-11,no hit
WDR44,Q5JSH3,WD repeat-containing protein 44,PE,cytosol,-1.807766839,21.55914206,1.73e-11,no hit
IFT27,Q9BW83,Intraflagellar transport protein 27 homolog,PE,cytosol,-1.533091823,18.62738038,1.74e-11,no hit
TTC27,Q6P3X3,Tetratricopeptide repeat protein 27,PE,cytosol,-1.909289766,20.61363957,1.78e-11,no hit
KYAT3,Q6YP21,Kynurenine--oxoglutarate transaminase 3,PE,cytosol,-1.464530693,20.91606095,1.78e-11,no hit
PHGDH,O43175,D-3-phosphoglycerate dehydrogenase,PE,cytosol,-1.858586145,24.51947531,1.78e-11,no hit
UAP1,Q16222,UDP-N-acetylhexosamine pyrophosphorylase,PE,cytosol,-1.492603934,22.85762036,1.79e-11,no hit
NOB1,Q9ULX3,RNA-binding protein NOB1,PE,cytosol,-1.790131479,19.96219093,1.79e-11,no hit
PSMC3,P17980,26S proteasome regulatory subunit 6A,PE,cytosol,-1.388738076,21.92647973,1.81e-11,no hit
HMGB3,O15347,High mobility group protein B3,PE,cytosol,-2.510704334,22.13343714,1.83e-11,no hit
PRKCA,P17252,Protein kinase C alpha type,PE,cytosol,-1.562066723,19.56788047,1.84e-11,no hit
CAD,P27708,CAD protein,PE,cytosol,-1.566552449,21.98225517,1.85e-11,no hit
EIF5,P55010,Eukaryotic translation initiation factor 5,PE,cytosol,-1.705095066,20.66093306,1.91e-11,no hit
PKM,P14618,Pyruvate kinase PKM,PE,cytosol,-2.368522518,25.93107884,1.94e-11,no hit
EIF1AX,P47813,"Eukaryotic translation initiation factor 1A, X-chromosomal",PE,cytosol,-2.482675309,22.19412486,1.95e-11,no hit
RPL12,P30050,60S ribosomal protein L12,PE,cytosol,-1.951858224,23.82758403,1.99e-11,no hit
CSNK1A1,P48729,Casein kinase I isoform alpha,PE,cytosol,-1.533659242,21.46897146,1.99e-11,no hit
RUVBL1,Q9Y265,RuvB-like 1,PE,cytosol,-1.321138805,22.34180503,2.01e-11,no hit
DUSP12,Q9UNI6,Dual specificity protein phosphatase 12,PE,cytosol,-1.73822746,19.54520418,2.02e-11,no hit
DHFR,P00374,Dihydrofolate reductase,PE,cytosol,-1.859192736,19.83540767,2.06e-11,no hit
NAA25,Q14CX7,"N-alpha-acetyltransferase 25, NatB auxiliary subunit",PE,cytosol,-1.420758271,17.66925135,2.13e-11,no hit
BZW1,Q7L1Q6,eIF5-mimic protein 2,PE,cytosol,-1.441023939,22.84527158,2.16e-11,no hit
TRIM16,O95361,Tripartite motif-containing protein 16,PE,cytosol,-1.524405633,19.52895213,2.18e-11,no hit
TLN1,Q9Y490,Talin-1,PE,cytosol,-1.73435629,24.14861319,2.18e-11,no hit
ZW10,O43264,Centromere/kinetochore protein zw10 homolog,PE,cytosol,-1.686227564,19.91462011,2.27e-11,no hit
