gene_name,sample,comparison,AveExpr,logFC,pvalue,fdr,hit_annotation
CLIC1,THP1,FA_1_10_UV - Sph_UV,25.91322361,0.072107042,0.787850161,0.92269783,no hit
TXNL1,THP1,FA_1_10_UV - Sph_UV,22.166028,-0.053504643,0.789373167,0.922863085,no hit
EIF3L,THP1,FA_1_10_UV - Sph_UV,22.04463525,0.051313541,0.790115231,0.922863085,no hit
RPS7,THP1,FA_1_10_UV - Sph_UV,22.83083177,-0.063300051,0.793413528,0.925471619,no hit
STX5,THP1,FA_1_10_UV - Sph_UV,22.93602549,-0.097041434,0.796707019,0.92806756,no hit
TFAM,THP1,FA_1_10_UV - Sph_UV,22.6855441,0.071837479,0.800265627,0.930964966,no hit
TCEB2,THP1,FA_1_10_UV - Sph_UV,23.26169203,0.091675213,0.802628292,0.932465221,no hit
ENO1,THP1,FA_1_10_UV - Sph_UV,26.85450975,-0.063982341,0.80545843,0.933109412,no hit
EEF2,THP1,FA_1_10_UV - Sph_UV,26.83189943,0.050166071,0.806413067,0.933109412,no hit
PDHA1,THP1,FA_1_10_UV - Sph_UV,24.93705358,-0.058932835,0.807375486,0.933109412,no hit
DECR1,THP1,FA_1_10_UV - Sph_UV,24.39361953,0.065730173,0.80747788,0.933109412,no hit
H1F0,THP1,FA_1_10_UV - Sph_UV,24.65706559,0.085923165,0.809348817,0.934029378,no hit
PRPF40A,THP1,FA_1_10_UV - Sph_UV,24.73629099,-0.178543506,0.811578287,0.934463131,no hit
CCAR2,THP1,FA_1_10_UV - Sph_UV,25.20633981,-0.093654482,0.811875332,0.934463131,no hit
NHP2,THP1,FA_1_10_UV - Sph_UV,21.97085308,0.141621855,0.813848292,0.935494928,no hit
OSBPL8,THP1,FA_1_10_UV - Sph_UV,23.20657373,0.069680268,0.815474447,0.936125885,no hit
GNAI2,THP1,FA_1_10_UV - Sph_UV,22.43035905,0.130233472,0.818242573,0.938064375,no hit
RBBP7,THP1,FA_1_10_UV - Sph_UV,23.85421036,0.049157564,0.824310716,0.94291918,no hit
TRIP11,THP1,FA_1_10_UV - Sph_UV,26.69442014,0.139498648,0.824647384,0.94291918,no hit
RPSA,THP1,FA_1_10_UV - Sph_UV,26.28892773,-0.06994276,0.827888145,0.94475307,no hit
TXNDC17,THP1,FA_1_10_UV - Sph_UV,22.14049294,0.055659003,0.828425592,0.94475307,no hit
CPPED1,THP1,FA_1_10_UV - Sph_UV,23.34484851,-0.063567604,0.837436802,0.951330499,no hit
CLIC4,THP1,FA_1_10_UV - Sph_UV,23.73464647,0.033650747,0.838387237,0.951330499,no hit
CHI3L1,THP1,FA_1_10_UV - Sph_UV,25.09165953,-0.056343419,0.838574352,0.951330499,no hit
RPL23,THP1,FA_1_10_UV - Sph_UV,23.43303739,0.104915276,0.838994593,0.951330499,no hit
PCBP2,THP1,FA_1_10_UV - Sph_UV,23.35557511,-0.050976598,0.83966685,0.951330499,no hit
UBE2L3,THP1,FA_1_10_UV - Sph_UV,23.68918428,0.063288039,0.841960212,0.952531244,no hit
SF3B4,THP1,FA_1_10_UV - Sph_UV,23.54574869,0.126312633,0.844872577,0.952531244,no hit
PSAT1,THP1,FA_1_10_UV - Sph_UV,21.6410642,-0.063208006,0.846360185,0.952531244,no hit
CORO1A,THP1,FA_1_10_UV - Sph_UV,25.70047409,-0.039708265,0.847462423,0.952531244,no hit
PACSIN2,THP1,FA_1_10_UV - Sph_UV,24.48779952,-0.068534465,0.847866489,0.952531244,no hit
IDH2,THP1,FA_1_10_UV - Sph_UV,21.98811679,0.090175948,0.848243562,0.952531244,no hit
KTN1,THP1,FA_1_10_UV - Sph_UV,27.16350782,0.083529253,0.849292946,0.952531244,no hit
SNRNP200,THP1,FA_1_10_UV - Sph_UV,23.98391162,0.085155364,0.851774238,0.952531244,no hit
DHX9,THP1,FA_1_10_UV - Sph_UV,26.09477923,-0.031966781,0.852272799,0.952531244,no hit
CTSS,THP1,FA_1_10_UV - Sph_UV,25.23732134,-0.063446121,0.853580818,0.952531244,no hit
YWHAG,THP1,FA_1_10_UV - Sph_UV,25.19166159,0.037867807,0.856030532,0.952531244,no hit
PDIA4,THP1,FA_1_10_UV - Sph_UV,27.08346329,0.046275745,0.856811272,0.952531244,no hit
FUS,THP1,FA_1_10_UV - Sph_UV,24.48870722,-0.096922916,0.857270105,0.952531244,no hit
UQCRH,THP1,FA_1_10_UV - Sph_UV,23.88511252,-0.045623683,0.85834826,0.952531244,no hit
RPLP1,THP1,FA_1_10_UV - Sph_UV,21.81729194,0.065915117,0.859349109,0.952531244,no hit
A2M,THP1,FA_1_10_UV - Sph_UV,22.08258621,0.05684368,0.859914388,0.952531244,no hit
PABPC1,THP1,FA_1_10_UV - Sph_UV,24.95071179,0.054600283,0.861080884,0.952531244,no hit
BANF1,THP1,FA_1_10_UV - Sph_UV,22.95060677,-0.060249761,0.861191181,0.952531244,no hit
PHB,THP1,FA_1_10_UV - Sph_UV,23.44448532,0.049076224,0.861905755,0.952531244,no hit
LMNB2,THP1,FA_1_10_UV - Sph_UV,24.51903193,0.041339779,0.864750424,0.952531244,no hit
LYZ,THP1,FA_1_10_UV - Sph_UV,22.42337937,0.23066388,0.86520886,0.952531244,no hit
PRDX4,THP1,FA_1_10_UV - Sph_UV,24.4297494,0.051189034,0.865475085,0.952531244,no hit
CDC5L,THP1,FA_1_10_UV - Sph_UV,22.47388425,-0.040358169,0.865937494,0.952531244,no hit
NLN,THP1,FA_1_10_UV - Sph_UV,23.63034296,-0.045045246,0.875716581,0.96064168,no hit
TRNT1,THP1,FA_1_10_UV - Sph_UV,21.81446402,-0.044353315,0.876394167,0.96064168,no hit
AIFM1,THP1,FA_1_10_UV - Sph_UV,24.55969071,-0.027245348,0.876626987,0.96064168,no hit
IFI16,THP1,FA_1_10_UV - Sph_UV,24.20096234,-0.035788056,0.877944908,0.960874213,no hit
PKP1,THP1,FA_1_10_UV - Sph_UV,24.36297997,0.167928955,0.880130443,0.962054534,no hit
RACK1,THP1,FA_1_10_UV - Sph_UV,24.78988685,-0.049832799,0.88180953,0.962142968,no hit
RPL17|RPL17-C18orf32,THP1,FA_1_10_UV - Sph_UV,24.13227586,0.088956181,0.882425714,0.962142968,no hit
LSM8,THP1,FA_1_10_UV - Sph_UV,23.45581936,0.073067831,0.883681847,0.962305169,no hit
VDAC2,THP1,FA_1_10_UV - Sph_UV,23.75902854,-0.062416856,0.887767823,0.963642061,no hit
KPNB1,THP1,FA_1_10_UV - Sph_UV,26.22245364,0.026881879,0.8878283,0.963642061,no hit
FLNB,THP1,FA_1_10_UV - Sph_UV,24.48178691,-0.031881056,0.888955469,0.963642061,no hit
CA2,THP1,FA_1_10_UV - Sph_UV,26.08551288,0.042678639,0.889345147,0.963642061,no hit
SRP14,THP1,FA_1_10_UV - Sph_UV,22.9551908,-0.078017689,0.894738816,0.967047238,no hit
CANX,THP1,FA_1_10_UV - Sph_UV,26.13135594,0.030725672,0.897264469,0.967047238,no hit
OLA1,THP1,FA_1_10_UV - Sph_UV,22.30580927,0.032609734,0.899797859,0.967047238,no hit
CDC37,THP1,FA_1_10_UV - Sph_UV,24.07086708,-0.024203895,0.900659582,0.967047238,no hit
TNPO1,THP1,FA_1_10_UV - Sph_UV,22.86269639,-0.032835195,0.901124055,0.967047238,no hit
PRDX1,THP1,FA_1_10_UV - Sph_UV,24.96063746,-0.032854781,0.901692377,0.967047238,no hit
ANXA2,THP1,FA_1_10_UV - Sph_UV,26.46866767,-0.037116991,0.902389446,0.967047238,no hit
ATP5D,THP1,FA_1_10_UV - Sph_UV,23.98944713,-0.066082912,0.904076775,0.967047238,no hit
P4HA1,THP1,FA_1_10_UV - Sph_UV,26.10238465,0.038690907,0.907084592,0.967047238,no hit
RPS20,THP1,FA_1_10_UV - Sph_UV,22.68113289,-0.031603279,0.908173806,0.967047238,no hit
EIF3B,THP1,FA_1_10_UV - Sph_UV,22.31664586,0.034798922,0.910642936,0.967047238,no hit
PEBP1,THP1,FA_1_10_UV - Sph_UV,23.6625392,0.031628969,0.911253859,0.967047238,no hit
RRBP1,THP1,FA_1_10_UV - Sph_UV,26.21836345,-0.037108733,0.913125084,0.967047238,no hit
RPS6,THP1,FA_1_10_UV - Sph_UV,23.82955057,0.054021881,0.914238411,0.967047238,no hit
USMG5,THP1,FA_1_10_UV - Sph_UV,23.48985353,0.043759685,0.914658859,0.967047238,no hit
MRPL1,THP1,FA_1_10_UV - Sph_UV,22.91389213,0.025773087,0.914780362,0.967047238,no hit
RNASET2,THP1,FA_1_10_UV - Sph_UV,23.49658773,-0.033684446,0.915874556,0.967047238,no hit
PHGDH,THP1,FA_1_10_UV - Sph_UV,23.28116417,0.053773588,0.916374293,0.967047238,no hit
SRM,THP1,FA_1_10_UV - Sph_UV,22.5351886,0.02838793,0.917172526,0.967047238,no hit
AKR1A1,THP1,FA_1_10_UV - Sph_UV,22.78951427,0.02134964,0.917477099,0.967047238,no hit
HSPH1,THP1,FA_1_10_UV - Sph_UV,24.06841049,0.021571066,0.918283478,0.967047238,no hit
LRRC59,THP1,FA_1_10_UV - Sph_UV,24.52736592,-0.027244703,0.918932796,0.967047238,no hit
MIF,THP1,FA_1_10_UV - Sph_UV,23.45287547,0.02194033,0.919194717,0.967047238,no hit
XPO1,THP1,FA_1_10_UV - Sph_UV,23.66534594,0.025637139,0.920755777,0.967047238,no hit
CBFB,THP1,FA_1_10_UV - Sph_UV,21.06212157,-0.025321449,0.921279283,0.967047238,no hit
NME1-NME2|NME2,THP1,FA_1_10_UV - Sph_UV,24.3927318,0.016845533,0.92143769,0.967047238,no hit
DNAJB11,THP1,FA_1_10_UV - Sph_UV,22.1088987,-0.053335589,0.922534132,0.967047238,no hit
GDI1,THP1,FA_1_10_UV - Sph_UV,22.83437466,-0.02346498,0.927167221,0.97073291,no hit
SND1,THP1,FA_1_10_UV - Sph_UV,26.44179231,0.018105756,0.929087896,0.971331159,no hit
HNRNPM,THP1,FA_1_10_UV - Sph_UV,26.4248332,0.032688136,0.930702385,0.971331159,no hit
FKBP4,THP1,FA_1_10_UV - Sph_UV,24.18901812,0.022430891,0.931091893,0.971331159,no hit
MDH1,THP1,FA_1_10_UV - Sph_UV,25.75389756,0.016970437,0.93244409,0.971575437,no hit
XPNPEP1,THP1,FA_1_10_UV - Sph_UV,24.46016524,0.031969821,0.934887585,0.971700457,no hit
LGALS7,THP1,FA_1_10_UV - Sph_UV,23.46275828,0.134473296,0.935589441,0.971700457,no hit
RPL12,THP1,FA_1_10_UV - Sph_UV,23.56808933,0.018950268,0.936480682,0.971700457,no hit
CACYBP,THP1,FA_1_10_UV - Sph_UV,22.85522536,-0.027959616,0.937036804,0.971700457,no hit
PDIA6,THP1,FA_1_10_UV - Sph_UV,25.99532757,-0.023369545,0.939351449,0.972939701,no hit
MTDH,THP1,FA_1_10_UV - Sph_UV,24.71907784,0.02845283,0.947497003,0.978292044,no hit
GSTP1,THP1,FA_1_10_UV - Sph_UV,24.81770068,0.016412911,0.947815583,0.978292044,no hit
ACLY,THP1,FA_1_10_UV - Sph_UV,24.37524351,-0.01226951,0.949977822,0.978292044,no hit
CALML5,THP1,FA_1_10_UV - Sph_UV,23.04224093,-0.072780989,0.950147854,0.978292044,no hit
HK2,THP1,FA_1_10_UV - Sph_UV,23.34680458,0.019367467,0.950084205,0.978292044,no hit
DNAJC3,THP1,FA_1_10_UV - Sph_UV,22.28895544,0.016455767,0.952698405,0.979757294,no hit
KPNA4,THP1,FA_1_10_UV - Sph_UV,23.45448552,0.021490346,0.954028249,0.979965187,no hit
PRKCSH,THP1,FA_1_10_UV - Sph_UV,26.34244285,0.023043171,0.955800537,0.98007743,no hit
CSDE1,THP1,FA_1_10_UV - Sph_UV,22.26219216,0.016337107,0.957015764,0.98007743,no hit
DAZAP1,THP1,FA_1_10_UV - Sph_UV,23.2099949,-0.020434638,0.959163325,0.98007743,no hit
HP1BP3,THP1,FA_1_10_UV - Sph_UV,23.11684317,-0.020125451,0.959484472,0.98007743,no hit
ACO2,THP1,FA_1_10_UV - Sph_UV,24.14746235,-0.007865136,0.959971855,0.98007743,no hit
ASPH,THP1,FA_1_10_UV - Sph_UV,24.91593976,0.015184354,0.961178817,0.98007743,no hit
ARF3|ARF1,THP1,FA_1_10_UV - Sph_UV,21.98519916,0.012218005,0.962032276,0.98007743,no hit
ACTR2,THP1,FA_1_10_UV - Sph_UV,23.73321691,0.020583615,0.964291819,0.980409261,no hit
DDX18,THP1,FA_1_10_UV - Sph_UV,23.43640063,0.010498439,0.964614405,0.980409261,no hit
HNRNPUL1,THP1,FA_1_10_UV - Sph_UV,24.3944691,-0.008508125,0.967819211,0.9825174,no hit
PNN,THP1,FA_1_10_UV - Sph_UV,23.10111758,-0.012616717,0.973055258,0.986527844,no hit
ACOX1,THP1,FA_1_10_UV - Sph_UV,23.12324219,-0.008034348,0.974952253,0.986527844,no hit
GLUD1,THP1,FA_1_10_UV - Sph_UV,25.52167808,-0.013450697,0.975175395,0.986527844,no hit
SUB1,THP1,FA_1_10_UV - Sph_UV,23.19983202,0.005438398,0.978894261,0.989138504,no hit
A0A0B4J203|FIP1L1,THP1,FA_1_10_UV - Sph_UV,23.06140466,-0.016697396,0.981108069,0.989200982,no hit
GARS,THP1,FA_1_10_UV - Sph_UV,23.99847923,0.007239533,0.981232735,0.989200982,no hit
TALDO1,THP1,FA_1_10_UV - Sph_UV,25.47047308,0.006199463,0.98329238,0.990128711,no hit
UBE2J1,THP1,FA_1_10_UV - Sph_UV,22.95578042,-0.005716606,0.988180031,0.993260674,no hit
TOR1AIP1,THP1,FA_1_10_UV - Sph_UV,22.15430045,0.012746022,0.988753101,0.993260674,no hit
TOP2B,THP1,FA_1_10_UV - Sph_UV,24.17329775,-0.005157968,0.989831696,0.993260674,no hit
RPL13,THP1,FA_1_10_UV - Sph_UV,24.52799349,0.002927736,0.993305036,0.995596397,no hit
YTHDC1,THP1,FA_1_10_UV - Sph_UV,22.89819948,0.007524552,0.995063975,0.996210362,no hit
ATPIF1,THP1,FA_1_10_UV - Sph_UV,23.12164742,0.00120073,0.997301232,0.997301232,no hit
VDAC1,THP1,Spa_UV - Sph_UV,25.62871141,1.222609328,1.10E-04,0.050537933,enriched candidate
VDAC3,THP1,Spa_UV - Sph_UV,24.04823475,1.090862797,1.16E-04,0.050537933,enriched candidate
PPT1,THP1,Spa_UV - Sph_UV,24.31760874,1.516856622,1.79E-04,0.050825227,enriched candidate
CTSD,THP1,Spa_UV - Sph_UV,25.19249345,1.895938485,2.34E-04,0.050825227,enriched candidate
PITPNB,THP1,Spa_UV - Sph_UV,23.2917942,2.62502946,9.40E-04,0.119585047,enriched candidate
NUP107,THP1,Spa_UV - Sph_UV,22.90364409,0.743656783,0.001064249,0.119585047,candidate
TKT,THP1,Spa_UV - Sph_UV,25.29847702,-0.909102281,0.001100849,0.119585047,candidate
NUCB1,THP1,Spa_UV - Sph_UV,25.83616621,1.140174243,0.001190889,0.119585047,enriched candidate
HEL-S-109,THP1,Spa_UV - Sph_UV,24.99379638,1.224327052,0.00123851,0.119585047,enriched candidate
PRCP,THP1,Spa_UV - Sph_UV,22.95194403,1.630655751,0.001387,0.120530276,enriched candidate
SCCPDH,THP1,Spa_UV - Sph_UV,23.27680457,0.842139321,0.001608128,0.127042151,enriched candidate
RPS28,THP1,Spa_UV - Sph_UV,22.49989897,-0.769294361,0.002155168,0.156070062,candidate
LMNB1,THP1,Spa_UV - Sph_UV,27.74848996,0.928178872,0.004016517,0.268488715,no hit
RPL28,THP1,Spa_UV - Sph_UV,25.45460682,-0.811861934,0.005895568,0.329078255,no hit
TMEM189-UBE2V1|UBE2V1,THP1,Spa_UV - Sph_UV,24.8188336,-0.658418439,0.006049729,0.329078255,no hit
VDAC2,THP1,Spa_UV - Sph_UV,23.75902854,1.492290516,0.00637174,0.329078255,enriched no hit
RMDN3,THP1,Spa_UV - Sph_UV,23.96989586,0.586488509,0.006660321,0.329078255,no hit
ASNS,THP1,Spa_UV - Sph_UV,23.01101301,0.889363978,0.006816351,0.329078255,no hit
TARS,THP1,Spa_UV - Sph_UV,24.14346644,0.58622863,0.008167004,0.373532972,no hit
ERH,THP1,Spa_UV - Sph_UV,24.47511912,0.673801064,0.008767084,0.380929792,no hit
GLB1,THP1,Spa_UV - Sph_UV,22.13696309,0.654297452,0.009715187,0.402023711,no hit
ECH1,THP1,Spa_UV - Sph_UV,25.17230828,1.223797251,0.011834001,0.467383003,enriched no hit
COPZ1,THP1,Spa_UV - Sph_UV,22.3575478,-0.732800794,0.0127527,0.467383003,no hit
PFAS,THP1,Spa_UV - Sph_UV,22.7595153,-0.930748788,0.013169051,0.467383003,no hit
BCAT2,THP1,Spa_UV - Sph_UV,22.82250973,0.589922507,0.013446001,0.467383003,no hit
HSPA5,THP1,Spa_UV - Sph_UV,27.83818691,0.709878792,0.014000641,0.467944489,enriched no hit
RPS5,THP1,Spa_UV - Sph_UV,23.39224233,-1.222495694,0.017491089,0.562953951,no hit
OSBPL8,THP1,Spa_UV - Sph_UV,23.20657373,0.791732517,0.021966325,0.662671608,no hit
ALDH2,THP1,Spa_UV - Sph_UV,26.08883101,0.707126821,0.022795424,0.662671608,no hit
RPLP0,THP1,Spa_UV - Sph_UV,24.108099,-0.675301098,0.023073353,0.662671608,no hit
IDI1,THP1,Spa_UV - Sph_UV,22.86329785,0.515854844,0.024564811,0.662671608,no hit
CTSC,THP1,Spa_UV - Sph_UV,23.97129208,0.78352514,0.024569629,0.662671608,no hit
PRDX3,THP1,Spa_UV - Sph_UV,25.70852654,0.635427619,0.025164745,0.662671608,no hit
HADHA,THP1,Spa_UV - Sph_UV,25.10760363,1.066178211,0.028912134,0.726688044,no hit
MPST,THP1,Spa_UV - Sph_UV,22.73672575,-0.420646257,0.029268218,0.726688044,no hit
LACTB2,THP1,Spa_UV - Sph_UV,24.36030313,0.546092576,0.032503919,0.784153588,no hit
SCPEP1,THP1,Spa_UV - Sph_UV,22.76174409,0.56019645,0.033387437,0.784153588,enriched no hit
PREP,THP1,Spa_UV - Sph_UV,25.78598372,0.471806948,0.035307383,0.795918797,no hit
PSAP,THP1,Spa_UV - Sph_UV,24.3655533,0.61932855,0.035720176,0.795918797,enriched no hit
HNRNPK,THP1,Spa_UV - Sph_UV,26.62226423,-0.424211835,0.036648401,0.796186505,no hit
MCM6,THP1,Spa_UV - Sph_UV,22.71371891,-0.524481291,0.03831633,0.805699654,no hit
PARP1,THP1,Spa_UV - Sph_UV,26.36440539,-0.442667309,0.039444593,0.805699654,no hit
NENF,THP1,Spa_UV - Sph_UV,24.57737673,1.167161007,0.039867762,0.805699654,enriched no hit
CTDSPL2,THP1,Spa_UV - Sph_UV,22.88388651,0.517456807,0.042663861,0.807077565,no hit
NDUFA4,THP1,Spa_UV - Sph_UV,23.43828091,-0.73295584,0.043205344,0.807077565,no hit
PAF1,THP1,Spa_UV - Sph_UV,25.43076781,0.638999969,0.045093229,0.807077565,no hit
RNPEP,THP1,Spa_UV - Sph_UV,25.17072787,0.627111476,0.045260828,0.807077565,no hit
PSMA1,THP1,Spa_UV - Sph_UV,25.28538834,0.510380755,0.045354778,0.807077565,no hit
NUP50,THP1,Spa_UV - Sph_UV,23.18758758,0.783641565,0.045508401,0.807077565,no hit
HIST1H2AG|HIST2H2AC|HIST2H2AA3|HIST1H2AH|HIST1H2AJ|H2AFJ,THP1,Spa_UV - Sph_UV,21.65599204,-1.813944157,0.048474684,0.842490016,no hit
CALML5,THP1,Spa_UV - Sph_UV,23.04224093,2.500284017,0.055426638,0.853124808,no hit
XRN2,THP1,Spa_UV - Sph_UV,25.32079224,0.608884734,0.055375835,0.853124808,no hit
GPX1,THP1,Spa_UV - Sph_UV,24.32455291,-0.525767232,0.05741707,0.853124808,no hit
CALM2|CALM1|CALM3,THP1,Spa_UV - Sph_UV,23.17906721,-0.762178795,0.057789191,0.853124808,no hit
FUBP1,THP1,Spa_UV - Sph_UV,24.526903,-0.390635474,0.057940977,0.853124808,no hit
PTPN1,THP1,Spa_UV - Sph_UV,24.192671,0.572387129,0.058367113,0.853124808,no hit
RPS7,THP1,Spa_UV - Sph_UV,22.83083177,-0.501702316,0.059518158,0.853124808,no hit
LSM2,THP1,Spa_UV - Sph_UV,24.39643541,0.50210919,0.06175965,0.853124808,no hit
CHERP,THP1,Spa_UV - Sph_UV,21.61621646,0.672988807,0.06413531,0.853124808,no hit
FKBP8,THP1,Spa_UV - Sph_UV,23.19217831,1.276892086,0.064750588,0.853124808,no hit
RPL23A,THP1,Spa_UV - Sph_UV,24.59223604,-0.389531911,0.065345958,0.853124808,no hit
CPT2,THP1,Spa_UV - Sph_UV,22.27815046,0.49244965,0.066100567,0.853124808,no hit
MRE11A,THP1,Spa_UV - Sph_UV,22.26411823,0.775019065,0.066709301,0.853124808,no hit
S100A4,THP1,Spa_UV - Sph_UV,24.76954947,-0.572948031,0.067111244,0.853124808,no hit
BPNT1,THP1,Spa_UV - Sph_UV,22.58650409,0.39519301,0.068474605,0.853124808,no hit
HIST1H3A|HIST3H3|HIST2H3A,THP1,Spa_UV - Sph_UV,25.6958751,-0.767153407,0.068609726,0.853124808,no hit
ARHGDIA,THP1,Spa_UV - Sph_UV,24.83728931,-0.327844185,0.068945563,0.853124808,no hit
GNAI2,THP1,Spa_UV - Sph_UV,22.43035905,1.126246892,0.069306464,0.853124808,no hit
FN1,THP1,Spa_UV - Sph_UV,23.10419398,1.283129489,0.069501716,0.853124808,no hit
ADK,THP1,Spa_UV - Sph_UV,24.09407375,0.367729732,0.069768884,0.853124808,no hit
YWHAG,THP1,Spa_UV - Sph_UV,25.19166159,0.413212264,0.070333856,0.853124808,no hit
PGAM1,THP1,Spa_UV - Sph_UV,24.44744498,-0.490797087,0.073646101,0.853124808,no hit
SET,THP1,Spa_UV - Sph_UV,25.7666325,0.585209274,0.075857462,0.853124808,no hit
NRDC,THP1,Spa_UV - Sph_UV,25.87749161,0.457827196,0.076139387,0.853124808,no hit
CNBP,THP1,Spa_UV - Sph_UV,22.69677468,-0.581338453,0.078392428,0.853124808,no hit
LSM4,THP1,Spa_UV - Sph_UV,23.13651451,-0.516504564,0.080479183,0.853124808,no hit
DDX46,THP1,Spa_UV - Sph_UV,23.31122753,-0.619609314,0.080859547,0.853124808,no hit
MYH9,THP1,Spa_UV - Sph_UV,26.78725218,0.538237428,0.08171753,0.853124808,no hit
EIF5A2|EIF5A,THP1,Spa_UV - Sph_UV,24.25778903,-0.338523947,0.081948036,0.853124808,no hit
PHB,THP1,Spa_UV - Sph_UV,23.44448532,-0.532109529,0.082441662,0.853124808,no hit
IPO7,THP1,Spa_UV - Sph_UV,24.01633919,0.476982486,0.082729253,0.853124808,no hit
VARS,THP1,Spa_UV - Sph_UV,24.83968654,0.387898339,0.083900121,0.853124808,no hit
KPNB1,THP1,Spa_UV - Sph_UV,26.22245364,0.353970285,0.086596785,0.853124808,no hit
YWHAH,THP1,Spa_UV - Sph_UV,23.2103248,-0.338992577,0.087556158,0.853124808,no hit
SUMO2,THP1,Spa_UV - Sph_UV,24.51942862,-0.452917127,0.088342841,0.853124808,no hit
LIMA1,THP1,Spa_UV - Sph_UV,23.37901014,-0.392338187,0.088573162,0.853124808,no hit
UBA6,THP1,Spa_UV - Sph_UV,23.60888025,0.360464206,0.090685135,0.853124808,no hit
XRCC5,THP1,Spa_UV - Sph_UV,26.5329731,-0.319547369,0.091376695,0.853124808,no hit
DDB1,THP1,Spa_UV - Sph_UV,26.26732994,0.359207228,0.093072605,0.853124808,no hit
PTBP1,THP1,Spa_UV - Sph_UV,25.29487481,-0.455727073,0.094297547,0.853124808,no hit
RPL13A,THP1,Spa_UV - Sph_UV,23.17999247,-0.448156636,0.094849837,0.853124808,no hit
VIM,THP1,Spa_UV - Sph_UV,28.79292805,1.384284464,0.095960434,0.853124808,no hit
RBBP7,THP1,Spa_UV - Sph_UV,23.85421036,0.396648209,0.096476293,0.853124808,no hit
USP7,THP1,Spa_UV - Sph_UV,25.22139377,0.371011707,0.096962623,0.853124808,no hit
SRP14,THP1,Spa_UV - Sph_UV,22.9551908,-1.054105859,0.097316656,0.853124808,no hit
UBB|UBC|RPS27A|UBA52,THP1,Spa_UV - Sph_UV,26.09143578,0.819475967,0.098346232,0.853124808,no hit
ILF2,THP1,Spa_UV - Sph_UV,25.56028781,0.320441228,0.09920315,0.853124808,no hit
NUMA1,THP1,Spa_UV - Sph_UV,27.24808546,0.504718896,0.099364632,0.853124808,no hit
PGD,THP1,Spa_UV - Sph_UV,25.3105881,0.37180829,0.09942116,0.853124808,no hit
IFI16,THP1,Spa_UV - Sph_UV,24.20096234,-0.41296222,0.099817969,0.853124808,no hit
UBA1,THP1,Spa_UV - Sph_UV,27.32724467,0.421599403,0.101320865,0.853124808,no hit
APEH,THP1,Spa_UV - Sph_UV,24.91216273,0.625371162,0.101850814,0.853124808,no hit
GOLGB1,THP1,Spa_UV - Sph_UV,27.24495189,0.465700281,0.102782815,0.853124808,no hit
MIF,THP1,Spa_UV - Sph_UV,23.45287547,0.37928012,0.103021208,0.853124808,no hit
HSPD1,THP1,Spa_UV - Sph_UV,26.97836689,-1.940209316,0.104495454,0.853124808,no hit
PLEC,THP1,Spa_UV - Sph_UV,28.48255483,0.369287884,0.104813834,0.853124808,no hit
ARPC5,THP1,Spa_UV - Sph_UV,24.5671573,-0.305220315,0.105048968,0.853124808,no hit
UQCRC1,THP1,Spa_UV - Sph_UV,22.43791383,-0.516532844,0.106027019,0.853124808,no hit
ATXN2L,THP1,Spa_UV - Sph_UV,23.2483955,-0.453403574,0.109021486,0.856456678,no hit
EEF2,THP1,Spa_UV - Sph_UV,26.83189943,0.350448179,0.109978976,0.856456678,no hit
DDOST,THP1,Spa_UV - Sph_UV,23.75789293,-0.617279961,0.110395297,0.856456678,no hit
SUB1,THP1,Spa_UV - Sph_UV,23.19983202,-0.351738866,0.11063353,0.856456678,no hit
ATP6V1A,THP1,Spa_UV - Sph_UV,23.11042008,-0.753948409,0.11170703,0.856456678,no hit
TOP1,THP1,Spa_UV - Sph_UV,24.17725724,-0.367469835,0.11264684,0.856456678,no hit
ACTR2,THP1,Spa_UV - Sph_UV,23.73321691,0.779922414,0.113340067,0.856456678,no hit
BAX,THP1,Spa_UV - Sph_UV,21.72592588,-0.511562926,0.114427993,0.857223496,no hit
COMT,THP1,Spa_UV - Sph_UV,22.37884602,0.387978935,0.115740305,0.857524539,no hit
NOP58,THP1,Spa_UV - Sph_UV,24.03535414,0.477887016,0.1168875,0.857524539,no hit
ECI1,THP1,Spa_UV - Sph_UV,23.43466045,0.338373421,0.117428562,0.857524539,no hit
GOLIM4,THP1,Spa_UV - Sph_UV,25.7868852,0.512026284,0.119681265,0.866691826,no hit
TBCA,THP1,Spa_UV - Sph_UV,23.54694034,-0.422363098,0.121170305,0.870223103,no hit
BCLAF1,THP1,Spa_UV - Sph_UV,25.3864523,-0.480895571,0.122812637,0.87478837,no hit
EEF1G,THP1,Spa_UV - Sph_UV,25.25883441,-0.294422768,0.126032029,0.878916739,no hit
PPA2,THP1,Spa_UV - Sph_UV,24.77787688,0.564573023,0.127623073,0.878916739,no hit
ATP5L,THP1,Spa_UV - Sph_UV,23.12724148,-0.848590506,0.128621257,0.878916739,no hit
ARPC3,THP1,Spa_UV - Sph_UV,25.01231832,-0.290516055,0.131406817,0.878916739,no hit
DECR1,THP1,Spa_UV - Sph_UV,24.39361953,0.430937326,0.132618364,0.878916739,no hit
YWHAB,THP1,Spa_UV - Sph_UV,24.99884349,0.28129994,0.133552857,0.878916739,no hit
RPS9,THP1,Spa_UV - Sph_UV,23.15393764,-0.414844327,0.135536253,0.878916739,no hit
