"","gene_name","logFC","pvalue","hit_annotation","LipidProbe"
"2521","PSMA4",0.305796521,0.25695529,"no hit","8-3 FA"
"2522","PDIA6",0.360436997,0.257070608,"no hit","8-3 FA"
"2523","PKP1",-1.294814963,0.26095017,"no hit","8-3 FA"
"2524","AHCY",-0.211252203,0.261532361,"no hit","8-3 FA"
"2525","CCT7",-0.379509432,0.262420075,"no hit","8-3 FA"
"2526","UQCRC1",-0.344226635,0.263266963,"no hit","8-3 FA"
"2527","GOLIM4",0.355612967,0.264167134,"no hit","8-3 FA"
"2528","PDHA1",0.278360224,0.264814033,"no hit","8-3 FA"
"2529","XRCC6",0.283956569,0.271077406,"no hit","8-3 FA"
"2530","AARS",-0.358166694,0.273779248,"no hit","8-3 FA"
"2531","HEXA",0.885618132,0.275139071,"no hit","8-3 FA"
"2532","SDHA",0.509105468,0.275523758,"no hit","8-3 FA"
"2533","GDI2",-0.198587477,0.275534992,"no hit","8-3 FA"
"2534","RAB7A",0.54877093,0.277022298,"no hit","8-3 FA"
"2535","ANXA4",-0.709499418,0.280077102,"no hit","8-3 FA"
"2536","NLN",0.319433905,0.282162511,"no hit","8-3 FA"
"2537","RAB1A",0.520339153,0.282232372,"no hit","8-3 FA"
"2538","COPE",0.23442858,0.28239742,"no hit","8-3 FA"
"2539","PUF60",-0.263511792,0.282557809,"no hit","8-3 FA"
"2540","HK2",-0.342292289,0.283525182,"no hit","8-3 FA"
"2541","SF3A3",0.23924261,0.28357537,"no hit","8-3 FA"
"2542","EEF1G",-0.199618511,0.283657743,"no hit","8-3 FA"
"2543","HNRNPD",0.458442729,0.284023007,"no hit","8-3 FA"
"2544","CLIC1",-0.292936785,0.288107667,"no hit","8-3 FA"
"2545","CLIC4",-0.180024936,0.289362258,"no hit","8-3 FA"
"2546","HSPH1",-0.229229308,0.29010502,"no hit","8-3 FA"
"2547","SYNCRIP",0.494920111,0.290162104,"no hit","8-3 FA"
"2548","ACADM",-0.247700208,0.290825184,"no hit","8-3 FA"
"2549","ANXA2",-0.324033755,0.298298056,"no hit","8-3 FA"
"2550","TPM4",-0.364512461,0.301472067,"no hit","8-3 FA"
"2551","ECHS1",0.533691241,0.302999528,"no hit","8-3 FA"
"2552","CALML5",-1.222242549,0.308932195,"no hit","8-3 FA"
"2553","XPO1",-0.270983664,0.306613218,"no hit","8-3 FA"
"2554","EIF3L",-0.202337555,0.306734347,"no hit","8-3 FA"
"2555","GLOD4",-0.382517359,0.311350351,"no hit","8-3 FA"
"2556","AKR1A1",-0.212620653,0.315242409,"no hit","8-3 FA"
"2557","MACF1",-0.329684258,0.315294726,"no hit","8-3 FA"
"2558","TRNT1",0.293088184,0.316878339,"no hit","8-3 FA"
"2559","SF3B4",0.659196899,0.319703516,"no hit","8-3 FA"
"2560","RPS12",-0.220156837,0.323209836,"no hit","8-3 FA"
"2561","ALDOA",-0.188143748,0.325032328,"no hit","8-3 FA"
"2562","DCD",-0.450361589,0.326914465,"no hit","8-3 FA"
"2563","FKBP8",0.632377348,0.327304255,"no hit","8-3 FA"
"2564","DLAT",0.471839611,0.327444515,"no hit","8-3 FA"
"2565","RANBP2",0.306076633,0.331923254,"no hit","8-3 FA"
"2566","PRPF40A",0.741638061,0.333593346,"no hit","8-3 FA"
"2567","HNRNPA3",0.21507777,0.334365438,"no hit","8-3 FA"
"2568","PHGDH",-0.506723628,0.334518127,"no hit","8-3 FA"
"2569","KIAA1429",0.41037882,0.334557741,"no hit","8-3 FA"
"2570","TOMM70",0.477406917,0.334864124,"no hit","8-3 FA"
"2571","GSS",-0.19741595,0.336956803,"no hit","8-3 FA"
"2572","UGGT1",0.475873126,0.337844222,"no hit","8-3 FA"
"2573","ALDH9A1",-0.272598639,0.338674406,"no hit","8-3 FA"
"2574","RPS5",-0.429345213,0.33966719,"no hit","8-3 FA"
"2575","HNRNPH1",0.294961795,0.341697641,"no hit","8-3 FA"
"2576","DBN1",0.398392167,0.352477218,"no hit","8-3 FA"
"2577","VIM",0.732984014,0.352657977,"no hit","8-3 FA"
"2578","TCEB2",0.347735788,0.353530122,"no hit","8-3 FA"
"2579","MATR3",0.342982753,0.354217846,"no hit","8-3 FA"
"2580","AIFM1",0.165251813,0.357148453,"no hit","8-3 FA"
"2581","MIA3",0.243324602,0.359082196,"no hit","8-3 FA"
"2582","RPS8",-0.248223492,0.360619475,"no hit","8-3 FA"
"2583","PRMT1",0.2055018,0.364683352,"no hit","8-3 FA"
"2584","YWHAB",-0.162784554,0.366375902,"no hit","8-3 FA"
"2585","PPP2R1A",0.19339739,0.36780779,"no hit","8-3 FA"
"2586","AKR1B1",-0.191298694,0.369707906,"no hit","8-3 FA"
"2587","NSF",0.21094772,0.370483027,"no hit","8-3 FA"
"2588","LDHB",-0.201469213,0.371325964,"no hit","8-3 FA"
"2589","DDX5",0.244190386,0.371946021,"no hit","8-3 FA"
"2590","TPM1",-0.334360169,0.375293699,"no hit","8-3 FA"
"2591","SCP2",0.398776455,0.377525537,"no hit","8-3 FA"
"2592","EEF1B2",-0.175935383,0.379023878,"no hit","8-3 FA"
"2593","PSME1",-0.259484285,0.380304429,"no hit","8-3 FA"
"2594","RAB14",0.325534176,0.382444004,"no hit","8-3 FA"
"2595","PCBP2",-0.22212474,0.387120955,"no hit","8-3 FA"
"2596","VARS",-0.181602747,0.389050843,"no hit","8-3 FA"
"2597","KPNB1",0.166638491,0.391122835,"no hit","8-3 FA"
"2598","CPSF7",0.251487353,0.391464746,"no hit","8-3 FA"
"2599","EPRS",-0.255935375,0.393132688,"no hit","8-3 FA"
"2600","MYL6",-0.237666196,0.396374157,"no hit","8-3 FA"
"2601","PABPC4",0.354212993,0.397310096,"no hit","8-3 FA"
"2602","YWHAQ",-0.141203747,0.400172696,"no hit","8-3 FA"
"2603","OAT",-0.207829808,0.404490196,"no hit","8-3 FA"
"2604","PSMA3",0.177402339,0.406351202,"no hit","8-3 FA"
"2605","UBB|UBC|RPS27A|UBA52",-0.386403696,0.409374234,"no hit","8-3 FA"
"2606","HNRNPA2B1",0.177099745,0.412261351,"no hit","8-3 FA"
"2607","SFPQ",0.264391149,0.414200383,"no hit","8-3 FA"
"2608","RPL13A",-0.205956074,0.415495509,"no hit","8-3 FA"
"2609","MRE11A",0.318146143,0.41703262,"no hit","8-3 FA"
"2610","FSCN1",-0.215507772,0.424606796,"no hit","8-3 FA"
"2611","DNAJB11",0.445393632,0.424662006,"no hit","8-3 FA"
"2612","BUB3",0.190671533,0.427214037,"no hit","8-3 FA"
"2613","VCL",-0.308037516,0.427442965,"no hit","8-3 FA"
"2614","CALR",0.68042498,0.431428988,"no hit","8-3 FA"
"2615","ACTN1",0.364997195,0.432054693,"no hit","8-3 FA"
"2616","TOP1",0.171646476,0.434728256,"no hit","8-3 FA"
"2617","ETFB",0.191883673,0.434790716,"no hit","8-3 FA"
"2618","RPL3",-0.130989534,0.436957376,"no hit","8-3 FA"
"2619","SKP1",-0.15930059,0.440871188,"no hit","8-3 FA"
"2620","RAB5C",0.346027821,0.447773205,"no hit","8-3 FA"
"2621","ACTN4",0.337813703,0.448908677,"no hit","8-3 FA"
"2622","NARS",-0.232780205,0.451767743,"no hit","8-3 FA"
"2623","LGALS1",0.383093219,0.45404224,"no hit","8-3 FA"
"2624","SF3B1",0.153754026,0.455966596,"no hit","8-3 FA"
"2625","HSD17B4",-0.216107899,0.459598728,"no hit","8-3 FA"
"2626","CAPRIN1",0.244462673,0.466498311,"no hit","8-3 FA"
"2627","PSMA1",0.168081422,0.467571102,"no hit","8-3 FA"
"2628","CPSF3",0.191845161,0.467801949,"no hit","8-3 FA"
"2629","P3H1",-0.293140573,0.471457699,"no hit","8-3 FA"
"2630","PABPN1|BCL2L2",-0.349811627,0.472799896,"no hit","8-3 FA"
"2631","RPLP2",-0.142925036,0.480340269,"no hit","8-3 FA"
"2632","AK2",-0.157721789,0.484174861,"no hit","8-3 FA"
"2633","TPP2",-0.203861146,0.484572005,"no hit","8-3 FA"
"2634","DNAJC3",0.195757188,0.486101942,"no hit","8-3 FA"
"2635","VPS29",-0.130187637,0.487395315,"no hit","8-3 FA"
"2636","GGH",-0.215887064,0.487736343,"no hit","8-3 FA"
"2637","DSG1",-0.601833489,0.491588744,"no hit","8-3 FA"
"2638","COLGALT1",0.137859096,0.492387415,"no hit","8-3 FA"
"2639","ARG1",-0.850591282,0.494957166,"no hit","8-3 FA"
"2640","PCNA",0.419326079,0.4971506,"no hit","8-3 FA"
"2641","PSMA6",0.118230225,0.498129588,"no hit","8-3 FA"
"2642","YBX1",0.378869145,0.498317669,"no hit","8-3 FA"
"2643","HIST1H1B",0.419685147,0.500167543,"no hit","8-3 FA"
"2644","IDH1",-0.156990357,0.504819866,"no hit","8-3 FA"
"2645","COPA",0.17422933,0.509388834,"no hit","8-3 FA"
"2646","TRIP11",0.410334479,0.518724874,"no hit","8-3 FA"
"2647","SRSF6",0.611885853,0.519021963,"no hit","8-3 FA"
"2648","GRPEL1",0.138794624,0.520494324,"no hit","8-3 FA"
"2649","STRAP",-0.149983036,0.521794155,"no hit","8-3 FA"
"2650","SF3B2",0.116680462,0.524423119,"no hit","8-3 FA"
"2651","KPNA2",0.28814108,0.525772221,"no hit","8-3 FA"
"2652","YWHAG",-0.133453206,0.526690191,"no hit","8-3 FA"
"2653","HIST1H4A",0.288087317,0.5276467,"no hit","8-3 FA"
"2654","SF3B3",0.276755486,0.530831776,"no hit","8-3 FA"
"2655","ERP29",-0.165300365,0.53165747,"no hit","8-3 FA"
"2656","PLEC",0.133610618,0.532425666,"no hit","8-3 FA"
"2657","CRTAP",0.341829073,0.533173704,"no hit","8-3 FA"
"2658","ARPC1B",0.146059586,0.536671389,"no hit","8-3 FA"
"2659","ANP32E",-0.340224073,0.539173543,"no hit","8-3 FA"
"2660","RPL18",0.118564672,0.544970025,"no hit","8-3 FA"
"2661","HSPA4",-0.10735069,0.548380884,"no hit","8-3 FA"
"2662","IQGAP1",0.139195584,0.550081183,"no hit","8-3 FA"
"2663","NCBP1",0.141360131,0.551387978,"no hit","8-3 FA"
"2664","SERPINH1",0.131683927,0.552118328,"no hit","8-3 FA"
"2665","PRDX4",0.180700861,0.553292158,"no hit","8-3 FA"
"2666","SF3A1",0.126688983,0.56043298,"no hit","8-3 FA"
"2667","PTMA",0.194454327,0.561898944,"no hit","8-3 FA"
"2668","CALU",0.217390268,0.562715925,"no hit","8-3 FA"
"2669","RNH1",-0.240693696,0.563658274,"no hit","8-3 FA"
"2670","TARS",-0.10535395,0.565127793,"no hit","8-3 FA"
"2671","SPTBN1",0.527035781,0.565841311,"no hit","8-3 FA"
"2672","GOT1",-0.188897022,0.568362404,"no hit","8-3 FA"
"2673","EIF6",0.114814155,0.569871219,"no hit","8-3 FA"
"2674","RPSA",-0.18383511,0.570568176,"no hit","8-3 FA"
"2675","YLPM1",0.189593895,0.579659312,"no hit","8-3 FA"
"2676","EIF4A3",0.099886824,0.583961929,"no hit","8-3 FA"
"2677","ACAA2",-0.196761888,0.586125027,"no hit","8-3 FA"
"2678","NPM1",0.155800487,0.58873997,"no hit","8-3 FA"
"2679","EPB41L2",-0.249473408,0.592205712,"no hit","8-3 FA"
"2680","TNPO1",-0.142360462,0.592827373,"no hit","8-3 FA"
"2681","CCT8",-0.229009671,0.595352371,"no hit","8-3 FA"
"2682","HADH",0.172272663,0.597088789,"no hit","8-3 FA"
"2683","SSB",-0.170270462,0.597375954,"no hit","8-3 FA"
"2684","NUDT5",-0.127120651,0.598188145,"no hit","8-3 FA"
"2685","PPP2CB",0.147274118,0.59911908,"no hit","8-3 FA"
"2686","RMDN1",0.092519663,0.599122642,"no hit","8-3 FA"
"2687","GANAB",0.127386761,0.604858103,"no hit","8-3 FA"
"2688","PPIF",0.11438959,0.608031554,"no hit","8-3 FA"
"2689","RBM8A",0.160660656,0.608565089,"no hit","8-3 FA"
"2690","HNRNPF",0.203996996,0.614080303,"no hit","8-3 FA"
"2691","SGTA",-0.084706184,0.615125309,"no hit","8-3 FA"
"2692","RPL30",-0.099377054,0.6166602,"no hit","8-3 FA"
"2693","TOP2B",0.20272107,0.618797306,"no hit","8-3 FA"
"2694","DDX17",-0.257113999,0.620838026,"no hit","8-3 FA"
"2695","LEO1",-0.37788478,0.622699566,"no hit","8-3 FA"
"2696","ETFA",0.126356897,0.626681611,"no hit","8-3 FA"
"2697","PSMC2",0.10602114,0.629750119,"no hit","8-3 FA"
"2698","ASNS",-0.126657047,0.636746995,"no hit","8-3 FA"
"2699","HSD17B10",0.22764304,0.63840153,"no hit","8-3 FA"
"2700","ATP6V1A",-0.202154274,0.649345346,"no hit","8-3 FA"
"2701","SQRDL",0.202601684,0.653384772,"no hit","8-3 FA"
"2702","TP53BP1",-0.4586273,0.65374519,"no hit","8-3 FA"
"2703","RPS3A",-0.113525958,0.654936742,"no hit","8-3 FA"
"2704","NRDC",-0.105060223,0.658749956,"no hit","8-3 FA"
"2705","UBE2I",-0.076926858,0.658765514,"no hit","8-3 FA"
"2706","LMAN1",0.111817246,0.660936996,"no hit","8-3 FA"
"2707","GOLGA2",0.090659441,0.664199643,"no hit","8-3 FA"
"2708","TALDO1",-0.127671297,0.667824952,"no hit","8-3 FA"
"2709","EIF4A2",-0.095839723,0.668605769,"no hit","8-3 FA"
"2710","IPO7",-0.105504841,0.678049067,"no hit","8-3 FA"
"2711","PPP1R7",-0.077914009,0.683072515,"no hit","8-3 FA"
"2712","EIF3A",-0.101095348,0.683498098,"no hit","8-3 FA"
"2713","DDX39B",0.140218272,0.687164537,"no hit","8-3 FA"
"2714","HNRNPC",0.232767672,0.689763376,"no hit","8-3 FA"
"2715","RPLP1",-0.148494421,0.69074725,"no hit","8-3 FA"
"2716","RCN1",0.196342262,0.695222657,"no hit","8-3 FA"
"2717","FUBP1",0.070784555,0.705293141,"no hit","8-3 FA"
"2718","LMNA",0.194592796,0.708659237,"no hit","8-3 FA"
"2719","RPL11",0.092147284,0.710918215,"no hit","8-3 FA"
"2720","HNRNPUL1",-0.075875837,0.719926499,"no hit","8-3 FA"
"2721","SUPT6H",-0.324061695,0.721838591,"no hit","8-3 FA"
"2722","EEF1D",-0.078484494,0.723229472,"no hit","8-3 FA"
"2723","CDK6",-0.091498905,0.72341825,"no hit","8-3 FA"
"2724","KPRP",-0.1884304,0.725943382,"no hit","8-3 FA"
"2725","NOP58",0.099535424,0.727630788,"no hit","8-3 FA"
"2726","RBMX",0.099016086,0.729387273,"no hit","8-3 FA"
"2727","RPS9",-0.089775335,0.732128768,"no hit","8-3 FA"
"2728","HNRNPU",-0.145806723,0.732758944,"no hit","8-3 FA"
"2729","PTBP1",-0.084970318,0.736894472,"no hit","8-3 FA"
"2730","TLN1",-0.088364052,0.739580965,"no hit","8-3 FA"
"2731","HSPA8",-0.053352241,0.741444119,"no hit","8-3 FA"
"2732","UBA1",0.078454903,0.743396216,"no hit","8-3 FA"
"2733","DPP3",-0.110919049,0.745230132,"no hit","8-3 FA"
"2734","NPEPPS",-0.082097449,0.745295279,"no hit","8-3 FA"
"2735","PTPN1",-0.088804568,0.746333195,"no hit","8-3 FA"
"2736","H1F0",-0.113963398,0.749254703,"no hit","8-3 FA"
"2737","PTGES3",-0.099213955,0.751474429,"no hit","8-3 FA"
"2738","IDH3A",0.406506348,0.752949468,"no hit","8-3 FA"
"2739","PML",-0.097241232,0.75547204,"no hit","8-3 FA"
"2740","RCN2",0.271634919,0.756160662,"no hit","8-3 FA"
"2741","TSN",-0.088230117,0.759067809,"no hit","8-3 FA"
"2742","HNRNPM",0.112029234,0.766172039,"no hit","8-3 FA"
"2743","EFTUD2",0.060383441,0.767080164,"no hit","8-3 FA"
"2744","NCL",0.112030417,0.76740254,"no hit","8-3 FA"
"2745","RPL18A",-0.049246762,0.768282059,"no hit","8-3 FA"
"2746","ACTR2",-0.132984126,0.77288576,"no hit","8-3 FA"
"2747","PRKAR1A",0.063380406,0.774860309,"no hit","8-3 FA"
"2748","HSP90AB1",-0.0567601,0.776213611,"no hit","8-3 FA"
"2749","ATP5C1",0.081802707,0.778817827,"no hit","8-3 FA"
"2750","CAPZB",-0.07897199,0.78002183,"no hit","8-3 FA"
"2751","POLR2B",-0.077399724,0.792677136,"no hit","8-3 FA"
"2752","TPM3",-0.136132167,0.792960183,"no hit","8-3 FA"
"2753","RPL5",0.079250921,0.793449904,"no hit","8-3 FA"
"2754","TXNL1",0.050538004,0.800758388,"no hit","8-3 FA"
"2755","MAT2A",0.116264321,0.803239688,"no hit","8-3 FA"
"2756","PRDX5",-0.050648317,0.809594929,"no hit","8-3 FA"
"2757","PPIH",0.051691906,0.809759893,"no hit","8-3 FA"
"2758","IARS2",0.1121974,0.810449043,"no hit","8-3 FA"
"2759","FKBP9",0.071558647,0.811908834,"no hit","8-3 FA"
"2760","BCAT1",-0.05931007,0.815250693,"no hit","8-3 FA"
"2761","HNRNPK",0.042041626,0.815280341,"no hit","8-3 FA"
"2762","PRDX6",-0.172278772,0.815350132,"no hit","8-3 FA"
"2763","SRM",-0.063301803,0.816824153,"no hit","8-3 FA"
"2764","GRB2",-0.049673419,0.819461277,"no hit","8-3 FA"
"2765","SUCLG2",0.200419062,0.820067578,"no hit","8-3 FA"
"2766","HNRNPA0",0.05529152,0.825167294,"no hit","8-3 FA"
"2767","PCBP1",-0.045244139,0.828099766,"no hit","8-3 FA"
"2768","GFM1",0.052415554,0.831407658,"no hit","8-3 FA"
"2769","ACTR3",0.05980806,0.83554846,"no hit","8-3 FA"
"2770","SET",0.060734115,0.840857133,"no hit","8-3 FA"
"2771","PSMB2",-0.051912962,0.841426317,"no hit","8-3 FA"
"2772","ANP32B",-0.09918224,0.842991724,"no hit","8-3 FA"
"2773","ZYX",-0.034110014,0.844770859,"no hit","8-3 FA"
"2774","HNRNPA1",0.074658415,0.846494745,"no hit","8-3 FA"
"2775","SNRPA",-0.072178514,0.846768976,"no hit","8-3 FA"
"2776","TGM3",-0.169099646,0.850649227,"no hit","8-3 FA"
"2777","FUS",0.100346181,0.852295092,"no hit","8-3 FA"
"2778","PSMA7",-0.046187316,0.854744653,"no hit","8-3 FA"
"2779","CCAR2",0.071807139,0.855111393,"no hit","8-3 FA"
"2780","KARS",-0.061360231,0.856746874,"no hit","8-3 FA"
"2781","NASP",-0.088811552,0.85740808,"no hit","8-3 FA"
"2782","FN1",0.115662347,0.857865856,"no hit","8-3 FA"
"2783","XPNPEP1",0.070095368,0.857935752,"no hit","8-3 FA"
"2784","ADH5",0.029885359,0.862606397,"no hit","8-3 FA"
"2785","ATP6V1E1",-0.033107596,0.87103989,"no hit","8-3 FA"
"2786","DSC1",-0.110590559,0.884080259,"no hit","8-3 FA"
"2787","ETHE1",-0.039959087,0.891382042,"no hit","8-3 FA"
"2788","A2M",-0.043958338,0.89140715,"no hit","8-3 FA"
"2789","TUFM",0.103912599,0.897221014,"no hit","8-3 FA"
"2790","FKBP4",-0.032300752,0.900925265,"no hit","8-3 FA"
"2791","NUDT21",0.046991877,0.901079155,"no hit","8-3 FA"
"2792","COL6A1",-0.044643777,0.911761383,"no hit","8-3 FA"
"2793","TXNRD1",0.036910351,0.915319074,"no hit","8-3 FA"
"2794","HNRNPH3",-0.06807032,0.915502091,"no hit","8-3 FA"
"2795","TRIM28",0.02427879,0.916154952,"no hit","8-3 FA"
"2796","CLTC",-0.042508183,0.918647476,"no hit","8-3 FA"
"2797","PPM1G",-0.03828637,0.91973494,"no hit","8-3 FA"
"2798","DHX15",-0.02925616,0.925428415,"no hit","8-3 FA"
"2799","HSPD1",0.102567285,0.926491484,"no hit","8-3 FA"
"2800","ACADVL",0.021169283,0.931491993,"no hit","8-3 FA"
"2801","GSN",0.019208313,0.93160665,"no hit","8-3 FA"
"2802","MORC3",0.049208243,0.936675846,"no hit","8-3 FA"
"2803","LAP3",0.039993817,0.94036978,"no hit","8-3 FA"
"2804","RPL6",0.02140302,0.940914121,"no hit","8-3 FA"
"2805","PGD",0.012992152,0.950530947,"no hit","8-3 FA"
"2806","CHD4",-0.02519792,0.95179199,"no hit","8-3 FA"
"2807","EEA1",0.024527491,0.957205257,"no hit","8-3 FA"
"2808","LONP1",-0.034419296,0.958453746,"no hit","8-3 FA"
"2809","MAGOH|MAGOHB",0.016948753,0.959907172,"no hit","8-3 FA"
"2810","SERPINB12",0.03294586,0.963368064,"no hit","8-3 FA"
"2811","GARS",0.013677316,0.964553629,"no hit","8-3 FA"
"2812","HSP90AA1",-0.013612023,0.964924807,"no hit","8-3 FA"
"2813","EZR",-0.009106269,0.968950494,"no hit","8-3 FA"
"2814","TXNDC12",-0.026273349,0.972034196,"no hit","8-3 FA"
"2815","LTA4H",0.006267465,0.97867082,"no hit","8-3 FA"
"2816","LIMA1",0.004518199,0.983049917,"no hit","8-3 FA"
"2817","ANP32A",0.010524315,0.984749023,"no hit","8-3 FA"
"2818","ATP5A1",0.008680289,0.987024261,"no hit","8-3 FA"
"2819","FDPS",0.002205364,0.994922874,"no hit","8-3 FA"
"2820","BLMH",1.079994402,0.008216573,"no hit","1-10 FA"
"2821","PPIH",-0.681452797,0.008909219,"no hit","1-10 FA"
"2822","UBA1",-0.679502042,0.015855957,"no hit","1-10 FA"
"2823","ATIC",-0.635350256,0.024304214,"no hit","1-10 FA"
"2824","GLRX5",0.803721494,0.02506842,"no hit","1-10 FA"
"2825","MTPN",-0.572176399,0.028066096,"no hit","1-10 FA"
"2826","YWHAG",-0.523144524,0.02835045,"no hit","1-10 FA"
"2827","TPT1",-0.484044885,0.031054248,"no hit","1-10 FA"
"2828","CTSL",1.405597067,0.032228615,"no hit","1-10 FA"
"2829","PREP",-0.480295251,0.032777389,"no hit","1-10 FA"
"2830","UBE2I",-0.411475506,0.03577707,"no hit","1-10 FA"
"2831","LDHA",-0.40814124,0.036530941,"no hit","1-10 FA"
"2832","CKB",-0.705634643,0.03673928,"no hit","1-10 FA"
"2833","PPIA",-0.408306771,0.039266952,"no hit","1-10 FA"
"2834","CTSA",0.553299089,0.039922727,"no hit","1-10 FA"
"2835","MDH1",-0.458529259,0.041362052,"no hit","1-10 FA"
"2836","LASP1",-0.510381034,0.043980037,"no hit","1-10 FA"
"2837","TAGLN2",-0.560321923,0.04687201,"no hit","1-10 FA"
"2838","SDHA",0.994173768,0.048440764,"no hit","1-10 FA"
"2839","EIF4A2",-0.485444323,0.050174469,"no hit","1-10 FA"
"2840","SERBP1",-0.570111869,0.050586327,"no hit","1-10 FA"
"2841","CNPY3",0.46195673,0.05140214,"no hit","1-10 FA"
"2842","CTSD",0.737533023,0.052926147,"no hit","1-10 FA"
"2843","HSPH1",-0.451306316,0.052998267,"no hit","1-10 FA"
"2844","CLIC4",-0.352887561,0.053534812,"no hit","1-10 FA"
"2845","LDHB",-0.470063608,0.054435611,"no hit","1-10 FA"
"2846","EFTUD2",0.432595994,0.054858778,"no hit","1-10 FA"
"2847","EEF2",-0.433734293,0.055316268,"no hit","1-10 FA"
"2848","MYH9",0.598139255,0.05711893,"no hit","1-10 FA"
"2849","RNPEP",-0.58233525,0.059574533,"no hit","1-10 FA"
"2850","PSME1",-0.597998935,0.061059129,"no hit","1-10 FA"
"2851","YWHAB",-0.362878282,0.061674408,"no hit","1-10 FA"
"2852","GSN",-0.457343527,0.063252438,"no hit","1-10 FA"
"2853","PGD",-0.427558202,0.063463482,"no hit","1-10 FA"
"2854","CANX",0.484712837,0.063906029,"no hit","1-10 FA"
"2855","HIST1H4A",0.914869734,0.065040525,"no hit","1-10 FA"
"2856","CSE1L",-0.647612629,0.065333565,"no hit","1-10 FA"
"2857","ALDOA",-0.374078318,0.067131205,"no hit","1-10 FA"
"2858","HSPA5",0.488279714,0.067540155,"no hit","1-10 FA"
"2859","CLIC1",-0.5308752,0.069906698,"no hit","1-10 FA"
"2860","NRDC",-0.468265069,0.070655773,"no hit","1-10 FA"
"2861","NME1-NME2|NME2",-0.337857885,0.070691377,"no hit","1-10 FA"
"2862","ARMT1",-0.498283215,0.070704365,"no hit","1-10 FA"
"2863","DPP7",0.511016975,0.071517228,"no hit","1-10 FA"
"2864","YWHAH",-0.356670575,0.074405459,"no hit","1-10 FA"
"2865","ANXA2",0.589135224,0.074517602,"no hit","1-10 FA"
"2866","FSCN1",-0.515027884,0.075283492,"no hit","1-10 FA"
"2867","YWHAQ",-0.316120449,0.078062167,"no hit","1-10 FA"
"2868","XPO1",-0.493381863,0.078715252,"no hit","1-10 FA"
"2869","PPP2R1A",-0.395143627,0.083364878,"no hit","1-10 FA"
"2870","OLA1",-0.482705263,0.085678093,"no hit","1-10 FA"
"2871","IQGAP1",-0.427991922,0.087022508,"no hit","1-10 FA"
"2872","HSPA4",-0.324812512,0.090237424,"no hit","1-10 FA"
"2873","PSAP",0.477040122,0.090838993,"no hit","1-10 FA"
"2874","EIF4G1",-0.480807856,0.095657611,"no hit","1-10 FA"
"2875","XRCC6",-0.447290117,0.096795697,"no hit","1-10 FA"
"2876","EEF1A1|EEF1A1P5",-0.524852997,0.098303619,"no hit","1-10 FA"
"2877","WDR1",-0.413066383,0.099662473,"no hit","1-10 FA"
"2878","CAP1",-0.26800425,0.102895428,"no hit","1-10 FA"
"2879","TSN",-0.503220681,0.103102564,"no hit","1-10 FA"
"2880","GDI2",-0.308232208,0.104074608,"no hit","1-10 FA"
"2881","TCEB2",-0.636437241,0.105800477,"no hit","1-10 FA"
"2882","EEF1G",-0.31282629,0.106611527,"no hit","1-10 FA"
"2883","ATP6V1E1",0.352936894,0.106914095,"no hit","1-10 FA"
"2884","PTGES3",-0.531355969,0.11253873,"no hit","1-10 FA"
"2885","NUCB1",0.438439322,0.113431622,"no hit","1-10 FA"
"2886","LMAN1",0.430032784,0.113479627,"no hit","1-10 FA"
"2887","HMGCL",0.317773211,0.114064679,"no hit","1-10 FA"
"2888","KPRP",0.904882026,0.114746636,"no hit","1-10 FA"
"2889","RPSA",-0.539537094,0.116577958,"no hit","1-10 FA"
"2890","AKR1B1",-0.347114818,0.119612558,"no hit","1-10 FA"
"2891","RBM39",-0.403980983,0.120241156,"no hit","1-10 FA"
"2892","TMEM189-UBE2V1|UBE2V1",-0.317837012,0.123389008,"no hit","1-10 FA"
"2893","AARS",-0.519043691,0.124610797,"no hit","1-10 FA"
"2894","CFL1",-0.35599799,0.125723194,"no hit","1-10 FA"
"2895","ACADVL",0.394826559,0.131861953,"no hit","1-10 FA"
"2896","LSM8",0.797337815,0.133208535,"no hit","1-10 FA"
"2897","PRKDC",0.487470328,0.134764181,"no hit","1-10 FA"
"2898","VARS",-0.321553073,0.142396931,"no hit","1-10 FA"
"2899","DUT",-0.47388192,0.144093334,"no hit","1-10 FA"
"2900","HSP90AB1",-0.307123741,0.145786913,"no hit","1-10 FA"
"2901","SRM",-0.417351745,0.148633858,"no hit","1-10 FA"
"2902","SERPINB12",1.092108453,0.150270951,"no hit","1-10 FA"
"2903","GGH",0.465693183,0.151730717,"no hit","1-10 FA"
"2904","NUTF2",-0.285214689,0.152881275,"no hit","1-10 FA"
"2905","EEF1D",-0.330308082,0.156884682,"no hit","1-10 FA"
"2906","PGK1",-0.379972211,0.158554217,"no hit","1-10 FA"
"2907","STIP1",-0.248379015,0.162714997,"no hit","1-10 FA"
"2908","ENO1",-0.380564989,0.164054275,"no hit","1-10 FA"
"2909","PSAT1",-0.475123047,0.166495133,"no hit","1-10 FA"
"2910","CCT3",-0.392238852,0.168665473,"no hit","1-10 FA"
"2911","H2AFY",0.477773413,0.171207388,"no hit","1-10 FA"
"2912","RBBP7",-0.31827058,0.171470512,"no hit","1-10 FA"
"2913","VPS29",-0.265940412,0.172025663,"no hit","1-10 FA"
"2914","CCT5",-0.366199535,0.177158789,"no hit","1-10 FA"
